benchmark,fit_name,fit_order,fit_description,fit_component_set,fit_rank,fit_condition_number,fit_residual_sum_squares,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status,time_derivative_fit_scale,pressure_gradient_fit_scale,stokes_body_forward_fit_scale,end_term_fit_scale
ma2005_wigley_iii_coefficients,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.49780782047365,8,2,6,0.25,3.04065233665849,6.666666666666667,-38.18464611548863,-10.92642177973783,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.08777667550078815,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.104106645790808,8,1,7,0.125,3.9562451970243497,7.009078232066647,-36.475982359007546,-11.421072103784086,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.0,0.20452891876154805,0.0,0.0
ma2005_wigley_iii_coefficients,least_squares_time_gradient_end,3,Best-fit global scales for Eq.30 body pressure plus Eq.32 end-contour contribution.,time_derivative+pressure_gradient+end_term,3,20.07759176748153,0.2018656210114266,8,3,5,0.375,3.0009204837941468,7.111728289599169,-36.78803558097192,-7.148026823471994,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.08331847895542849,0.2643124219954271,0.0,-0.731995288383022
ma2005_wigley_iii_coefficients,least_squares_time_gradient_stokes_end,4,"Best-fit global scales for Eq.30 time pressure, Eq.30 pressure-gradient, Eq.32 Stokes body forward-speed diagnostic, and Eq.32 end-contour contribution.",time_derivative+pressure_gradient+stokes_body_forward+end_term,4,29.37741220400357,0.09592143423022496,8,4,4,0.5,0.9953823825875507,8.45775593962419,-36.782008624715736,-13.658701417937875,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.09086098562374134,0.31874336753608257,-0.1044191150640317,-1.3264275109746282
ma2005_wigley_iii_coefficients,least_squares_time_gradient,2,Best-fit global scales for Eq.30 time and forward-speed pressure-gradient contributions.,time_derivative+pressure_gradient,2,1.1442611626874961,0.38217656642342684,8,2,6,0.25,3.40685598662982,12.3250249102661,-36.78351970879266,-11.413252307984264,8,0,FAIL,diagnostic_eq30_component_scale_fit_not_hard_gate,INFO,0.07429146954398307,0.1982176082634868,0.0,0.0
