index,time_s,x_from_transom_m,saved_force_n_m,replayed_force_n_m,absolute_difference,integrated_force_n_m,integration_passed,replay_passed,potential_bvp_residual,pressure_bvp_residual
0,0.0,1.0985454545454545,18.190404833227845,18.190404833227845,0.0,18.190404833227845,True,True,9.052114852372668e-16,1.0474453801978987e-15
1,0.0007775962305832998,1.0951125,26.858471645635973,26.858471645635973,0.0,26.858471645635973,True,True,1.2070215564519123e-15,9.507875945926575e-16
2,0.0015551924611665996,1.0916795454545454,25.296416313898725,25.296416313898725,0.0,25.296416313898725,True,True,8.071817577730447e-16,1.536343911997382e-15
3,0.0023327886917498993,1.0882465909090908,24.00403980928991,24.00403980928991,0.0,24.00403980928991,True,True,7.836934656940698e-16,1.3122090269614065e-15
4,0.0031103849223331993,1.0848136363636363,35.67261453552235,35.67261453552235,0.0,35.67261453552235,True,True,8.171105913356016e-16,1.2443180555181584e-15
5,0.0038879811529164993,1.0813806818181817,27.755791191498552,27.755791191498552,0.0,27.755791191498552,True,True,7.019177291777293e-16,1.5782980800139794e-15
6,0.0046655773834997985,1.0779477272727271,25.46033937066829,25.46033937066829,0.0,25.46033937066829,True,True,5.853693175002624e-16,9.323028928243905e-16
7,0.0054431736140830985,1.0745147727272726,34.084134260902815,34.084134260902815,0.0,34.084134260902815,True,True,9.953058382477056e-16,1.0950669854734556e-15
8,0.006220769844666399,1.071081818181818,29.068893755937957,29.068893755937957,0.0,29.068893755937957,True,True,1.1331954356956171e-15,7.444910792672346e-16
9,0.006998366075249699,1.0676488636363637,40.91890254297576,40.91890254297576,0.0,40.91890254297576,True,True,9.12893351457422e-16,1.306065802653196e-15
10,0.007775962305832999,1.0642159090909091,31.345094549776608,31.345094549776608,0.0,31.345094549776608,True,True,7.141471339539028e-16,1.1806729948865564e-15
11,0.008553558536416298,1.0607829545454546,43.91591971087868,43.91591971087868,0.0,43.91591971087868,True,True,7.192757412896393e-16,1.7563430686669859e-15
12,0.009331154766999597,1.05735,32.64981931802565,32.64981931802565,0.0,32.64981931802565,True,True,6.957322293647039e-16,9.614089945463614e-16
13,0.010108750997582898,1.0539170454545455,44.38049724055551,44.38049724055551,0.0,44.38049724055551,True,True,7.326728743983983e-16,1.6329369109306666e-15
14,0.010886347228166197,1.050484090909091,33.55744810130004,33.55744810130004,0.0,33.55744810130004,True,True,8.50378756646768e-16,8.888783717347074e-16
15,0.011663943458749498,1.0470511363636363,44.161607798247005,44.161607798247005,0.0,44.161607798247005,True,True,8.973709426902897e-16,1.4430639105992512e-15
16,0.012441539689332797,1.0436181818181818,34.352150243190074,34.352150243190074,0.0,34.352150243190074,True,True,1.0225937021534708e-15,1.1896735104198998e-15
17,0.013219135919916096,1.0401852272727272,43.819835340963856,43.819835340963856,0.0,43.819835340963856,True,True,7.673283705418916e-16,1.146057916988537e-15
18,0.013996732150499397,1.0367522727272727,35.16728911235792,35.16728911235792,0.0,35.16728911235792,True,True,7.053050226769248e-16,1.0824212080601543e-15
19,0.014774328381082696,1.033319318181818,43.602532029682465,43.602532029682465,0.0,43.602532029682465,True,True,6.825526834751754e-16,1.0522058210356422e-15
20,0.015551924611665997,1.0298863636363635,36.016617795045946,36.016617795045946,0.0,36.016617795045946,True,True,8.258191489435625e-16,7.969262939757147e-16
21,0.016329520842249295,1.026453409090909,43.56456892336415,43.56456892336415,0.0,43.56456892336415,True,True,7.220979015197651e-16,9.139424874577667e-16
22,0.017107117072832596,1.0230204545454544,36.84137351931576,36.84137351931576,0.0,36.84137351931576,True,True,7.248408453946366e-16,1.3175731563058435e-15
23,0.017884713303415897,1.0195874999999999,43.61978142822671,43.61978142822671,0.0,43.61978142822671,True,True,8.620772411321039e-16,9.572830984739086e-16
24,0.018662309533999194,1.0161545454545453,55.03695505363959,55.03695505363959,0.0,55.03695505363959,True,True,6.891112190456018e-16,1.7920685740397873e-15
25,0.019439905764582495,1.012721590909091,42.06009373989469,42.06009373989469,0.0,42.06009373989469,True,True,8.072062971739887e-16,8.777350031354606e-16
26,0.020217501995165796,1.0092886363636364,51.46725359815365,51.46725359815365,0.0,51.46725359815365,True,True,7.995279727931562e-16,1.4070101057639088e-15
27,0.020995098225749097,1.0058556818181819,41.10342374845722,41.10342374845722,0.0,41.10342374845722,True,True,7.664976864632351e-16,7.539785901189e-16
28,0.021772694456332394,1.0024227272727273,48.172842915337974,48.172842915337974,0.0,48.172842915337974,True,True,6.264579462241807e-16,1.186043362361294e-15
29,0.022550290686915695,0.9989897727272727,59.57107381423208,59.57107381423208,0.0,59.57107381423208,True,True,6.230615168975351e-16,1.3840345544896244e-15
30,0.023327886917498996,0.9955568181818182,45.22352557038132,45.22352557038132,0.0,45.22352557038132,True,True,7.726330332240037e-16,6.146387070645549e-16
31,0.024105483148082293,0.9921238636363636,53.69114142882255,53.69114142882255,0.0,53.69114142882255,True,True,9.065410360529717e-16,1.7273411362869526e-15
32,0.024883079378665594,0.9886909090909091,67.27044872010586,67.27044872010586,0.0,67.27044872010586,True,True,6.742906856104104e-16,1.8052458003758956e-15
33,0.025660675609248895,0.9852579545454545,48.33432984781369,48.33432984781369,0.0,48.33432984781369,True,True,7.110852579880473e-16,8.807740213862326e-16
