coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,matched_pseudo_time_trajectory_available,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
320,640,0.0,0.1333157150098577,0.37795734007449727,0.0,0.0,7.772450053519114e-05,0.00029799697137309765,2.437204633258783e-05,4.1932389294351215e-05,0.0,False,0.006512512496380362,6.088336702272823e-05,7.165499662884108e-05,0.0038878356532060314
640,1280,0.0,0.10751598599329382,0.10304834508735669,0.0,0.0,3.483791486601994e-05,0.00021480556057872763,9.234188271215826e-06,1.0373104020882416e-05,0.0,False,0.007954789205007674,1.717663762913486e-05,2.289120759014356e-05,0.0017297861539429676
