reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.5,22.265361390409332,29.102655826411624,0.9215699009184584,0.07843009908154164,5.401203827209843e-06,115015.01952452974,1.0002017370279739,0.15793803002419393,20.398443912244034,0.9161514854652455,27.867716018835555,2.9658110590498103,True,,2.9620827707526143
2,0.5,20.398443912244034,27.867716018835555,0.9221721179854347,0.07782788201456525,4.9720243735574885e-06,115038.01614769362,1.000199944527876,0.1555361980118632,18.62698051301446,0.913156934575472,26.51540106912678,2.96953219823603,True,,2.9658110590498103
3,0.5,18.62698051301446,26.51540106912678,0.9234185043390661,0.07658149566093386,4.486300949390641e-06,115060.81657443038,1.0001981990609305,0.153099929812402,16.962505977341795,0.9106417417192382,25.0571231847777,2.9732459395633066,True,,2.96953219823603
4,0.5,16.962505977341795,25.0571231847777,0.9255626757995568,0.07443732420044324,3.781537198976302e-06,115083.4204852247,1.0001964518515924,0.150646656187721,15.417169798453212,0.9088969412330458,23.503492158382095,2.976954607768457,True,,2.9732459395633066
5,0.5,15.417169798453212,23.503492158382095,0.9287443208700157,0.07125567912998432,3.5190588771100145e-06,115105.84921727792,1.0001948910819,0.1481882592844345,14.00368412271667,0.9083174347681923,21.864258165666143,2.9806504552218986,True,,2.976954607768457
6,0.5,14.00368412271667,21.864258165666143,0.9333391965288947,0.06666080347110526,3.1227408408750694e-06,115128.10101150742,1.0001933159325993,0.14573624288492543,12.735075968528037,0.9094089710199399,20.148208750918688,2.9843346858560467,True,,2.9806504552218986
7,0.5,12.735075968528037,20.148208750918688,0.9396354480002659,0.06036455199973412,2.805708791869798e-06,115150.13789448827,1.0001914118529391,0.14330147329419549,11.624482386965143,0.912792543656003,18.363116006232463,2.988005116939137,True,,2.9843346858560467
8,0.5,11.624482386965143,18.363116006232463,0.9478876759995453,0.052112324000454735,2.4741331172590213e-06,115172.05841128738,1.0001903646558674,0.14154015029473282,10.685003066712646,0.919180976066,16.515732184910856,2.9916609255479023,True,,2.988005116939137
9,0.5,10.685003066712646,16.515732184910856,0.9582894888953054,0.04171051110469459,2.1536654404726184e-06,115193.54935456738,1.000186598580766,0.13989205488790024,9.92960584827767,0.9293030414948321,14.611826262996424,2.9953010210361697,True,,2.9916609255479023
10,0.5,9.92960584827767,14.611826262996424,0.9709645965462904,0.029035403453709585,1.6771318167563642e-06,115214.84155027462,1.00018483843697,0.13827729388809576,9.37107324043295,0.9437507775858395,12.656253704857415,2.998928002288545,True,,2.9953010210361697
11,0.5,9.37107324043295,12.656253704857415,0.9853325794036214,0.0146674205963786,1.539729370878059e-06,115235.90632302858,1.000182830378389,0.13669860021624283,9.021974275892298,0.9627471736071369,10.770945500456774,3.002533547849748,True,,2.998928002288545
