grid_label,reference_row_id,coefficient,coefficient_family,omega_e_sqrt_l_over_g,omega_e_rad_s,speed_mps,fn_l,reference_value,computed_value,dimensional_value,normalization_scale,abs_error,rel_error,relative_tolerance,effective_abs_tolerance,gate_error_ratio,status,provider_route,force_assembly_route,formula_version,station_count,active_station_count,lcg_from_transom_m,body_panels_per_section,free_surface_inner_panels_per_side,control_surface_panels,apply_local_time_phase,local_time_phase_gradient_correction,force_closure_residual,heave_condition_number_max,pitch_condition_number_max,heave_linear_residual_max,pitch_linear_residual_max,empirical_output_scaling_used,reference_series,reference_role,source_figure,source_page,source_image
base,0,A33,A,2.0,3.616010693199528,2.1696064159197173,0.4,1.07,1.0761869561327577,86.04114714281398,79.95,0.006186956132757659,0.005782201993231457,0.15,0.1605,0.03854801328820971,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663836,123.0140343663836,6.213029026357837e-16,5.90065645271547e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
base,1,A33,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.941,0.9473493664544732,75.74058184803513,79.95,0.00634936645447326,0.006747467007941828,0.15,0.14115,0.044983113386278854,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663836,123.0140343663836,6.281645598351545e-16,6.277765215675533e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
base,2,B33,B,2.23,4.031851922917474,2.1696064159197173,0.4,2.05,2.0370982986594792,294.46261501127344,144.55002746065114,0.0129017013405206,0.006293512849034439,0.15,0.30749999999999994,0.04195675232689627,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,123.0140343663836,123.0140343663836,6.281645598351545e-16,6.277765215675533e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 12,952,p16_Im15.tiff.png
base,3,A53,A,2.0,3.616010693199528,2.1696064159197173,0.4,0.19,0.1864620683366371,44.72292709054241,239.85000000000002,0.0035379316633629143,0.01862069296506797,0.15,0.028499999999999998,0.12413795310045314,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663836,123.0140343663836,6.213029026357837e-16,5.90065645271547e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
base,4,A53,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.145,0.1445375701852367,34.66733620892902,239.85000000000002,0.0004624298147632988,0.0031891711362986128,0.15,0.02175,0.021261140908657418,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663836,123.0140343663836,6.281645598351545e-16,6.277765215675533e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
base,5,B53,B,2.23,4.031851922917474,2.1696064159197173,0.4,-0.106,-0.12109035053678434,-52.51084048593615,433.65008238195344,0.015090350536784342,0.14236179751683342,0.15,0.015899999999999997,0.9490786501122229,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,123.0140343663836,123.0140343663836,6.281645598351545e-16,6.277765215675533e-16,False,matched_biem_theory,diagnostic_reference,Fig. 14,953,p17_Im17.tiff.png
base,6,A35,A,2.23,4.031851922917474,2.1696064159197173,0.4,-0.125,-0.12932231647854772,-31.017957607379675,239.85000000000002,0.004322316478547722,0.034578531828381776,0.15,0.01875,0.23052354552254517,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663836,123.0140343663836,6.281645598351545e-16,6.277765215675533e-16,False,matched_biem_theory,diagnostic_reference,Fig. 15,954,p18_Im18.tiff.png
base,7,B35,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.163,0.16586435746578018,71.92709227926535,433.65008238195344,0.0028643574657801762,0.017572745188835438,0.15,0.02445,0.11715163459223625,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,123.0140343663836,123.0140343663836,6.281645598351545e-16,6.277765215675533e-16,False,matched_biem_theory,diagnostic_reference,Fig. 16,954,p18_Im19.tiff.png
base,8,A55,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.0458,0.04451447870406136,32.030393151507354,719.5500000000001,0.0012855212959386395,0.02806815056634584,0.15,0.00687,0.18712100377563892,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,0.0,123.0140343663836,123.0140343663836,6.281645598351545e-16,6.277765215675533e-16,False,matched_biem_theory,diagnostic_reference,Fig. 17,955,p19_Im20.tiff.png
base,9,B55,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.0703,0.07067637649100902,91.94644946335207,1300.9502471458604,0.0003763764910090228,0.0053538618920202395,0.15,0.010545,0.03569241261346826,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,30,20,40,True,True,-0.0,123.0140343663836,123.0140343663836,6.281645598351545e-16,6.277765215675533e-16,False,matched_biem_theory,diagnostic_reference,Fig. 18,955,p19_Im21.tiff.png
refined,0,A33,A,2.0,3.616010693199528,2.1696064159197173,0.4,1.07,1.0740384011307123,85.86937017040044,79.95,0.004038401130712188,0.003774206664216998,0.15,0.1605,0.025161377761446654,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631997,121.03974833631997,6.809900309775046e-16,6.425427579871296e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
refined,1,A33,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.941,0.9450606165571682,75.5575962937456,79.95,0.004060616557168273,0.004315214194652787,0.15,0.14115,0.028768094631018582,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631997,121.03974833631997,6.307981682678487e-16,6.720132070699797e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 11,952,p16_Im14.tiff.png
refined,2,B33,B,2.23,4.031851922917474,2.1696064159197173,0.4,2.05,2.038938772987685,294.7286556259562,144.55002746065114,0.011061227012314934,0.005395720493812164,0.15,0.30749999999999994,0.03597146995874776,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,121.03974833631997,121.03974833631997,6.307981682678487e-16,6.720132070699797e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 12,952,p16_Im15.tiff.png
refined,3,A53,A,2.0,3.616010693199528,2.1696064159197173,0.4,0.19,0.18679742406524263,44.80336216204845,239.85000000000002,0.003202575934757368,0.01685566281451246,0.15,0.028499999999999998,0.11237108543008309,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631997,121.03974833631997,6.809900309775046e-16,6.425427579871296e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
refined,4,A53,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.145,0.14470606810576855,34.70775043516859,239.85000000000002,0.0002939318942314362,0.002027116511940939,0.15,0.02175,0.013514110079606262,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631997,121.03974833631997,6.307981682678487e-16,6.720132070699797e-16,False,matched_biem_theory,implementation_reproduction_gate,Fig. 13,953,p17_Im16.tiff.png
refined,5,B53,B,2.23,4.031851922917474,2.1696064159197173,0.4,-0.106,-0.12002564621627893,-52.049131369636555,433.65008238195344,0.014025646216278928,0.13231741713470688,0.15,0.015899999999999997,0.8821161142313793,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,121.03974833631997,121.03974833631997,6.307981682678487e-16,6.720132070699797e-16,False,matched_biem_theory,diagnostic_reference,Fig. 14,953,p17_Im17.tiff.png
refined,6,A35,A,2.23,4.031851922917474,2.1696064159197173,0.4,-0.125,-0.12785643738108074,-30.66636650585222,239.85000000000002,0.0028564373810807397,0.022851499048645918,0.15,0.01875,0.1523433269909728,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631997,121.03974833631997,6.307981682678487e-16,6.720132070699797e-16,False,matched_biem_theory,diagnostic_reference,Fig. 15,954,p18_Im18.tiff.png
refined,7,B35,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.163,0.16515929875257995,71.62134351020195,433.65008238195344,0.0021592987525799467,0.013247231610919919,0.15,0.02445,0.0883148774061328,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,121.03974833631997,121.03974833631997,6.307981682678487e-16,6.720132070699797e-16,False,matched_biem_theory,diagnostic_reference,Fig. 16,954,p18_Im19.tiff.png
refined,8,A55,A,2.23,4.031851922917474,2.1696064159197173,0.4,0.0458,0.04476937105337679,32.21380094145727,719.5500000000001,0.001030628946623209,0.022502815428454347,0.15,0.00687,0.15001876952302898,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,0.0,121.03974833631997,121.03974833631997,6.307981682678487e-16,6.720132070699797e-16,False,matched_biem_theory,diagnostic_reference,Fig. 17,955,p19_Im20.tiff.png
refined,9,B55,B,2.23,4.031851922917474,2.1696064159197173,0.4,0.0703,0.07034910894125247,91.52069066361346,1300.9502471458604,4.9108941252470895e-05,0.0006985624644732702,0.15,0.010545,0.004657083096488468,PASS,matched_bie_station_sweep,eq32_stokes_body_plus_end,ma2005_a1_eq4_eq6_eq30_eq34_matched_bie_v1,41,39,1.5,40,30,60,True,True,-0.0,121.03974833631997,121.03974833631997,6.307981682678487e-16,6.720132070699797e-16,False,matched_biem_theory,diagnostic_reference,Fig. 18,955,p19_Im21.tiff.png
