benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,mode_column,generalized_row,station_local_index,x_m,x_over_l,body_phi_solution_norm,body_phi_n_known_norm,body_phi_to_phi_n_norm_ratio,free_phi_known_norm,free_phi_n_solution_norm,free_phi_n_to_phi_norm_ratio,control_phi_solution_norm,control_phi_n_solution_norm,control_phi_n_to_phi_norm_ratio,outer_history_rhs_norm,matched_rhs_total_norm,matched_rhs_body_normal_velocity_norm,matched_rhs_inner_free_surface_potential_norm,matched_rhs_outer_control_history_norm,matched_rhs_body_normal_velocity_to_total_ratio,matched_rhs_inner_free_surface_potential_to_total_ratio,matched_rhs_outer_control_history_to_total_ratio,matched_rhs_source_sum_relative_residual,body_pressure_total_norm,body_pressure_time_derivative_norm,body_pressure_forward_speed_norm,body_pressure_forward_to_time_norm_ratio,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,0,0.075,0.024999999999999998,10.497124095908804,0.45431786104139943,23.105241937543504,1.2531890418299396,5.7597720024857555,4.596091898533668,0.5917789039326274,1.5557102058956322,2.6288706737554572,0.07267532750416185,4.6261754338364485,0.4943622116099211,4.510208003249126,0.07267532750416185,0.10686196809444182,0.9749323318482214,0.015709591766149864,0.0,765010.6683186598,19453.327901557437,764763.2906167221,39.31272296888056,0.5011735082408337,0.5011735082408337,0.0,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,heave,heave_force,1,0.15,0.049999999999999996,5.802975543081899,0.8714896660775344,6.658685431349247,1.360637332369913,5.199912774765939,3.8216743367675376,0.7608661201623289,1.7739336334477016,2.331466188912758,0.06808334611535108,5.438607575015856,0.9284354632199127,5.128921818939339,0.06808334611535108,0.1707119791994196,0.9430578963815727,0.012518525224749754,0.0,203550.84651302782,10754.106078281737,203266.56468447356,18.901298090687142,-0.6637031723181233,-0.6637031723181233,0.0,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave,heave_force,0,0.075,0.024999999999999998,20.994248191817608,0.9086357220827989,23.105241937543504,2.5063780836598792,11.519544004971511,4.596091898533668,1.1835578078652549,3.1114204117912645,2.6288706737554572,0.1453506550083237,9.252350867672897,0.9887244232198422,9.020416006498252,0.1453506550083237,0.10686196809444182,0.9749323318482214,0.015709591766149864,0.0,1531504.6438593636,77813.31160622975,1529526.5812334442,19.65636148444028,33.92757837847104,-0.0,33.92757837847104,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,heave,heave_force,1,0.15,0.049999999999999996,11.605951086163797,1.7429793321550688,6.658685431349247,2.721274664739826,10.399825549531878,3.8216743367675376,1.5217322403246578,3.547867266895403,2.331466188912758,0.13616669223070216,10.877215150031711,1.8568709264398253,10.257843637878677,0.13616669223070216,0.1707119791994196,0.9430578963815727,0.012518525224749754,0.0,408802.6394670123,43016.42431312695,406533.1293689471,9.450649045343571,-13.091967172655302,-0.0,-13.091967172655302,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,0,0.075,0.024999999999999998,46.93487355439265,1.1136725753985108,42.14423035208326,2.0315126254693725,9.166763934539052,4.512284993759814,0.762503351513453,1.917409673041877,2.514624583926236,0.08722361408970189,8.784899305661366,1.2118335742321944,8.23278953845821,0.08722361408970189,0.13794507279682044,0.9371524080136749,0.009928812050639129,0.0,2398698.9058979875,130469.94732980091,2400483.3713136143,18.39874561492457,-5.545704129924754,0.48586535958121263,-6.031569489505965,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,pitch,heave_force,1,0.15,0.049999999999999996,13.902400248170352,2.051358760154261,6.777166684936622,2.0556618605681223,9.226766483024464,4.48846508271281,1.0172779207601157,2.2513670507553196,2.2131287869425944,0.08357020063624673,9.36979456539755,2.185400808349463,8.300581444808113,0.08357020063624673,0.23323892462062096,0.8858872397759906,0.008919107036227848,0.0,599098.0788094305,38646.00649311515,600177.9576937758,15.530141718542081,2.056838643070947,-0.27062218762332657,2.3274608306942737,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,0,0.075,0.024999999999999998,76.4004727850746,1.7078609235371336,44.73459854496954,2.7282913977659526,12.185545334416558,4.466365046048464,0.8476519004922085,2.0041429134651922,2.364346628965783,0.0872471132934509,12.632721423056342,1.8583946960540987,11.670434901994408,0.0872471132934509,0.147109607963197,0.9238258733937063,0.0069064384760526495,0.0,3816204.153253058,353964.4371502969,3809093.934224008,10.761233430370375,19.55016952370605,0.20046940329633375,19.349700120409715,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,pitch,heave_force,1,0.15,0.049999999999999996,21.22906094371862,3.1216639406675943,6.8005593642404065,2.6455183888430365,12.932945843391947,4.888624436682864,1.180070887554737,2.454318959260329,2.0798063787049292,0.08679553288478939,12.967218123167266,3.3256429990906673,11.137547989252443,0.08679553288478939,0.2564654166763081,0.8589003349418539,0.006693458231393537,0.0,946968.0782315828,98354.5302044347,945949.788152722,9.617755137323304,1.2612460211241179,-0.26548126892724966,1.5267272900513678,-0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,heave,pitch_moment,0,0.075,0.024999999999999998,20.994248191817608,0.9086357220827989,23.105241937543504,2.5063780836598792,11.519544004971511,4.596091898533668,1.1835578078652549,3.1114204117912645,2.6288706737554572,0.1453506550083237,9.252350867672897,0.9887244232198422,9.020416006498252,0.1453506550083237,0.10686196809444182,0.9749323318482214,0.015709591766149864,0.0,1531504.6438593636,77813.31160622975,1529526.5812334442,19.65636148444028,0.23805741641439604,0.23805741641439604,0.0,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,heave,pitch_moment,1,0.15,0.049999999999999996,11.605951086163797,1.7429793321550688,6.658685431349247,2.721274664739826,10.399825549531878,3.8216743367675376,1.5217322403246578,3.547867266895403,2.331466188912758,0.13616669223070216,10.877215150031711,1.8568709264398253,10.257843637878677,0.13616669223070216,0.1707119791994196,0.9430578963815727,0.012518525224749754,0.0,408802.6394670123,43016.42431312695,406533.1293689471,9.450649045343571,-0.2986664275431555,-0.2986664275431555,0.0,0.0,diagnostic_aft_pair_boundary_rhs_not_hard_gate
