outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,k_contribution_endpoint_average,k_contribution_within_panel_slope,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.550241664291925,-0.03682517605045,0.0030278215566433,0.00151391077832165,9.58037645656942e-05,-0.0321254174228471,3.1248403611070153e-06,0.0014343559379785444,0.0014343559379785444,-0.1164362217075336,0.0521853868618393,1.0299073512615069e-05,3.1248403611070246e-06,7.174233151508045e-06,-0.13283693211618144,0.08498680767913504,1.370495104701331e-05,8.14433439895136e-07,0.08276256930076831
1,4.547325145433451,-0.0378413340215849,0.003149410654744,0.004602526884015299,0.0002912585129305398,0.0348026217581622,3.8146369876880905e-06,0.0017509845567229658,0.0031853404947015103,0.1349479561626076,-0.0653427126462828,1.4343209192336342e-05,3.814636987688134e-06,1.052857220464821e-05,0.08498680767913504,-0.012723003334682275,6.617273816501696e-06,2.7672916687278453e-06,0.0723818010540594
2,4.544273285012991,-0.0388432891655429,0.003275072041428,0.0078147682321013,0.0004945365516676647,-0.0069800205210117,1.5956375810933976e-07,7.324253321191198e-05,0.003258583027913422,0.0070390884077766,-0.0209991294498002,3.741196392199789e-07,1.595637581093443e-07,2.1455588111063462e-07,-0.012723003334682275,-0.03463224166759603,1.9671099077606722e-06,9.233747209172496e-07,-0.06085478401227119
3,4.541098946242119,-0.0398818190949316,0.0034049063986282,0.011154757452129401,0.000705898770280223,-0.0106515650032894,3.863065054287311e-07,0.00017732138794608496,0.003435904415859507,-0.0818539134620714,0.0605507834554932,6.140342299710426e-06,3.863065054287091e-07,5.754035794281718e-06,-0.03463224166759603,0.011342493473955223,1.0614549931878548e-06,2.641803737399056e-06,-0.0674292991785562
4,4.537815719535791,-0.0410106169775523,0.0035390146845622,0.0146267179937246,0.0009256124383981837,-0.0098892135042427,3.461034043687334e-07,0.00015886746708398676,0.0035947718829434936,-0.006878515723063,-0.0128999112854231,3.567963026364102e-07,3.4610340436875793e-07,1.06928982676523e-08,0.011342493473955223,-8.701385194438197e-05,1.5061194251955077e-07,8.607348960862674e-07,0.0197798401929451
5,4.534409850128792,-0.0422020451643963,0.0036774989965812,0.0182349748342963,0.0011539512505637983,0.0089510561442862,2.9464639053067195e-07,0.0001352478050148754,0.0037300196879583693,0.006879928907522,0.0110221833810502,2.9990468457375765e-07,2.9464639053066534e-07,5.258294043092287e-09,-8.701385194438197e-05,-0.017239587332089405,3.6616983241529816e-07,1.2799708272839322e-06,-0.0687126925884036
6,4.5308786903811935,-0.0434609526283647,0.0038204615262776,0.021983955095725698,0.0013911953652570007,-0.0230349205592399,2.027165788285703e-06,0.0009305042657169445,0.004660523953675315,-0.0576905092073534,0.0116206680888737,3.5566363974070952e-06,2.027165788285694e-06,1.5294706091214016e-06,-0.017239587332089405,-0.008166519675829672,6.427071296788378e-07,1.5630780238646374e-06,-0.0311960657072058
7,4.527226138242925,-0.0448114036118088,0.0039680070875884,0.0258781894026587,0.0016376314908513139,-0.0049488913311734,9.718254640385586e-08,4.460847479992988e-05,0.004705132428475245,-0.0195753976183321,0.0096776149559847,3.8014733006945154e-07,9.718254640386761e-08,2.8296478366558385e-07,-0.008166519675829672,-0.013984093955420144,4.979165151820527e-07,5.55633968875725e-07,-0.0574063901308174
8,4.523448080627187,-0.0462537809438966,0.0041202389659751,0.029922312429440448,0.0018935529202251287,-0.0120327863407578,5.965609415369562e-07,0.00027383182178191925,0.004978964250257164,-0.0477287751748327,0.0236632024933178,2.346568741850602e-06,5.965609415369213e-07,1.7500078003136814e-06,-0.013984093955420144,-0.009238566854578639,5.632352770135963e-07,1.5258209282688323e-06,-0.0639751309300181
9,4.519547681024689,-0.0478079241280189,0.0042772626995164,0.034121063262186196,0.002159259553674383,-0.006456138676028,1.782836944551769e-07,8.183530876308272e-05,0.005060799559020247,-0.0403119284367003,0.0273996510846445,1.8125038704080531e-06,1.782836944551713e-07,1.634220175952882e-06,-0.009238566854578639,-0.0038651358838727866,1.939007353371667e-07,1.3851753770593974e-06,-0.0696952995900149
