iteration,residual_mode,shape_mode,value,finite_difference_step,root_defect_derivative,source_signed_root_defect,jacobian_condition_number
1,0,0,-0.13277461505942303,0.00014651746488456791,0.15030382958572022,-0.004135527071245962,45.88021427258327
1,0,1,-0.43934435554831713,4.5477072876512244e-05,0.4404345216103056,-0.004135527071245962,45.88021427258327
1,0,2,-7.173456951564985,9.622392173737228e-06,-9.94068902628683,-0.004135527071245962,45.88021427258327
1,0,3,10.673518139912282,1.7093690379502908e-05,20.252553911452498,-0.004135527071245962,45.88021427258327
1,0,4,-9.093914995936961,2.3735143000523832e-05,-15.623178083820928,-0.004135527071245962,45.88021427258327
1,0,5,6.510189384128675,2.8988997223840608e-05,11.364717176308902,-0.004135527071245962,45.88021427258327
1,0,6,-4.814758651693276,3.481003411680699e-05,-8.176048295984518,-0.004135527071245962,45.88021427258327
1,0,7,3.315560448210923,3.842294326948836e-05,5.776642169540594,-0.004135527071245962,45.88021427258327
1,0,8,-2.5052227949238492,4.5684812127319575e-05,-4.233262288763529,-0.004135527071245962,45.88021427258327
1,0,9,1.550237551802057,4.95162266782706e-05,2.724928944173456,-0.004135527071245962,45.88021427258327
1,0,10,-1.318588445709378,5.6166810899121435e-05,-2.207327685367231,-0.004135527071245962,45.88021427258327
1,0,11,0.7296026651727031,6.89571223002592e-05,1.3028090579578409,-0.004135527071245962,45.88021427258327
1,0,12,-0.7198101521334749,6.597741835727923e-05,-1.1838594776381666,-0.004135527071245962,45.88021427258327
1,0,13,0.2853206335727999,7.97738948763201e-05,0.5374491134021715,-0.004135527071245962,45.88021427258327
1,0,14,-0.4488837458727308,7.8820190596071e-05,-0.7246115026475021,-0.004135527071245962,45.88021427258327
1,0,15,0.0374601353957103,9.244555149094909e-05,0.11218548671750042,-0.004135527071245962,45.88021427258327
1,0,16,-0.30534203237334406,0.00010884825275864397,-0.48104431515015206,-0.004135527071245962,45.88021427258327
1,0,17,-0.04484849760970698,0.00010946796759538943,-0.03282445111567727,-0.004135527071245962,45.88021427258327
