run,path,summary_file,outer_panels,outer_panels_per_radius,far_radius,pseudo_cfl,grid_mode,root_spacing_ratio,far_spacing_ratio,endpoint_decay,linear_gradient_recovery,linear_corner_treatment,completed_iterations,cumulative_pseudo_time,kinematic_integral,kinematic_integral_linear_exact,kinematic_acceptance_integral,kinematic_rms,condition_number,free_surface_nrmse,pressure_nrmse,pressure_peak_relative_error,pressure_peak_location_relative_error,reference_used_during_solve,grid_distribution_relative_linf,grid_contract_pass
self_similar_wedge_20deg_double_corner_frozen80_v159,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_20deg_double_corner_frozen80_v159,regrid_summary.json,80,4.0,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,displaced_double_node,0,0.0,0.004041023977929311,0.007542623184370914,0.007542623184370914,0.014246835972494586,49018.21657196489,0.11155598882831587,0.029197745622549842,0.0028835903751143754,0.008363746703010275,False,5.675173137756631e-06,True
self_similar_wedge_20deg_double_corner_frozen120_v160,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_20deg_double_corner_frozen120_v160,regrid_summary.json,120,6.0,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,displaced_double_node,0,0.0,0.00434430188992322,0.0059390681846239034,0.0059390681846239034,0.014668765094128228,87731.98426822356,0.11168089669752339,0.0302276225511645,0.0029551435305838003,0.008363746703010275,False,0.00012520587069582656,True
self_similar_wedge_20deg_double_corner_frozen160_v161,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\self_similar_wedge_20deg_double_corner_frozen160_v161,regrid_summary.json,160,8.0,20.0,0.25,double_ended,0.04,0.25,4.0,connected_nodal,displaced_double_node,0,0.0,0.004490945194892592,0.005403820390477133,0.005403820390477133,0.014861412408408282,133500.91558888977,0.11172370637832549,0.03067934020074535,0.002988489300468277,0.008363746703010275,False,0.00016472368431626945,True
