iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,1.0,0.2000303987603544,0.0761357773357137,0.21651493136458583,0.21380129665811004,0.002713634706475787,191.2428339373871,21.676344015851175,13.171330946338578,21.74400508578644,1.0031214244378936,13.174186082221004
