outer_iteration,jvp_call,direction_norm,maximum_unit_displacement_ratio,signed_finite_difference_step,source_residual_norm,perturbed_residual_norm,product_norm
1,1,1.0,85.10866180203716,1.174968538838034e-05,0.11475502924275385,0.11480586391525935,22.312274993764863
1,2,1.0,183.8765124415811,5.438432493207675e-06,0.11475502924275385,0.11474652718542543,34.88112060156849
1,3,1.0,267.89585541281457,3.732793844305834e-06,0.11475502924275385,0.11478560370543768,43.12092266052941
1,4,1.0,327.17090247780857,3.0565065304602638e-06,0.11475502924275385,0.11476490841020091,47.109454018211444
1,5,1.0,367.21218996495605,2.7232211438717013e-06,0.11475502924275385,0.11477649924862665,51.35755298203484
1,6,1.0,394.6920335183084,2.533620937534361e-06,0.11475502924275385,0.11477269044579025,53.14395892545102
1,7,1.0,414.2211925267259,2.414169091397899e-06,0.11475502924275385,0.11477545340691656,56.72805128276834
1,8,1.0,428.6387832786073,2.3329666819953117e-06,0.11475502924275385,0.1147770153506231,58.0722295376828
1,9,1.0,439.6684118676146,2.2744413130618597e-06,0.11475502924275385,0.11477704572027819,61.76938734856504
1,10,1.0,448.3757520989773,2.230272255622007e-06,0.11475502924275385,0.11478005860377212,63.10620291648663
1,11,1.0,455.43872765182886,2.1956850379322028e-06,0.11475502924275385,0.11477946649929267,67.08271379038858
1,12,1.0,461.30193542162147,2.167777594702737e-06,0.11475502924275385,0.11478237949893408,68.53779408288219
1,13,1.0,466.26561926805954,2.144700270995303e-06,0.11475502924275385,0.11478184482185917,72.80592455052691
1,14,1.0,470.5380909596432,2.1252264571408893e-06,0.11475502924275385,0.11478420334394682,74.43395588168032
1,15,1.0,474.26745825818887,2.1085148951029337e-06,0.11475502924275385,0.11478381693181515,78.9709652123237
1,16,1.0,477.5613655362506,2.0939717325690835e-06,0.11475502924275385,0.11478554272214568,80.80600527324403
1,17,1.0,480.4996066161314,2.0811671564986207e-06,0.11475502924275385,0.11478518172326461,85.56594487317452
1,18,1.0,483.14238645808683,2.0697832109722197e-06,0.11475502924275385,0.11478633076405981,87.62504769807701
