outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_weak_objective,residual_generator,average_mode_count,jump_mode_count,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,candidate_projected_integral,candidate_unresolved_integral,candidate_unrepresented_projected_integral,gmres_info,krylov_iterations,jvp_calls,direction_solver,exact_subspace_rank,exact_subspace_condition_number,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,1.0,0.013168716736505307,0.012134195226906,0.07855902213550436,0.013168716736505291,0.01230891694069628,source_aligned_exact,,,0.012710645737319358,0.0004580709991859489,0.012132029734134589,0.011678217125411143,0.00045597810149485864,0.0004019218110197509,0,0,65,exact_coordinate_subspace,64,512.0117269212612,0.04450568284179063,geometric_midpoint,0.9871800627626852,1.0000004898517054,5.902126811718048,85.10866180203716,502.3221147312472,508.84548187234185,22.0594532161236,5.804201423162719,21.991745308772334,7.532615638990264e-07
