scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
faltinsen_ch9,heave_motion,7,0.6280985236340985,1.9660301206932087,0.15,0.2,FAIL
faltinsen_ch9,pitch_motion,7,0.48843366413894485,2.0212620384526665,0.15,0.2,FAIL
matched_delta_added_only,heave_motion,7,0.41415873785687296,3.552228850598535,0.15,0.2,FAIL
matched_delta_added_only,pitch_motion,7,0.5131420689011943,3.760569286248254,0.15,0.2,FAIL
matched_delta_damping_only,heave_motion,7,0.7315866308570173,2.484563339372006,0.15,0.2,FAIL
matched_delta_damping_only,pitch_motion,7,0.5584116904790117,2.5478956972829954,0.15,0.2,FAIL
matched_delta_added_and_damping,heave_motion,7,0.4219277145657805,2.9114338948120806,0.15,0.2,FAIL
matched_delta_added_and_damping,pitch_motion,7,0.4984604957242257,3.118333981649627,0.15,0.2,FAIL
matched_raw_added_only,heave_motion,7,0.8351955948003515,0.658318077711378,0.15,0.2,FAIL
matched_raw_added_only,pitch_motion,7,0.6909906956537011,0.7688982571024133,0.15,0.2,FAIL
matched_raw_damping_only,heave_motion,7,0.4591534764285528,0.5105813163252347,0.15,0.2,FAIL
matched_raw_damping_only,pitch_motion,7,0.7410895347491783,0.6175276195624817,0.15,0.2,FAIL
matched_raw_added_and_damping,heave_motion,7,0.5014352253297315,0.6429392664459568,0.15,0.2,FAIL
matched_raw_added_and_damping,pitch_motion,7,0.43208622306000305,0.4388295926052317,0.15,0.2,FAIL
