iteration,residual_mode,shape_mode,value,finite_difference_step,jacobian_condition_number
1,0,0,0.6450087065373697,0.00022890754988528928,971.6206949745022
1,0,1,1.3217608717428606,0.00011201237391304497,971.6206949745022
1,0,2,1.845055169701697,8.069202768254002e-05,971.6206949745022
1,0,3,2.2166034829658376,6.77461228897639e-05,971.6206949745022
1,0,4,0.41265737637549066,0.00017238958116123817,971.6206949745022
1,0,5,0.4253974064888226,0.0002773917616701993,971.6206949745022
1,0,6,0.48640166262647055,0.00031028241323494734,971.6206949745022
1,0,7,0.49219685143721753,0.0003063777557084073,971.6206949745022
1,0,8,0.5298042179814686,0.0002851573512973972,971.6206949745022
1,0,9,0.5296461148214654,0.0002852495521204163,971.6206949745022
1,0,10,0.553770574552575,0.00027315293888865126,971.6206949745022
1,0,11,0.545051225599812,0.0002776503745163221,971.6206949745022
1,1,0,-2.6558736812546204,0.00022890754988528928,971.6206949745022
1,1,1,-5.427153495975149,0.00011201237391304497,971.6206949745022
1,1,2,-7.532623286443655,8.069202768254002e-05,971.6206949745022
1,1,3,-8.970106688368551,6.77461228897639e-05,971.6206949745022
1,1,4,-1.6893551565650415,0.00017238958116123817,971.6206949745022
1,1,5,-1.7302685273594907,0.0002773917616701993,971.6206949745022
1,1,6,-1.9582644646268959,0.00031028241323494734,971.6206949745022
1,1,7,-1.9832939174789195,0.0003063777557084073,971.6206949745022
1,1,8,-2.1307495947106068,0.0002851573512973972,971.6206949745022
1,1,9,-2.130074910821115,0.0002852495521204163,971.6206949745022
1,1,10,-2.2243219278524813,0.00027315293888865126,971.6206949745022
1,1,11,-2.188274766098194,0.0002776503745163221,971.6206949745022
1,2,0,7.498535033706143,0.00022890754988528928,971.6206949745022
1,2,1,15.32690381763148,0.00011201237391304497,971.6206949745022
1,2,2,21.284323908803,8.069202768254002e-05,971.6206949745022
1,2,3,25.36703560183989,6.77461228897639e-05,971.6206949745022
1,2,4,4.76868775494813,0.00017238958116123817,971.6206949745022
1,2,5,4.88922143882372,0.0002773917616701993,971.6206949745022
1,2,6,5.540551443904736,0.00031028241323494734,971.6206949745022
1,2,7,5.610877952865927,0.0003063777557084073,971.6206949745022
1,2,8,6.029168949782686,0.0002851573512973972,971.6206949745022
1,2,9,6.027251914211965,0.0002852495521204163,971.6206949745022
1,2,10,6.294691931466682,0.00027315293888865126,971.6206949745022
1,2,11,6.1929445155193905,0.0002776503745163221,971.6206949745022
1,3,0,0.18188907386260747,0.00022890754988528928,971.6206949745022
1,3,1,0.37179835813086204,0.00011201237391304497,971.6206949745022
1,3,2,0.5163650065421701,8.069202768254002e-05,971.6206949745022
1,3,3,0.6155295322710246,6.77461228897639e-05,971.6206949745022
1,3,4,0.1064787092941972,0.00017238958116123817,971.6206949745022
1,3,5,0.11485721624414863,0.0002773917616701993,971.6206949745022
1,3,6,0.13446201149861509,0.00031028241323494734,971.6206949745022
1,3,7,0.13618247905099246,0.0003063777557084073,971.6206949745022
1,3,8,0.14632383191722312,0.0002851573512973972,971.6206949745022
1,3,9,0.14628576339542923,0.0002852495521204163,971.6206949745022
1,3,10,0.15277351326631217,0.00027315293888865126,971.6206949745022
1,3,11,0.1503105817268701,0.0002776503745163221,971.6206949745022
1,4,0,1.6696762020377158,0.00022890754988528928,971.6206949745022
1,4,1,3.4142507007959155,0.00011201237391304497,971.6206949745022
1,4,2,4.745483842338524,8.069202768254002e-05,971.6206949745022
1,4,3,5.663289536507655,6.77461228897639e-05,971.6206949745022
1,4,4,1.0817980766730635,0.00017238958116123817,971.6206949745022
1,4,5,1.0982900494938883,0.0002773917616701993,971.6206949745022
1,4,6,1.2378741739188934,0.00031028241323494734,971.6206949745022
1,4,7,1.2533080153319973,0.0003063777557084073,971.6206949745022
1,4,8,1.347256054879816,0.0002851573512973972,971.6206949745022
1,4,9,1.3467720249817985,0.0002852495521204163,971.6206949745022
1,4,10,1.4068501489525018,0.00027315293888865126,971.6206949745022
1,4,11,1.384173462276666,0.0002776503745163221,971.6206949745022
1,5,0,1.7434236323645322,0.00022890754988528928,971.6206949745022
1,5,1,3.5630584497497453,0.00011201237391304497,971.6206949745022
1,5,2,4.946632944049489,8.069202768254002e-05,971.6206949745022
1,5,3,5.893012576967021,6.77461228897639e-05,971.6206949745022
1,5,4,1.1174655381509746,0.00017238958116123817,971.6206949745022
1,5,5,1.1398844028813326,0.0002773917616701993,971.6206949745022
1,5,6,1.2868164504580268,0.00031028241323494734,971.6206949745022
1,5,7,1.3032273749544299,0.0003063777557084073,971.6206949745022
1,5,8,1.4002292872491546,0.0002851573512973972,971.6206949745022
1,5,9,1.3997950792559237,0.0002852495521204163,971.6206949745022
1,5,10,1.4618081404649341,0.00027315293888865126,971.6206949745022
1,5,11,1.438154331702332,0.0002776503745163221,971.6206949745022
1,6,0,-0.7686713645321985,0.00022890754988528928,971.6206949745022
1,6,1,-1.5692219259861204,0.00011201237391304497,971.6206949745022
