,surge,sway,heave,roll,pitch,yaw
surge,4.01679557343738,0.0,0.0,0.0,0.0,0.0
sway,0.0,239.16567880660668,0.0,0.0,0.0,106.05580996786226
heave,0.0,0.0,28450.265841350512,0.0,38526.70441229474,0.0
roll,0.0,0.0,0.0,448.31090849593204,0.0,0.0
pitch,0.0,0.0,7103.769799976884,0.0,275103.0462490972,0.0
yaw,0.0,106.05580996786226,0.0,0.0,0.0,1582.13967537916
