case,radiation_mode,force_mode,gap_abs,geometry_plus_chain_abs,graph_waterline_abs,graph_submerged_abs,graph_reconstruction_difference,tangent_product_defect_abs,geometry_quadrature_difference,chain_quadrature_difference,unexplained_graph_difference,graph_closure_relative_residual,closure_relative_residual,time_quadrature_real,time_quadrature_imag,time_quadrature_abs,geometry_real,geometry_imag,geometry_abs,moment_product_real,moment_product_imag,moment_product_abs,stokes_quadrature_real,stokes_quadrature_imag,stokes_quadrature_abs,chain_real,chain_imag,chain_abs,lower_edge_real,lower_edge_imag,lower_edge_abs,upper_edge_real,upper_edge_imag,upper_edge_abs
fn167,3,3,2383.3731736655072,647.2410214735801,219.61376919652577,446.465834490846,17.155664796690083,17.213077578891262,0.00010833248722974531,0.05731172691082036,2.1334777765716797e-13,1.0713484321089564e-16,5.209397989416017e-16,-0.35980572973858216,0.01337778045444793,0.3600543405690328,18.977449515738094,985.6619907123226,985.8446650081852,0.0,4.547473508864641e-13,4.547473508864641e-13,9.094947017729282e-13,4.547473508864641e-13,1.016845989170083e-12,13.115958876015775,-339.217133809614,339.47060586632074,-2020.2257534292135,-1960.3714452462132,2815.025452488016,5.1585718914445005e-21,0.00048466165050517517,0.00048466165050517517
fn167,3,5,1718.5379870888137,447.64525975164923,150.88848807565364,309.2284332895705,11.542474759013942,11.813105183564861,0.14088425586523431,0.13008870492447494,4.8429685773600765e-14,3.518158598058075e-17,2.8178257026994534e-16,0.1785654708439779,0.2094296598039591,0.2752206565345951,-11.688648848512376,-681.70833122102,681.8085313106985,-0.0052301420741969196,-0.1406687074390902,0.14076590367948,-0.0052301420728326775,-0.14066870743681648,0.14076590367715713,-8.067988244318494,234.4992594560303,234.63800868515972,-979.8094904131684,-950.7801509444134,1365.2873444566878,-5.639580239638993e-21,-0.0005298536735783348,0.0005298536735783348
fn167,5,3,1175.021723606908,521.8136168485756,182.77250294951637,354.7520732484425,13.415428722745304,13.459820250595794,0.00012577915742092307,0.04428010894375307,1.5701427008385913e-13,9.864219610565497e-17,1.3294397118571972e-16,0.18635494816749087,0.13034278365012142,0.22741461684810535,369.40777393938805,-695.3553531415538,787.3888306227547,0.0,0.0,0.0,4.547473508864641e-13,-2.2737367544323206e-13,5.084229945850415e-13,-143.4653808883229,224.99433673931185,266.8422138234399,-547.9546534042747,-659.8591732316528,857.711158074418,0.00018948205180387693,-0.0005298536735783347,0.0005627151707216214
fn167,5,5,424.67707309768,372.06311679643267,129.08484632517045,253.55180444901524,9.322327396383846,9.524042608174819,0.0890420699190153,0.11298406064473494,2.0251247058052984e-13,1.7848383555540843e-16,2.654954644828132e-16,-0.31540538469766943,-0.0847767563007551,0.3266001455988078,-256.5952056561139,499.6464554188591,561.6828998450401,-0.0509584739335196,0.07285684333783138,0.08890942406059382,-0.05095847393408803,0.07285684333737663,0.08890942406054698,98.42605909786354,-162.8772704311132,190.30684257962483,-265.7580069010732,-320.0316990173515,415.9899116660926,-0.00020715020699656618,0.0005792596032960906,0.0006151852536183427
fn226,3,3,3543.8313891028683,989.5557218420589,291.6155065186322,727.7450561688294,29.168254759582034,29.253794927582558,0.000140910222171442,0.08540091109089507,6.44396483460157e-14,2.0375596596324663e-17,1.556676340921611e-16,-0.415236883281068,0.006709183989414669,0.41529108151606037,12.948007810068889,1566.2054666865104,1566.258987136214,3.552713678800501e-15,-2.2737367544323206e-13,2.2740142932498854e-13,-1.8189894035458565e-12,0.0,1.8189894035458565e-12,9.173611883822307,-576.8970412839582,576.9699744329681,-2134.5709563527694,-3834.407016608168,4388.51573276418,3.65397081381035e-20,0.0006342298688288403,0.0006342298688288403
fn226,3,5,2584.1874619562177,503.7591792120929,149.04524021289086,369.21318091501223,14.265450865333836,14.617282648012889,0.18318853327077098,0.16872198232376306,2.718144828569187e-13,1.694657978466897e-16,4.001102548984224e-16,0.0782275890341424,0.15761271299811597,0.17595829899360005,-5.623111087419332,-794.6556141434979,794.6755089142242,-0.0029574569582564436,-0.18303942954707964,0.1830633205221086,-0.0029574569589385646,-0.18303942954935337,0.18306332052439309,-3.9737262819740877,290.98785524588203,291.0149865576727,-1035.2669138310937,-1859.6874030549627,2128.4301303906286,-3.2473400560221984e-20,-0.0005636498381403034,0.0005636498381403034
fn226,5,3,1713.4023449874087,671.1083609139016,202.6015953053174,488.88521857346996,19.344215354148805,19.4003623800924,0.0001397873480754361,0.056019855119164096,2.48753390741787e-13,1.1670433702417563e-16,1.4540355984089514e-16,0.1369482184569506,0.17912745016428744,0.225480504569446,682.01065163405,-805.3218445703695,1055.3112347949886,0.0,-1.1368683772161603e-13,1.1368683772161603e-13,-2.2737367544323206e-13,0.0,2.2737367544323206e-13,-260.1342537924378,283.39585649090117,384.68563980523095,-1464.3853766036302,-838.1087183282958,1687.2613179197983,0.00027957312576543894,-0.0005636498381403035,0.0006291758678508326
fn226,5,5,934.5747566561015,355.64647950994225,107.74067141624323,258.1414952609686,9.848723270860326,10.070886696444852,0.09950490568443289,0.1250316381458968,2.6476209868265573e-13,2.3536734489805304e-16,3.602788598809954e-17,-0.22873740499215955,-0.0491160995371871,0.23395125918937493,-346.58524154643305,436.3345934093782,557.2335300962485,-0.07896067910792226,0.06036776787669851,0.09939344165285365,-0.07896067910837701,0.06036776787686904,0.09939344165331848,130.84346576471674,-153.59813560747497,201.77313942994215,-710.2269076527607,-406.4827283892234,818.3217391911022,-0.0002484609363747817,0.0005009242794292437,0.0005591582697465363
fn282,3,3,4518.11355997693,1406.7432454018826,393.8219521458675,1056.2804860770868,42.90776401355016,43.00712498887446,0.00017633467950872728,0.0991854485373687,3.197577664673451e-13,7.022606900808819e-17,1.6265394214375618e-16,-0.4498712898566737,0.004873983085644795,0.4498976918683029,12.494810098624074,2254.829232049411,2254.8638508752447,0.0,0.0,0.0,0.0,0.0,0.0,8.954371985477518,-848.249518321197,848.2967794998381,-1764.7314096082441,-5574.648298228826,5847.30541335096,9.632391254077312e-20,0.0007901175559831582,0.0007901175559831582
fn282,3,5,3333.017492876959,515.6116884183772,146.36499885218345,384.22258107347295,14.875835641072698,15.27551635285063,0.21389733651135004,0.18582209867398244,7.111458518559946e-14,4.291331291008577e-17,1.0343123885464796e-15,0.011519722677576283,0.10263738315416049,0.10328183011208802,-3.6023410661092585,-821.0683907913448,821.0762931773423,-0.002315814055634746,-0.21375089691173343,0.21376344150792195,-0.00231581405586212,-0.21375089690991445,0.21376344150610552,-2.5723417520155363,305.49367600623697,305.5045057309186,-855.8947336599981,-2703.7044246409823,2835.9431254752176,-7.314526672489992e-20,-0.0005999897414045622,0.0005999897414045622
