case,omega,coefficient,old_value,new_value,delta,closure_relative_residual,time_quadrature,geometry,moment_product,stokes_quadrature,chain,lower_edge,upper_edge,conservative_reconstruction
fn167,8.6966,A33,92.21207897198515,65.86714433899986,-26.344934632985286,1.1758060457508905e-15,-0.004757393607463729,0.25092206585407506,0.0,1.202544574090114e-14,0.17342074835175603,-26.711662129395883,6.820724327494933e-23,-0.05285792418781598
fn167,8.6966,B33,307.43569559913584,456.583372391362,149.14767679222615,2.994122258512516e-16,-0.0015382770800597854,-113.3387750054415,-5.229024571516042e-14,-5.229024571516042e-14,39.005718764760246,225.41814562544133,-5.573001523643437e-05,-1.9358185854386183
fn167,8.6966,A53,-4.943494387857248,8.256076141499733,13.199570529356981,6.711607669036609e-16,-0.002361013622890615,0.15454868757149262,6.915355263516644e-05,6.915355261712827e-05,0.10667588792012928,12.955156132757002,7.456719213540736e-23,-0.014587472373997063
fn167,8.6966,B53,263.5836439695415,101.48624676554373,-162.0973972039978,2.630732254504916e-16,0.024081785962785353,-78.38791380781224,-0.01617513826542444,-0.01617513826516299,26.964475709591138,-109.32780062833905,-6.092653146957831e-05,-1.3378290603383138
fn167,8.6966,A35,23.471950893092192,27.6152108289352,4.143259935843009,6.280956885765805e-17,-0.002464007006712736,-4.884352963371395,-0.0,-6.01272287045057e-15,1.8969161119983944,7.245120768864641,-2.5053539381816388e-06,-0.1119574692879762
fn167,8.6966,B35,-210.79461577292358,-341.61242545082655,-130.81780967790297,1.5565791257079014e-16,0.0149877864510408,-79.95715028189795,-0.0,-2.614512285758021e-14,25.871528728389467,-75.87553448838084,-6.09265314695783e-05,-0.8715804959332372
fn167,8.6966,A55,19.825450929870478,14.139933185736336,-5.685517744134142,6.429615166323584e-16,-0.0041703270317860934,-3.392731938930371,-0.0006737789259597701,-0.000673778925967286,1.3014009107087667,-3.5138835728993505,-2.738964360757307e-06,-0.07478251916510767
fn167,8.6966,B55,43.362818646217626,40.58360164720913,-2.779216999008497,1.521178434725909e-16,0.009748264413765735,-57.45307998745016,-0.008377623822853918,-0.008377623822801628,18.728844655510567,36.7996342268647,-6.660759415128794e-05,-0.8475423031075747
fn226,10.4354,A33,75.15645033879578,55.71187216893434,-19.444578169861437,5.369107623244753e-16,-0.003813095840721562,0.11890079305114323,3.2624360449067154e-17,-1.6703672549922383e-14,0.08424073758139486,-19.601639360837797,3.3554198755574454e-22,-0.04226724381542727
fn226,10.4354,B33,159.29596478740405,429.2718486468855,269.9758838594814,9.877668686304397e-17,-0.0006429254258978735,-150.08581048033716,2.1788688065932506e-14,-0.0,55.282695563558484,367.4422654242452,-6.077676647074768e-05,-2.6625629457928164
fn226,10.4354,A53,-7.230752277369848,2.3568787123195962,9.587630989689444,7.399696869206443e-16,-0.0007183593423078851,0.0516366979010401,2.7158153046359806e-05,2.7158153052623682e-05,0.036490494385357966,9.506795090006335,2.982013245833291e-22,-0.006627249567072573
fn226,10.4354,B53,306.66671407573733,78.80042740651542,-227.8662866692219,5.009716145228792e-16,0.015103658029219385,-76.14999081429538,-0.017540240867343813,-0.0175402408675617,27.884686283791904,-178.20949873075904,-5.4013247037995996e-05,-1.3714525710067724
fn226,10.4354,A35,9.10117603643882,18.549683390126276,9.448507353687456,0.0,-0.0012575874235116022,-6.2628636418921095,0.0,2.087959068740298e-15,2.388797530044404,13.447364657539723,-2.567303546376285e-06,-0.12353103727750543
fn226,10.4354,B35,-308.58377688082123,-439.8113093774817,-131.22753249666044,4.594615766560433e-16,0.01716536502331367,-77.1721107547741,-1.0894344032966253e-14,0.0,27.15716278158012,-80.31400026144621,-5.401324703799601e-05,-0.9156956137965943
fn226,10.4354,A55,17.578050320277182,9.006435986592292,-8.57161433368489,3.237194079583243e-16,-0.0021004821168611573,-3.1826718584187876,-0.0007250912652746417,-0.0007250912652788177,1.2015278391233961,-6.521971858906766,-2.2816021437844657e-06,-0.06494550923317609
fn226,10.4354,B55,37.92716150735184,49.1052468867501,11.178085379398262,0.0,0.004706681060351026,-41.81292460369303,-0.005784902148139842,-0.005784902148156184,14.718950457814264,38.95229012680141,-4.800240330310709e-05,-0.6733194758851296
fn282,12.10175,A33,61.03249110668585,49.08742993590571,-11.945061170780143,4.354535122149562e-16,-0.003071792842172271,0.08531655406923909,0.0,0.0,0.06114187855797819,-12.049867227842544,6.577150214832393e-22,-0.03858058272265063
fn282,12.10175,B33,79.13174388235808,420.1939406131901,341.062196730832,1.5780626942457976e-16,-0.000402750270468717,-186.3225758298933,-0.0,-0.0,70.09312854101242,460.6481127298801,-6.528952886839988e-05,-3.3560006703679863
fn282,12.10175,A53,-7.375110923361423,-1.4900240997833347,5.885086823578089,1.5085394691000743e-16,-7.865850180406544e-05,0.02459735873668021,1.5812747335281462e-05,1.5812747336834006e-05,0.01756435931703852,5.844185605503632,4.994475349514149e-22,-0.0012134669721309045
fn282,12.10175,B53,327.8404348892404,60.543894881908166,-267.2965400073322,1.0731888461840394e-15,0.008481201739761645,-67.84707920683742,-0.017662808842666015,-0.01766280884251571,25.243760283119133,-223.414334673992,-4.957875856008943e-05,-1.25199241491835
fn282,12.10175,A35,0.7490390385060097,13.585791228993845,12.836752190487836,1.9267969608155795e-16,-0.0005393200255926734,-7.271950869450254,-3.1050873637543825e-15,-5.822038807039467e-16,2.782402691795765,17.464805985644695,-2.563392005269367e-06,-0.13796373408476242
fn282,12.10175,B35,-339.43326760070624,-509.41111948525923,-169.977851884553,3.8902187701384885e-16,0.017484763959563814,-68.76582968704774,-9.39424775107865e-15,-0.0,24.582706679283916,-125.04805466739676,-4.957875856008941e-05,-0.7641093945934644
fn282,12.10175,A55,16.466964037317194,6.290507013970724,-10.176457023346469,4.376398236617663e-16,-0.0013771530030864318,-2.650831632035696,-0.0006864853357826807,-0.0006864853357951011,1.000191954284369,-8.470430903037675,-1.9465570594065804e-06,-0.05263437232574906
fn282,12.10175,B55,26.520637183148704,68.26894937765178,41.74831219450307,0.0,0.0008028872070587802,-28.624544688291973,-0.0031010901471383696,-0.0031010901471583323,10.219359917827793,60.648306513687416,-3.764850724094194e-05,-0.48937260712569075
