0.05136		0.0587412
0.0765743	0.132846
0.0988326	0.256665
0.112537	0.34739
0.124754	0.459329
0.132651	0.537489
0.142134	0.634198
0.146099	0.679905
0.151259	0.741512
0.156831	0.813719
0.162781	0.883274
0.167549	0.942231
0.175094	1.03365
0.180231	1.08598
0.184976	1.13566
0.187754	1.16878
0.191292	1.19792
0.199153	1.2615
0.207775	1.32177
0.21209		1.35356
0.224528	1.39989
0.240792	1.43626
0.252375	1.4488
0.270454	1.44142
0.281191	1.42348
0.30224		1.37169
0.326696	1.2967
0.342685	1.22373
0.352178	1.17
0.363522	1.08711
0.36956		1.03805
0.373263	0.97905
0.377797	0.94457
0.380737	0.888227
0.383215	0.801403
0.384472	0.688077
0.38883		0.429608
0.390031	0.293751
0.400998	0.0604327
0.451444	0.0615241
0.50228		0.0646018
0.550806	0.0683528
0.601629	0.066129
0.652073	0.0665576
0.700971	0.0650054
0.75102		0.0614598
0.801081	0.062553
0.849974	0.0590127
0.899643	0.0574569
0.951242	0.0578803
1.0009		0.0536737
