0.11828		5.00311
0.1263		4.80831
0.131268	4.701
0.137378	4.55408
0.148838	4.2883
0.165668	3.9994
0.177138	3.77818
0.188994	3.56687
0.198936	3.38198
0.209267	3.22019
0.215766	3.09307
0.225329	2.92634
0.235278	2.77115
0.249435	2.54828
0.262452	2.37494
0.274697	2.18509
0.2858		2.03815
0.2992		1.86316
0.309157	1.74264
0.324476	1.55939
0.335961	1.40255
0.348979	1.23415
0.354339	1.16482
0.36391		1.03439
0.374228	0.814833
0.381496	0.692668
0.386449	0.520986
0.39102		0.359209
0.422303	1.12839
0.428071	1.16139
0.436142	1.19109
0.450743	1.22573
0.464189	1.24717
0.476481	1.26036
0.500293	1.27187
0.550601	1.27344
0.600136	1.25685
0.650823	1.23861
0.700357	1.21707
0.75258		1.19882
0.803266	1.17398
0.850498	1.16235
0.900417	1.14411
0.951106	1.13247
1.00026		1.11588
