iteration,shape_dipole_coefficient,relative_change
0,4.0,0.3241858687367325
1,5.29674347494693,0.050909113230311026
2,5.566395988264914,0.00957943032004287
3,5.619718890768264,0.001858180109889417
4,5.63016134063426,0.0003625327407924716
5,5.632202458456184,7.081002926365554e-05
