outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected
10,4.353739873269889,0.36475625557725566,0.009066740009609588,0.07420633413422768,0.004708965035566667,0.05371698148766457,2.6162206140087237e-05,0.006865557928271011,0.5172732461712733,0.11750896440770653,-0.010075001432376052,3.8460988373150306e-05,0.04732125660265435,0.055514562361831304,2.402138112222152e-05
11,4.360677991104877,0.35858541365885277,0.009507576664028624,0.08349349247104679,0.005298306961671609,0.043270631111937075,1.7801487557920514e-05,0.004671515214882082,0.5219447613861555,0.11058145069008463,-0.024040188466210477,3.216029390798539e-05,0.055514562361831304,0.027930150173022472,1.7153221163213167e-05
12,4.368174832925581,0.3523884435277611,0.009948023530313979,0.0932212925682181,0.005915611010780171,0.012968096984286692,1.6729744310192992e-06,0.00043902654107903663,0.5223837879272345,0.07797495143540267,-0.05203875746683062,1.5686062549118786e-05,0.027930150173022472,0.0013409338992219433,2.7169507245515078e-06
13,4.376229224687144,0.3461699952449427,0.010406069339814342,0.10339833900328224,0.00656142320979501,-0.0021137545029725757,4.649388178388122e-08,1.2201052043860873e-05,0.5223959889792784,0.058385764666625484,-0.06261327367257197,1.2742563839572994e-05,0.0013409338992219433,-0.0027417777629036625,1.9559616572452286e-08
14,4.384877758326998,0.3399651816618604,0.010885614071539616,0.11404418070895923,0.007236984089483952,0.0016795895819363693,3.070854767621922e-08,8.058621350020912e-06,0.5224040476006284,0.05892978442459684,-0.05557060526072366,1.192354965541066e-05,-0.0027417777629036625,0.007836404615136025,1.7214111925411445e-07
15,4.394153067980078,0.33380516052463555,0.011387002581756286,0.1251804890356072,0.007943668864406514,0.01381190152643974,2.1722828114561848e-06,0.0005700564164498294,0.5229741040170782,0.06926928289560585,-0.04164547984272682,1.384593856353099e-05,0.007836404615136025,0.018946149034089494,2.159110398667105e-06
16,4.404068086346797,0.3276987964170396,0.011905161345247462,0.13682657099910905,0.008682702713838761,0.02042597405648916,4.967076370872855e-06,0.0013034738116416362,0.5242775778287199,0.07467139773032594,-0.03381944961734762,1.66443173290991e-05,0.018946149034089494,0.020481236395758374,4.6290369187305595e-06
17,4.414618640483308,0.3216364536989878,0.012433795879727627,0.14899604961159663,0.00945495012311818,0.017903777016418765,3.9855939781146675e-06,0.0010459105088001998,0.5253234883375201,0.07043404398471598,-0.03462648995187845,1.542231940513687e-05,0.020481236395758374,0.014651080046293001,3.87191480936157e-06
18,4.425800500777102,0.315608830487656,0.012974328404301847,0.16170011175361135,0.010261120986217322,0.011850362301840889,1.8219990368227652e-06,0.00047813398707969093,0.5258016223245998,0.06203243317704343,-0.0383317085733621,1.2712824316811685e-05,0.014651080046293001,0.009853520873868328,1.9725768569829003e-06
19,4.437622343214894,0.3096191674462859,0.013532995591504745,0.17495377375151466,0.011102168205022842,0.009377947963392863,1.190171585310426e-06,0.00031232809342521397,0.526113950418025,0.05712196513089918,-0.03836606920411345,1.147295292734007e-05,0.009853520873868328,0.00920407479918746,1.2292444366255805e-06
20,4.450100097649978,0.30367791586900483,0.014109046922531144,0.18877479500853261,0.011979218750834696,0.009727607767264335,1.3350876528036073e-06,0.0003503573655280425,0.5264643077835531,0.0552667314340054,-0.03581151589947584,1.1088256910695816e-05,0.00920407479918746,0.010396489562105446,1.3567826502284622e-06
21,4.463247923063303,0.29779304492856346,0.014702365012992498,0.20318050097629442,0.01289337205737238,0.011274764536739035,1.8689692769733846e-06,0.0004904600463933495,0.5269547678299464,0.054761298370555433,-0.032211769297077364,1.1136745347389604e-05,0.010396489562105446,0.012035096728971574,1.8527592331207173e-06
22,4.477077905939602,0.29196809460461076,0.015312598215826378,0.21818798259070385,0.013845712676521321,0.012340089259984088,2.331768813675992e-06,0.0006119091708056895,0.5275666770007521,0.05391234274605172,-0.029232164226083546,1.1153112970873882e-05,0.012035096728971574,0.012152017556752324,2.239548088063523e-06
23,4.49159924554737,0.28620187565570815,0.015937524594412153,0.23381304399582312,0.014837243503286027,0.011527646362918142,2.117883944547781e-06,0.000555780916517135,0.5281224579172692,0.05123415560621347,-0.02817886288037741,1.0493620900067015e-05,0.012152017556752324,0.010697677541120776,2.0830886561617494e-06
24,4.506820838980573,0.28049268809445127,0.016577973906505537,0.250070793246282,0.01586892326042025,0.010189560196933733,1.721243568088164e-06,0.00045169346048634776,0.5285741513777555,0.048030738534175166,-0.0276516181403077,9.634213216143537e-06,0.010697677541120776,0.00983751796460019,1.7487312217416542e-06
25,4.5227550415863735,0.27484282978430874,0.017235751861676828,0.26697765613037316,0.016941794291056207,0.009821585043167103,1.6626215143549158e-06,0.0004363097002780242,0.5290104610780335,0.045885790611519095,-0.026242620525185334,9.135049152424055e-06,0.00983751796460019,0.009645389494714964,1.6356555621366095e-06
26,4.53941522538608,0.2692554945086899,0.017909745851818534,0.2845504049871208,0.018056920929646628,0.009557044524493463,1.6358242486149488e-06,0.00042927748826685467,0.5294397385663004,0.043949730947548504,-0.0248356418985618,8.697379611625742e-06,0.009645389494714964,0.009389828998663906,1.6224497577382338e-06
27,4.55681407332601,0.2637325875900831,0.01860015010390809,0.3028053529649841,0.019215338371456312,0.009461793597508095,1.6651884464554602e-06,0.000436983321643893,0.5298767218879443,0.04225474248830663,-0.023331155293290218,8.332582733695163e-06,0.009389828998663906,0.009519531979832234,1.66271178024459e-06
28,4.574964893665176,0.25827619544622726,0.019307345225013137,0.3217591006294448,0.02041810005058002,0.00960926729323952,1.782801989238247e-06,0.00046784779029002653,0.5303445696782343,0.04089426056095058,-0.021675725974471316,8.081828541727387e-06,0.009519531979832234,0.009440013687201165,1.735085854710611e-06
29,4.593880425626605,0.2528869425771489,0.020030186312008022,0.34142786639795536,0.02166623515086853,0.009211519087857667,1.6996030495986392e-06,0.00044601449623952154,0.5307905841744738,0.0390660947020145,-0.020643056526299164,7.65054259348865e-06,0.009440013687201165,0.008865900431630673,1.6786115384252646e-06
30,4.613573047388007,0.24756474530469685,0.02076899523322901,0.36182745717057385,0.022960746742215564,0.008747932797855018,1.5893749463455898e-06,0.00041708813490152753,0.5312076723093753,0.03722948932944514,-0.019733623733734662,7.20530476683776e-06,0.008865900431630673,0.008647267568581106,1.5926028319298133e-06
31,4.634056338015437,0.24231129874513468,0.021524342247120763,0.38297412591074875,0.024302666200682162,0.008681953281640897,1.62242555370165e-06,0.0004257613659796928,0.5316334336753551,0.035866311062314304,-0.01850240449903251,6.924511814111092e-06,0.008647267568581106,0.008534057715993115,1.5885083537563174e-06
32,4.655343832412947,0.23712793686921854,0.022295358776662853,0.4048839764226405,0.025693015437020496,0.008410635845550907,1.577146821232477e-06,0.0004138791967535483,0.5320473128721086,0.03436844404593531,-0.017547172354833274,6.584742419215325e-06,0.008534057715993115,0.008196378391073109,1.5603713481374863e-06
33,4.6774486489434315,0.23201517920061124,0.02308214496370786,0.4275727282928259,0.027132791980409538,0.008171943274123405,1.5414408027717118e-06,0.0004045091254064429,0.5324518219975151,0.03296013592885405,-0.01661624938060724,6.269083379179748e-06,0.008196378391073109,0.008132958088417169,1.538705240077145e-06
34,4.700384470104863,0.2269745049558119,0.023884910452217484,0.4510562560007886,0.02862300318917953,0.008179230960202677,1.5978961884811223e-06,0.0004193243026462912,0.5328711463001613,0.03186203239349439,-0.015503570473088368,6.063379905061311e-06,0.008132958088417169,0.00805124599425592,1.5640477533791934e-06
35,4.72416468250136,0.22200665882370468,0.024702866286184896,0.47535014436998974,0.030164638040748912,0.007933571003054807,1.5548366653466027e-06,0.00040802450442358737,0.533279170804585,0.030569079776186392,-0.014701937770077222,5.7738083808674685e-06,0.00805124599425592,0.007727343040057195,1.5377462807329815e-06
36,4.748802301885217,0.21711173305479675,0.025536043609058073,0.5004695993176111,0.031758661468006204,0.007686891432164389,1.5088814027731354e-06,0.0003959647983109746,0.5336751356028959,0.029324238266254632,-0.013950455401926076,5.49399191882213e-06,0.007727343040057195,0.007631529362184341,1.5059755414316179e-06
37,4.7743107986132145,0.21229095153322686,0.02638456323878914,0.5264299027415348,0.03340604322540219,0.007667319481113877,1.5510901108265013e-06,0.00040704132330531884,0.5340821769262013,0.028359696069420126,-0.013025057107192373,5.316822051994661e-06,0.007631529362184341,0.0075577926376082655,1.521843898172928e-06
38,4.800703381666374,0.2075450310667072,0.027247723897929146,0.5532460463098939,0.035107734650068514,0.007472667286981816,1.5215335121463035e-06,0.0003992849995719535,0.5344814619257733,0.02726886503222281,-0.01232353045825918,5.080898645635958e-06,0.0075577926376082655,0.00730850715867392,1.5056246460025179e-06
39,4.8279928656536715,0.2028740591967389,0.028125437408466056,0.5809326269630916,0.03686466203061363,0.00728639365638295,1.4932225746920461e-06,0.00039185556567577926,0.5348733174914491,0.026229004613870677,-0.011656217301104999,4.857235922214717e-06,0.00730850715867392,0.007241967405064534,1.488663833730512e-06
40,4.856192280846358,0.1982790235501865,0.02901767456174552,0.6095041829481973,0.038677747931100674,0.007275505079786138,1.5359918179340936e-06,0.00040307918785252936,0.5352763966793016,0.025408669147368612,-0.010857658987796448,4.7164415297914266e-06,0.007241967405064534,0.007180268953753902,1.5089348228484835e-06
41,4.885314329403286,0.1937603894790878,0.029923774752869975,0.6389749076055051,0.04054789302859396,0.007109167018912732,1.5123552276029359e-06,0.00039687640895550347,0.5356732730882572,0.02447344458519085,-0.010255110547365165,4.519875483462122e-06,0.007180268953753902,0.006964380724560199,1.496836964641357e-06
42,4.915371302127266,0.18931805652629305,0.030843561888452827,0.6693585759261665,0.04247597145267361,0.00694293747983088,1.486794804005758e-06,0.00039016877245352365,0.5360634418607106,0.02357457402108032,-0.009688699061418227,4.330687737511484e-06,0.006964380724560199,0.006897186436748391,1.4816055736297918e-06
43,4.946375560524947,0.18495276476396116,0.03177690818197118,0.7006688109613786,0.044462847691156084,0.006924510133688888,1.5236659049099782e-06,0.00039984458793260023,0.5364632864486433,0.022860182795331307,-0.009011162527953198,4.213535245593135e-06,0.006897186436748391,0.006839696515747769,1.4990999126817193e-06
44,4.978339106860177,0.18066481299696746,0.032723178675977564,0.7329188543903529,0.046509362030859855,0.006781793656367774,1.5050281644345701e-06,0.0003949536209323086,0.5368582400695756,0.022055395356974206,-0.008491808044238436,4.04961426785905e-06,0.006839696515747769,0.006655991420861977,1.4900895529882138e-06
45,5.011273502136813,0.1764539741655502,0.03368211022920915,0.7661214988429463,0.04861632626295359,0.006638180875783162,1.484217187228046e-06,0.0003894923471853522,0.5372477324167609,0.02128050902578482,-0.008004147274218387,3.8913403355796685e-06,0.006655991420861977,0.006594313441649541,1.4784075760106138e-06
46,5.045190238452992,0.1723207551169622,0.034653479566322656,0.8002892937407122,0.05078453674516066,0.00661778904586896,1.5176537068632452e-06,0.0003982668504228099,0.5376459992671838,0.02065945552684345,-0.007423877435105641,3.7951773855536763e-06,0.006594313441649541,0.006542480972506294,1.4950920010034775e-06
47,5.080100405485371,0.1682652684756104,0.035636660989413434,0.8354343640185803,0.05301476289824964,0.006495199990918521,1.5034260160215176e-06,0.0003945331807492215,0.5380405324479329,0.01996461085340806,-0.006974210871571129,3.6585534336367375e-06,0.006542480972506294,0.006385067295455458,1.4889866844169255e-06
48,5.116014620488615,0.16428714519745619,0.03663131641867338,0.8715683527226237,0.05530774356341927,0.006370865415169957,1.4867891651464658e-06,0.0003901672926885943,0.5384306997406216,0.01929416360225744,-0.006552432771917416,3.5260745268472656e-06,0.006385067295455458,0.006330373177829765,1.4806691621895548e-06
49,5.152943320019311,0.16038667761455266,0.03763714316449349,0.9087025825142071,0.05766419725098404,0.0063536778098780555,1.5193821770038172e-06,0.00039872044030027826,0.5388294201809218,0.018756545313304507,-0.006049189693548285,3.449303501485173e-06,0.006330373177829765,0.006290220514918653,1.4987103122449364e-06
50,5.190896499718416,0.1565638237728366,0.03865351584854055,0.9468479120207242,0.060084813024719,0.006256287484982637,1.5129424084077683e-06,0.00039703049855361916,0.5392264506794755,0.01816265277647,-0.0056500778065046164,3.3394696479891334e-06,0.006290220514918653,0.006164315001671929,1.4989904858444688e-06
51,5.229883649658323,0.1528180954893306,0.039680029578005774,0.9860146847339973,0.06257024725906854,0.0061581606221036145,1.5047834700708672e-06,0.0003948894075659079,0.5396213400870414,0.017590260400450752,-0.005273939156243523,3.2334162532740103e-06,0.006164315001671929,0.006125732589220608,1.4983751155016906e-06
52,5.269913981682086,0.14914958564948366,0.040716311283192974,1.0262128551645966,0.06512113164461227,0.006153520548785929,1.5417563164084106e-06,0.0004045919233608018,0.5400259320104022,0.017133020587378867,-0.0048259794898071195,3.177865567879395e-06,0.006125732589220608,0.006104665804633371,1.5226148886536946e-06
53,5.310996227849484,0.14555809949183762,0.04176172956345102,1.0674518755879188,0.06773806600122902,0.006085781323527106,1.5467180824929873e-06,0.00040589400363254133,0.5404318260140347,0.01663293875672278,-0.004461376109668791,3.0952782326592378e-06,0.006104665804633371,0.0060128746460058925,1.5330479842017615e-06
54,5.353138582445935,0.14204302404034047,0.0428158221508638,1.109740651445076,0.07042161544793883,0.0060163226387167645,1.549767411143811e-06,0.0004066942168249024,0.5408385202308595,0.01615010661238836,-0.004117461334955164,3.0154040630203656e-06,0.0060128746460058925,0.005993312045568826,1.5429607022949077e-06
55,5.396348879481925,0.1386042465790929,0.04387815585850718,1.1530876404497614,0.07317231669199888,0.006026096441093531,1.5933842575097576e-06,0.0004181402693393753,0.5412566605001989,0.015764889688816397,-0.003712696806629112,2.9805789026310156e-06,0.005993312045568826,0.005990294956265905,1.5753008248684347e-06
56,5.440634437095119,0.13524140302186566,0.04494808999979459,1.1975007633789123,0.07599067236788222,0.00598341451839457,1.6091977755936099e-06,0.0004222900961495881,0.5416789505963485,0.015344456772096282,-0.0033776277353072537,2.92211818098548e-06,0.005990294956265905,0.005925625226604271,1.5955509811110712e-06
57,5.486002006169161,0.1319537360040024,0.046025113538969716,1.2429873651482946,0.07887714856722283,0.005935094533860319,1.6212506009172645e-06,0.00042545303164576897,0.5421044036279944,0.014934627560235558,-0.0030644384925150314,2.863799714730315e-06,0.005925625226604271,0.005917734132247525,1.6139302278590544e-06
58,5.532457909417929,0.12874091626121545,0.04710874235745316,1.289554293096506,0.0818321798065404,0.005951043727301597,1.668352409926884e-06,0.00043781361762045093,0.5425422172456149,0.014604755970431982,-0.0027026685158288433,2.844292387511614e-06,0.005917734132247525,0.00592202941581736,1.6509259586387942e-06
59,5.580007921710327,0.1256023951866176,0.04819832564586245,1.3372078270981638,0.08485616459238214,0.005919959655042162,1.6891547764101208e-06,0.0004432726317177731,0.5429854898773326,0.014242602267982907,-0.002402682957898583,2.8019959572680805e-06,0.00592202941581736,0.005869651869459942,1.675429974631009e-06
60,5.628657225522868,0.1225372628703441,0.049293311915203294,1.3859536458786965,0.08794946328373633,0.005878935684683617,1.7036697670668953e-06,0.00044708169539721957,0.5434325715727298,0.013884472952722049,-0.0021266015833549257,2.7567166598872443e-06,0.005869651869459942,0.0058616313040695525,1.6959736910315002e-06
61,5.678410520964738,0.1195449930512521,0.050393174978172535,1.4357968893253845,0.09111240204614894,0.005890914819460302,1.748788173575105e-06,0.00045892179144472973,0.5438914933641746,0.013592812050125358,-0.0018109824112047535,2.745216133904842e-06,0.0058616313040695525,0.005863502343423997,1.7319978048684607e-06
62,5.72927193394808,0.11662488212033656,0.05149725522760293,1.4867421044282723,0.09434526942125712,0.005861831869680978,1.7695009393986479e-06,0.00046435729229105755,0.5443558506564656,0.01327277785935932,-0.0015491141199972525,2.7122804244217127e-06,0.005863502343423997,0.005814970447707077,1.7558956268755536e-06
63,5.781244977626148,0.11377590546844395,0.05260496878300932,1.5387932164335782,0.0976483144962502,0.005822431009509688,1.7833454156986775e-06,0.0004679903977530158,0.5448238410542187,0.012954482315677807,-0.0013096202966583204,2.675282928948528e-06,0.005814970447707077,0.005804625255298593,1.775615490788866e-06
64,5.834332639931801,0.1109974001531299,0.053715755616846245,1.5919535786335062,0.10102175006341771,0.0058314789507562526,1.8266658684608402e-06,0.00047935866984463553,0.5453031997240633,0.012696251034577444,-0.0010332931330649942,2.6704525775993693e-06,0.005804625255298593,0.005807572022698909,1.8108001345157587e-06
65,5.888537313715239,0.10828857663684205,0.0548289500109545,1.6462259314474064,0.10446575002353316,0.0058097607236948234,1.850659076703066e-06,0.00048565503339249654,0.5457888547574559,0.012418220123731338,-0.0007986986763416914,2.6488175468374173e-06,0.005807572022698909,0.0057703527609729195,1.8374387941286741e-06
66,5.9438607633109095,0.10564836014516515,0.05594394384676865,1.701612378376268,0.10798044785998076,0.005781472971892743,1.8699503635742e-06,0.0004907175058313832,0.5462795722632872,0.012144068434766675,-0.0005811224909812451,2.6248695226898434e-06,0.0057703527609729195,0.00576894987775807,1.8623110382569114e-06
67,6.000304193867926,0.10307600492943475,0.057060151266894545,1.7581144259330994,0.1115659391726465,0.005799824071801518,1.9193870439048234e-06,0.0005036908151453576,0.5467832630784325,0.01192661670789763,-0.0003269685642947051,2.633353860505078e-06,0.00576894987775807,0.005785693276313058,1.9045233710609297e-06
68,6.057868199334457,0.10057067619048979,0.058176903719438455,1.8157329534262658,0.1152222797604375,0.0057980042119184505,1.9557244111060607e-06,0.0005132265667614526,0.547296489645194,0.011698510265864048,-0.00010250184202703627,2.6308862221267236e-06,0.005785693276313058,0.005771948838842423,1.9428053986678725e-06
69,6.116552734262962,0.09813127243481795,0.05929357699713733,1.8744681937845535,0.11894948440448429,0.005791725421128713,1.9889486891338833e-06,0.0005219453729738801,0.5478184350181677,0.011475030603674885,0.00010842023858254057,2.627342034033017e-06,0.005771948838842423,0.005788410111433192,1.981027896893493e-06
70,6.17635716844412,0.09575695549497595,0.06040956759125998,1.9343197660787523,0.12274752893188635,0.005824976188804121,2.0497176267453e-06,0.0005378925243408816,0.5483563275425087,0.011299827217390701,0.00035012516021754037,2.6532896279279617e-06,0.005788410111433192,0.005820565448986433,2.0353290919458554e-06
71,6.2372802494277195,0.0934468053813794,0.06152420775829194,1.9952866537535283,0.12661634883435638,0.0058407409989613135,2.0988525377917204e-06,0.0005507866425311956,0.5489071141850398,0.011115425867319562,0.0005660561306030654,2.6694342024066046e-06,0.005820565448986433,0.005824679623289293,2.0858511924922953e-06
72,6.299320080592837,0.09119965355235354,0.06263686477620622,2.057367190020777,0.13055583834131562,0.005848889504880939,2.1427763542359567e-06,0.0005623132509759848,0.5494694274360158,0.010931335805526243,0.000766443204235634,2.682106075771814e-06,0.005824679623289293,0.005850137454957878,2.1343757497799304e-06
73,6.362474165346935,0.08901454650425039,0.0637469256278077,2.1205590852227845,0.13456585215629793,0.005886715382924235,2.2090488599670815e-06,0.0005797046637915705,0.5500491320998074,0.010784557780615822,0.0009888729852327027,2.7187875546488574e-06,0.005850137454957878,0.005885106678253146,2.1947486792115266e-06
74,6.42673938082614,0.086890459564992,0.0648537278423837,2.1848594119578797,0.1386462045130574,0.005905392101661799,2.2616865869453092e-06,0.000593518000550958,0.5506426501003583,0.010625875819961161,0.0011849083833624374,2.7433977360000704e-06,0.005885106678253146,0.005891307673885709,2.248542751855798e-06
75,6.4921119616465806,0.0848261524263942,0.06595663715681933,2.250264594457481,0.14279666850145994,0.005913314973421735,2.3063251210578983e-06,0.000605232167167568,0.5512478822675259,0.010463381199276534,0.0013632487475669919,2.7614941311058725e-06,0.005891307673885709,0.005913490790577362,2.297820918235594e-06
76,6.558587536974015,0.08282059702851265,0.06705503842708839,2.3167704322494354,0.14701697756910503,0.0059465038923071645,2.3711270810485506e-06,0.0006222376753345425,0.5518701199428604,0.010332842500083539,0.00156016528453079,2.8011726427437386e-06,0.005913490790577362,0.005944636191703762,2.3572444200973404e-06
77,6.626161112795726,0.0808727307087236,0.06814827950027129,2.384372091213115,0.15130682495370235,0.0059636946230708365,2.4237380992288823e-06,0.000636044003097893,0.5525061639459583,0.01019266097063648,0.001734728275505193,2.8299962615123655e-06,0.005944636191703762,0.005950964259779933,2.4108360833029934e-06
78,6.694827059923774,0.07898130906391215,0.06923573138795935,2.45306409665723,0.15566586324380555,0.005971937467969535,2.4692256943431947e-06,0.0006479809826325252,0.5531541449285908,0.010049626451721694,0.0018942484842174312,2.8529658305982373e-06,0.005950964259779933,0.005972848751008433,2.4609403906679602e-06
79,6.76457914535953,0.0771452954991988,0.07031678359663175,2.522840354149526,0.16009370570061765,0.006005607270532065,2.536137843085538e-06,0.0006655402523223906,0.5538196851809132,0.009937896647835343,0.0020733178932286767,2.8985716348441076e-06,0.005972848751008433,0.00600727142785292,2.5230307897370055e-06
80,6.835410521637402,0.07536365064246944,0.07139079920291806,2.593694145549301,0.16458992600622332,0.006030076062701423,2.595899199085569e-06,0.0006812229913579784,0.5545009081722712,0.009822555092919821,0.0022375970324829964,2.9381680409452945e-06,0.00600727142785292,0.006024020482741587,2.583491643460191e-06
81,6.907313718804266,0.07363517750270726,0.07245716098298156,2.6656181256422506,0.16915405805004402,0.0060497174268433485,2.6518654998358304e-06,0.0006959098215807249,0.5551968179938519,0.0097077494738535,0.002391685379833197,2.9750533834160597e-06,0.006024020482741587,0.006056880689947847,2.6437540890678687e-06
82,6.980280671169316,0.07195886016751656,0.07351526960886645,2.7386043409381746,0.17378559712169747,0.00609464651724656,2.7307038237960174e-06,0.0007165987908984574,0.5559134167847504,0.009623405635669324,0.0025658873988236852,3.035844656008125e-06,0.006056880689947847,0.00610476222817107,2.718343297200898e-06
83,7.054302712528834,0.07033369118268296,0.07456450802755588,2.8126442297563856,0.1784839999164177,0.006135593220473606,2.807018497670733e-06,0.000736625497035489,0.5566500422817858,0.009540005330335999,0.0027311811106112416,3.0950865891950685e-06,0.00610476222817107,0.00613985098623746,2.7948821268560177e-06
84,7.129370572013318,0.0687585115560672,0.07560427684101524,2.887728622190671,0.1832486845328315,0.006172172337400056,2.880198708310885e-06,0.0007558296487290726,0.5574058719305149,0.009456965736953427,0.0028873789378467685,3.1521187559730793e-06,0.00613985098623746,0.006186025013606077,2.8716003169479985e-06
85,7.2054743972386035,0.06723228119331595,0.07663399414889707,2.9638477576856275,0.18807903158831257,0.006226290188959316,2.9708462576279292e-06,0.0007796176273712244,0.5581854895578862,0.00939602648808871,0.0030565538898299494,3.2274993334788256e-06,0.006186025013606077,0.006240454596543835,2.958424365361921e-06
86,7.282603754366473,0.06575394802848684,0.07765306709828128,3.0409912883092165,0.19297438442665055,0.006272450282671538,3.055153738185492e-06,0.0008017418277714204,0.5589872313856575,0.009331477932326693,0.0032134226330164106,3.2973704834728106e-06,0.006240454596543835,0.006279110465359084,3.0428355785116668e-06
87,7.360747628200812,0.06432233082822555,0.07866091933830889,3.1191482815275116,0.19793404929413003,0.006310482183655736,3.132449712856573e-06,0.0008220260495562698,0.5598092574352138,0.009262977878749495,0.0033579864885620314,3.3610181765687394e-06,0.006279110465359084,0.0063243238566724124,3.1237674463489716e-06
88,7.4398944436914904,0.06293637158498924,0.07965699204615571,3.198307237219744,0.20295729641926674,0.006362154371886003,3.224276724358498e-06,0.000846123545901598,0.5606553809811154,0.009212150892798393,0.003512157850973613,3.4399475037698428e-06,0.0063243238566724124,0.00637587803007818,3.212088824246273e-06
89,7.520032069520784,0.061595023965285,0.08064072100379449,3.278456093744719,0.20804336039776844,0.006406008486102788,3.309248810337908e-06,0.0008684221538803714,0.5615238031349957,0.009157351858829904,0.0036546651133756436,3.512729282377429e-06,0.00637587803007818,0.006412639638251813,3.297129633478728e-06
90,7.6011478209270855,0.060297137889185254,0.08161155772264943,3.3595822331079406,0.2131914405204289,0.006442180887613946,3.3870179435165926e-06,0.0008888305432192034,0.5624126336782149,0.009098565915675594,0.003785795859552271,3.5789787033005238e-06,0.006412639638251813,0.006455702029086539,3.3786131167616057e-06
91,7.683228479842831,0.0590416907661265,0.08256897117768837,3.44167249755811,0.21840070182630397,0.006492226004630536,3.480199441918679e-06,0.0009132834877337857,0.5633259171659487,0.009057221904253066,0.003927230105007978,3.6612788094402844e-06,0.006455702029086539,0.006507156445787232,3.468651931391251e-06
92,7.766260301403265,0.0578276931498747,0.08351242970932053,3.524713198001614,0.2236702756366758,0.006538344734019763,3.5701523498589083e-06,0.0009368891766796345,0.5642628063426284,0.009015356429966787,0.0040613330380727675,3.740951607594712e-06,0.006507156445787232,0.006548302255953561,3.558580842444892e-06
93,7.850229019208902,0.05665407083128435,0.08444141701056586,3.6086901213615574,0.22899926002204024,0.006580089157616376,3.6561084444438022e-06,0.0009594460108969252,0.5652222523535253,0.00897238708723938,0.0041877912279933704,3.81719703686704e-06,0.006548302255953561,0.006597349408079498,3.6480583540564194e-06
