iteration,s_lambda,relative_change
0,1.6906102810240506,0.0
1,2.706894217080787,0.6011343640008767
2,3.231644575542097,0.19385698752100475
3,3.505298353246819,0.08467941672045351
4,3.648787586576468,0.0409349558495471
