iteration,residual_mode,shape_mode,value,finite_difference_step,jacobian_condition_number
1,0,0,-0.6303022189948548,0.0006647629822899256,177.12500852133053
1,0,1,-1.30737427430449,0.0003219462120286406,177.12500852133053
1,0,2,-1.8573762514796532,0.00022872066164498505,177.12500852133053
1,0,3,-2.272811622908061,0.00018992844655514376,177.12500852133053
1,0,4,-8.914749276225711,6.846216530845162e-05,177.12500852133053
1,0,5,7.982343621317447,0.00010730496422785975,177.12500852133053
1,0,6,-6.900726338124852,0.00015621519297628607,177.12500852133053
1,0,7,4.324839633794131,0.0002237742077194385,177.12500852133053
1,0,8,-4.101928683740002,0.00029700434725685393,177.12500852133053
1,0,9,1.732836053270733,0.0004722935818568544,177.12500852133053
1,0,10,-2.704262891024033,0.0005189433888280618,177.12500852133053
1,0,11,0.28222036287458174,0.0011097518653481588,177.12500852133053
1,1,0,-0.06827951159163041,0.0006647629822899256,177.12500852133053
1,1,1,-0.131654692852634,0.0003219462120286406,177.12500852133053
1,1,2,-0.16006119239894073,0.00022872066164498505,177.12500852133053
1,1,3,-0.14560118003148217,0.00018992844655514376,177.12500852133053
1,1,4,-0.5300388031056102,6.846216530845162e-05,177.12500852133053
1,1,5,0.08237333320569235,0.00010730496422785975,177.12500852133053
1,1,6,-0.12361649467244956,0.00015621519297628607,177.12500852133053
1,1,7,-0.028833958330835675,0.0002237742077194385,177.12500852133053
1,1,8,-0.10507805773723347,0.00029700434725685393,177.12500852133053
1,1,9,-0.07063547788294014,0.0004722935818568544,177.12500852133053
1,1,10,-0.11211611045822323,0.0005189433888280618,177.12500852133053
1,1,11,-0.09941968754797761,0.0011097518653481588,177.12500852133053
1,2,0,-0.6528104425318619,0.0006647629822899256,177.12500852133053
1,2,1,-1.3641384717023861,0.0003219462120286406,177.12500852133053
1,2,2,-1.965035126694749,0.00022872066164498505,177.12500852133053
1,2,3,-2.4542447373001877,0.00018992844655514376,177.12500852133053
1,2,4,-9.124212385322716,6.846216530845162e-05,177.12500852133053
1,2,5,8.344125057530732,0.00010730496422785975,177.12500852133053
1,2,6,-7.030975174078882,0.00015621519297628607,177.12500852133053
1,2,7,4.586290212482809,0.0002237742077194385,177.12500852133053
1,2,8,-4.115018469047616,0.00029700434725685393,177.12500852133053
1,2,9,1.9329527517858283,0.0004722935818568544,177.12500852133053
1,2,10,-2.6422367448667115,0.0005189433888280618,177.12500852133053
1,2,11,0.46052396641953514,0.0011097518653481588,177.12500852133053
1,3,0,0.05046506466971372,0.0006647629822899256,177.12500852133053
1,3,1,0.10889186512398477,0.0003219462120286406,177.12500852133053
1,3,2,0.1659578434995288,0.00022872066164498505,177.12500852133053
1,3,3,0.22356480580620428,0.00018992844655514376,177.12500852133053
1,3,4,0.08184022122963638,6.846216530845162e-05,177.12500852133053
1,3,5,0.12650772111090486,0.00010730496422785975,177.12500852133053
1,3,6,-0.3115461989442731,0.00015621519297628607,177.12500852133053
1,3,7,0.054831811807005706,0.0002237742077194385,177.12500852133053
1,3,8,-0.25000888970784363,0.00029700434725685393,177.12500852133053
1,3,9,-0.0557485965987994,0.0004722935818568544,177.12500852133053
1,3,10,-0.22552460173912528,0.0005189433888280618,177.12500852133053
1,3,11,-0.130853878021682,0.0011097518653481588,177.12500852133053
1,4,0,-0.9971486510948936,0.0006647629822899256,177.12500852133053
1,4,1,-2.072112961207603,0.0003219462120286406,177.12500852133053
1,4,2,-2.9535529214425287,0.00022872066164498505,177.12500852133053
1,4,3,-3.630556948375809,0.00018992844655514376,177.12500852133053
1,4,4,-11.089541360336513,6.846216530845162e-05,177.12500852133053
1,4,5,8.306214896433456,0.00010730496422785975,177.12500852133053
1,4,6,-6.791914452283803,0.00015621519297628607,177.12500852133053
1,4,7,4.491056224770135,0.0002237742077194385,177.12500852133053
1,4,8,-3.824145747013554,0.00029700434725685393,177.12500852133053
1,4,9,2.0185334743080188,0.0004722935818568544,177.12500852133053
1,4,10,-2.3374907614525986,0.0005189433888280618,177.12500852133053
1,4,11,0.6756262598234951,0.0011097518653481588,177.12500852133053
1,5,0,0.10766835836262954,0.0006647629822899256,177.12500852133053
1,5,1,0.22131635163703256,0.0003219462120286406,177.12500852133053
1,5,2,0.308613511780922,0.00022872066164498505,177.12500852133053
1,5,3,0.36561045505061185,0.00018992844655514376,177.12500852133053
1,5,4,0.47631903743856563,6.846216530845162e-05,177.12500852133053
1,5,5,0.3061181957905943,0.00010730496422785975,177.12500852133053
1,5,6,-0.26388458862106756,0.00015621519297628607,177.12500852133053
1,5,7,0.18638322233071655,0.0002237742077194385,177.12500852133053
1,5,8,-0.21251929014110577,0.00029700434725685393,177.12500852133053
1,5,9,0.03110192797317672,0.0004722935818568544,177.12500852133053
1,5,10,-0.18271260728241115,0.0005189433888280618,177.12500852133053
1,5,11,-0.06551653842680547,0.0011097518653481588,177.12500852133053
1,6,0,-1.2345084399022292,0.0006647629822899256,177.12500852133053
1,6,1,-2.544743362016289,0.0003219462120286406,177.12500852133053
1,6,2,-3.571870228478959,0.00022872066164498505,177.12500852133053
1,6,3,-4.289423783368631,0.00018992844655514376,177.12500852133053
1,6,4,-11.388179881362392,6.846216530845162e-05,177.12500852133053
1,6,5,7.946138423286011,0.00010730496422785975,177.12500852133053
