time_s,x_from_transom_m,side,status,common_width_m,common_fraction_of_union,elevation_rms_over_beam,elevation_max_over_beam,potential_rms_over_speed_beam
0.0,1.0985454545454545,left,COMPARED,0.9208475393003415,1.0,2.2906732000179843e-06,9.532153491615615e-06,0.0
0.0,1.0985454545454545,right,COMPARED,0.9208475393003415,1.0,2.290673200017988e-06,9.532153491615573e-06,0.0
0.0007775962305832998,1.0951125,left,COMPARED,0.9196937248775395,0.9999486641775605,2.590746061325209e-05,0.0002589523382957463,3.097777561574259e-06
0.0007775962305832998,1.0951125,right,COMPARED,0.9196937248775395,0.9999486641775605,2.5907460613252077e-05,0.0002589523382957463,3.0977775615742507e-06
0.0015551924611665996,1.0916795454545454,left,COMPARED,0.9184874143472306,0.9998839738626689,5.3570075854741695e-05,0.000537518256711497,3.600530909425173e-05
0.0015551924611665996,1.0916795454545454,right,COMPARED,0.9184874143472306,0.9998839738626689,5.3570075854741695e-05,0.000537518256711497,3.600530909425173e-05
0.0023327886917498993,1.0882465909090908,left,COMPARED,0.9173405772085509,0.9998495671612734,6.878796648441107e-05,0.0006890400014118303,4.669567109532954e-05
0.0023327886917498993,1.0882465909090908,right,COMPARED,0.9173405772085509,0.9998495671612734,6.878796648441106e-05,0.0006890400014118303,4.669567109532954e-05
0.0031103849223331993,1.0848136363636363,left,COMPARED,0.9160165803229369,0.9997430419742416,0.0001738445347722337,0.0017468140409131697,9.877787291230466e-05
0.0031103849223331993,1.0848136363636363,right,COMPARED,0.9160165803229369,0.9997430419742416,0.0001738445347722337,0.0017468140409131697,9.877787291230463e-05
0.0038879811529164993,1.0813806818181817,left,COMPARED,0.9151182826841279,0.9999275407076392,4.865878898565918e-05,0.0004775673654046491,1.316245584974552e-06
0.0038879811529164993,1.0813806818181817,right,COMPARED,0.9151182826841279,0.9999275407076392,4.865878898565926e-05,0.0004775673654046491,1.3162455849745544e-06
0.0046655773834997985,1.0779477272727271,left,COMPARED,0.9141061142833626,0.9999761319084821,3.151348740100435e-05,0.0002718942263468806,3.6936253633502384e-05
0.0046655773834997985,1.0779477272727271,right,COMPARED,0.9141061142833626,0.9999761319084821,3.1513487401004405e-05,0.0002718942263468813,3.693625363350239e-05
0.0054431736140830985,1.0745147727272726,left,COMPARED,0.9127509199801618,0.9996345465695202,0.00023433421872507142,0.002350328358774813,7.141029339880718e-05
0.0054431736140830985,1.0745147727272726,right,COMPARED,0.9127509199801618,0.9996345465695202,0.0002343342187250713,0.002350328358774813,7.141029339880718e-05
0.006220769844666399,1.071081818181818,left,COMPARED,0.9118509597181851,0.999771019605554,0.00014894524582045947,0.0014596081093163039,8.976588926399501e-07
0.006220769844666399,1.071081818181818,right,COMPARED,0.9118509597181851,0.999771019605554,0.00014894524582045944,0.0014596081093163039,8.976588926399701e-07
0.006998366075249699,1.0676488636363637,left,COMPARED,0.9102918102825952,0.99915932526557,0.0005251032639117287,0.005274629190756773,0.00014999810454706256
0.006998366075249699,1.0676488636363637,right,COMPARED,0.9102918102825952,0.99915932526557,0.0005251032639117287,0.005274629190756773,0.00014999810454706256
0.007775962305832999,1.0642159090909091,left,COMPARED,0.9095667887266012,0.999434284153527,0.00034618448521359123,0.00346159287970962,2.4546212012748932e-05
0.007775962305832999,1.0642159090909091,right,COMPARED,0.9095667887266012,0.999434284153527,0.00034618448521359123,0.00346159287970962,2.4546212012748932e-05
0.008553558536416298,1.0607829545454546,left,COMPARED,0.9079112832827262,0.9992271439790734,0.0008410293614970591,0.008450089051188553,0.0001852745714009853
0.008553558536416298,1.0607829545454546,right,COMPARED,0.9079112832827262,0.9992271439790734,0.0008410293614970591,0.008450089051188553,0.00018527457140098526
0.009331154766999597,1.05735,left,COMPARED,0.9073355949654047,0.9995572441235299,0.00037326584843075513,0.0037292669097429114,7.140233617202637e-06
0.009331154766999597,1.05735,right,COMPARED,0.9073355949654047,0.9995572441235299,0.000373265848430755,0.0037292669097429114,7.140233617202631e-06
0.010108750997582898,1.0539170454545455,left,COMPARED,0.9056995944016236,0.998805196944427,0.0008320151202788088,0.008356666080421063,0.00018628762668624003
0.010108750997582898,1.0539170454545455,right,COMPARED,0.9056995944016236,0.998805196944427,0.0008320151202788086,0.008356666080421063,0.00018628762668624003
0.010886347228166197,1.050484090909091,left,COMPARED,0.9051633753815548,0.9992518303958378,0.0004688633205954323,0.0046914181494613575,2.1318790312410595e-05
0.010886347228166197,1.050484090909091,right,COMPARED,0.9051633753815548,0.9992518303958378,0.0004688633205954323,0.0046914181494613575,2.1318790312410595e-05
0.011663943458749498,1.0470511363636363,left,COMPARED,0.9036001359634498,0.9991582354135383,0.0009215839842712584,0.009254744306246102,0.0001621005420818757
0.011663943458749498,1.0470511363636363,right,COMPARED,0.9036001359634498,0.9991582354135383,0.0009215839842712584,0.009254744306246102,0.0001621005420818757
0.012441539689332797,1.0436181818181818,left,COMPARED,0.903027521070703,0.9993997600565645,0.00046144960047414887,0.004598672940648578,1.2101287497651233e-05
0.012441539689332797,1.0436181818181818,right,COMPARED,0.903027521070703,0.9993997600565645,0.00046144960047414855,0.004598672940648575,1.2101287497651218e-05
0.013219135919916096,1.0401852272727272,left,COMPARED,0.9015492740228503,0.9987813787597808,0.000779809875547287,0.007824689894386179,0.0001358561145246176
0.013219135919916096,1.0401852272727272,right,COMPARED,0.9015492740228503,0.9987813787597808,0.000779809875547287,0.007824689894386179,0.0001358561145246176
0.013996732150499397,1.0367522727272727,left,COMPARED,0.9009135197553307,0.9997630848815422,0.000386334163112226,0.003803552395255687,7.330772183784238e-05
0.013996732150499397,1.0367522727272727,right,COMPARED,0.9009135197553307,0.9997630848815422,0.0003863341631122262,0.003803552395255687,7.330772183784241e-05
0.014774328381082696,1.033319318181818,left,COMPARED,0.8995125711875369,0.9990054571817152,0.0007431675619931299,0.007447265229013798,0.00010269199109416871
0.014774328381082696,1.033319318181818,right,COMPARED,0.8995125711875369,0.9990054571817152,0.0007431675619931299,0.007447265229013798,0.0001026919910941687
0.015551924611665997,1.0298863636363635,left,COMPARED,0.8988215794073072,0.9992196015608762,0.0004851573889958545,0.004813266847118031,8.564665989526385e-06
0.015551924611665997,1.0298863636363635,right,COMPARED,0.8988215794073072,0.9992196015608762,0.00048515738899585463,0.004813266847118031,8.564665989526387e-06
0.016329520842249295,1.026453409090909,left,COMPARED,0.8974860170745622,0.9993464381445167,0.0007695566250065382,0.007697990548553513,6.598250994110316e-05
0.016329520842249295,1.026453409090909,right,COMPARED,0.8974860170745622,0.9993464381445167,0.0007695566250065384,0.007697990548553513,6.598250994110317e-05
0.017107117072832596,1.0230204545454544,left,COMPARED,0.8967632695764126,0.9993693099385293,0.0004316343976821146,0.004254323008403661,4.030935918339656e-05
0.017107117072832596,1.0230204545454544,right,COMPARED,0.8967632695764126,0.9993693099385293,0.00043163439768211507,0.004254323008403661,4.030935918339656e-05
0.017884713303415897,1.0195874999999999,left,COMPARED,0.895484838563707,0.9997910802861293,0.0004943260678043712,0.004892779614234712,2.6586212454038146e-05
