stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.013218413795624355,1.4051958853110443e-07,1.4051958853110443e-07,253081.8272839364,7.74839272663154
source,640,0.012881445577345794,1.4581255648111224e-09,1.4581255648111224e-09,570364.8501617247,7.746660173330836
source,1280,0.012879199118362826,3.050811279513108e-09,3.050811279513108e-09,1376220.3097280331,7.745326360888281
candidate_factor_1,320,0.012856497728490172,6.374099685147481e-07,6.374099685147481e-07,253106.73180291004,7.753514926407758
candidate_factor_1,640,0.01253954138299799,1.5845542197818647e-09,1.5845542197818647e-09,570456.0300237515,7.751658619923659
candidate_factor_1,1280,0.012548737650929414,3.3280855272250547e-09,3.3280855272250547e-09,1376479.0380544446,7.750322980378642
candidate_factor_0.5,320,0.013030120054852875,1.5737771874293612e-07,1.5737771874293612e-07,253094.29976843568,7.751017687672
candidate_factor_0.5,640,0.01270315943596157,1.5312916694715366e-09,1.5312916694715366e-09,570408.9470202565,7.749162511651348
candidate_factor_0.5,1280,0.012706627319094284,3.172087211127591e-09,3.172087211127591e-09,1376349.8860424603,7.747827759693503
candidate_factor_0.25,320,0.013122474406163355,3.9035270179247966e-08,3.9035270179247966e-08,253085.80268571863,7.749766800284421
candidate_factor_0.25,640,0.01279039906959078,1.4759761931365728e-09,1.4759761931365728e-09,570386.4578423386,7.747912116074312
candidate_factor_0.25,1280,0.012790981455838261,3.089281058709732e-09,3.089281058709732e-09,1376286.8839997766,7.746577798865801
candidate_factor_0.125,320,0.013170074630157813,9.708881692338838e-09,9.708881692338838e-09,253082.25325075997,7.749140765257406
candidate_factor_0.125,640,0.012835443464256491,1.455744433724259e-09,1.455744433724259e-09,570375.1652988392,7.7472863445955
candidate_factor_0.125,1280,0.012834618412432641,1.8907025997227457e-09,1.8907025997227457e-09,1376252.7062596595,7.745952284398419
