outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,k_contribution_endpoint_average,k_contribution_within_panel_slope,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.55519886629719,-0.0591587805181744,0.0030144540710047,0.00150722703550235,9.580371225089493e-05,-0.417852107236397,0.0005263248369065656,0.08865797447290476,0.08865797447290476,-0.7748526032072328,-0.0608516112655612,0.0006543882450346562,0.0005263248369065656,0.00012806340812809047,-0.7266907007964487,-0.15717541608712943,0.0006702150278391485,6.992233744246627e-06,-0.21103297826174217
1,4.55232432303665,-0.0602481173305191,0.003135509496849,0.004582208819429201,0.00029125845335158443,-0.0933748867514174,2.7338098043283265e-05,0.0046050275960840565,0.09326300206898881,-0.2718845895273034,0.085134816024468,6.0643180984705076e-05,2.7338098043283434e-05,3.330508294142165e-05,-0.15717541608712943,-0.005376112840959238,2.6733361060723616e-05,1.1463411096053827e-05,-0.1473496873332659
2,4.549385068557286,-0.0615071524070154,0.0032606121509907,0.0077802696433490505,0.0004945364544216492,0.0311140956358906,3.1565560633841053e-06,0.0005317132068754738,0.09379471527586428,-0.0622148713087979,0.1244430625805792,1.26235217992867e-05,3.156556063384116e-06,9.466965735902584e-06,-0.005376112840959238,0.07453395529515817,5.633805368368809e-06,3.135395688416522e-06,-0.0826556032445556
3,4.546365937327343,-0.0629003418363775,0.0033898769011226,0.0111055141694057,0.0007058986196657307,0.0694598847145457,1.6355056319503272e-05,0.002754964356612434,0.09654967963247671,0.0417874593360236,0.0971323100930674,1.7220337230728854e-05,1.635505631950318e-05,8.652809112256767e-07,0.07453395529515817,0.07297985675483205,1.844188782945727e-05,9.771498522622197e-07,-0.034288937892331506
4,4.543248212392873,-0.0643929572262428,0.0035233918485003,0.014562148544217151,0.0009256123039353438,0.0467070775823592,7.686459349735775e-06,0.0012947629848159149,0.09784444261729262,0.0628433722007359,0.0305707829639825,7.992266277617447e-06,7.686459349735775e-06,3.05806927881673e-07,0.07297985675483205,0.025266656203349315,9.170708213070132e-06,9.057099642823064e-08,-0.010624238804998899
5,4.540016595050066,-0.0659618586343009,0.0036612652463555,0.018154477091645048,0.0011539511025117318,-0.0006738925662896,1.6626947465296072e-09,2.8007636740164614e-07,0.09784472269366003,0.0199465441589836,-0.0212943292915626,5.20588964450719e-07,1.662694746529115e-09,5.189262697041898e-07,0.025266656203349315,-0.03148054996304434,1.0178570117924462e-06,9.503527704694271e-08,-0.034699124386143795
6,4.536668248314366,-0.0676109065023113,0.0038035967880698,0.021886908108857697,0.0013911952195204053,-0.0384664940658567,5.628072493326721e-06,0.0009480333673358394,0.09879275606099586,-0.0559934536777064,-0.0209395344540066,6.017553594371842e-06,5.628072493326661e-06,3.894811010451807e-07,-0.03148054996304434,-0.0554762745062333,7.372721727503522e-06,1.200761373074969e-06,-0.08535226577215349
7,4.5332165299917,-0.0693759562631073,0.0039504897466268,0.025763951376205997,0.0016376313096516503,-0.0434447342700896,7.456331866195435e-06,0.0012559986417133772,0.10004875470270924,-0.1062918002261601,0.0194023316859799,1.2657485696439952e-05,7.4563318661956064e-06,5.201153830244345e-06,-0.0554762745062333,-0.039325060688444644,8.961929989545303e-06,4.012197649597848e-06,-0.1227874482487391
8,4.52968162664964,-0.0713024522423464,0.0041020505273626,0.0297902215132007,0.0018935526914761538,-0.0263409171977548,2.846182813098708e-06,0.00047943168456958244,0.10052818638727881,-0.1033851165627592,0.0507032821672499,1.0962511822040541e-05,2.8461828130986757e-06,8.116329008941862e-06,-0.039325060688444644,-0.013239728943414738,3.0661514555151343e-06,5.600948765344427e-06,-0.1250912382500918
9,4.52607691146653,-0.0734180295806317,0.0042583809646337,0.03397043725919885,0.002159259301723355,-0.0078467174239729,2.621926650679758e-07,4.41656349398272e-05,0.10057235202221863,-0.0743879560828419,0.058694521234897,6.547188859108127e-06,2.6219266506794604e-07,6.284996194040181e-06,-0.013239728943414738,-0.002119096940842154,2.950167487934015e-07,5.278627865785271e-06,-0.123796213800872
10,4.522408665069289,-0.0757344306032466,0.0044195853839439,0.038309420433487645,0.002435057629181362,0.0037293428559603,6.146758528753948e-08,1.0354046066614171e-05,0.10058270606828525,-0.065101692565975,0.0725603782778954,7.0410409924339134e-06,6.146758528753601e-08,6.9795734071463764e-06,-0.002119096940842154,0.004868223798034105,2.6331796368061668e-08,6.313536144250757e-06,-0.1410492230864281
11,4.518689929486394,-0.0782716970711975,0.0045857711873548,0.042812098719137,0.002721260891646681,0.0131501447953779,7.930004814013187e-07,0.00013357875499529228,0.10071628482328053,-0.0684888448085327,0.0947891343992881,1.0980940249586348e-05,7.930004814012943e-07,1.0187939768185054e-05,0.004868223798034105,0.01785291260164766,6.562820431645733e-07,8.646664234699575e-06,-0.1544258287854005
12,4.514942412899464,-0.0810588155188773,0.0047570483319737,0.04748350847880125,0.0030181892149047187,0.0203624698153466,1.9724157917929573e-06,0.0003322480275613093,0.10104853285084184,-0.0596366943861124,0.1003616340168056,1.212057351796159e-05,1.9724157917929573e-06,1.0148157726168635e-05,0.01785291260164766,0.022998845394929263,1.99521667915536e-06,9.505895780102834e-06,-0.1532057726386572
13,4.511185781007486,-0.0841170623331425,0.0049335107358346,0.0523287880127054,0.003326169204187879,0.0177612227617922,1.556330397946909e-06,0.0002621595847605373,0.1013106924356024,-0.0528441386218516,0.0883665841454375,9.754373236525623e-06,1.5563303979470403e-06,8.198042838578581e-06,0.022998845394929263,0.011154000917936096,1.4963136916365203e-06,9.633351520398094e-06,-0.1552593805523842
