omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,5.861012661703857e+16,15.153766076135506,5.861012661703855e+16,50095145.51671062,1.276331868472403e-14
3.0,6.9458363430285336e+16,8.848448334938515,6.9458363430285336e+16,50095145.51671062,1.3082730160980873e-14
4.0,7.218680114290093e+16,2.3935350939200633,7.218680114290093e+16,50095145.51671062,1.1787616727689808e-14
