case_name,coefficient,total_rows,pass_rows,fail_rows,error_rows,finite_gate_rows,median_gate_error_ratio,max_gate_error_ratio,median_abs_error,median_rel_error,max_heave_residual,max_pitch_residual,max_heave_condition_number,max_pitch_condition_number,a1_grid_recommendation_status,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_min_station_count_for_fn,pass_fraction,diagnostic_conclusion,gate_role
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_pg1p0,A53,1,0,1,0,1,3.3333264804951654,3.3333264804951654,0.14999969162228244,0.9999979441485496,1.0069377759244187e-15,1.0110881528427559e-15,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr0p0_pg1p0,A53,1,0,1,0,1,3.3333333333333344,3.3333333333333344,0.15000000000000005,1.0000000000000004,9.98401600749246e-16,7.965774422831664e-16,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0_pg1p0,A53,1,0,1,0,1,7.6366806192275885,7.6366806192275885,0.3436506278652415,2.291004185768277,3.5430595016601398e-15,4.2082116826668124e-15,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr1p0_pg1p0,A53,1,0,1,0,1,7.63728748921043,7.63728748921043,0.34367793701446936,2.291186246763129,3.403839640068115e-15,7.358938160790418e-15,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fvm0p1_hr0p0_pg1p0,A53,1,0,1,0,1,14.532152891516413,14.532152891516413,0.6539468801182385,4.359645867454923,4.746017333580221e-15,3.3989306265557726e-15,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fvm0p1_hr1p0_pg1p0,A53,1,0,1,0,1,14.532227395161996,14.532227395161996,0.6539502327822898,4.359668218548599,4.16914885664711e-15,3.706595230078991e-15,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p25_hr0p0_pg1p0,A53,1,0,1,0,1,24.226931823260927,24.226931823260927,1.0902119320467416,7.268079546978278,4.22185936719569e-15,2.5429584725286574e-15,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p25_hr1p0_pg1p0,A53,1,0,1,0,1,24.229779986302567,24.229779986302567,1.0903400993836154,7.2689339958907695,2.754920227388222e-15,2.8634659190781635e-15,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fvm0p25_hr1p0_pg1p0,A53,1,0,1,0,1,32.88192667127038,32.88192667127038,1.479686700207167,9.864578001381114,4.810011684310998e-15,3.456832659871146e-15,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fvm0p25_hr0p0_pg1p0,A53,1,0,1,0,1,32.88230927005878,32.88230927005878,1.479703917152645,9.864692781017633,2.9546083470882316e-15,2.8975598201228096e-15,72.71403000927938,72.71403000927938,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
