panel_index,kinematic_residual,scaled_kinematic_residual
0,5.729777285041813,5.729777285041813
1,2.1319843644506196,2.1319843644506196
2,1.587715530968702,1.587715530968702
3,1.2377311205131858,1.2377311205131858
4,1.0151317397993493,1.0151317397993493
5,0.8545309013412501,0.8545309013412501
6,0.7306004354351017,0.7306004354351017
7,0.6302023692737502,0.6302023692737502
8,0.5458429162017864,0.5344277585804506
9,0.4728645314554989,0.44279650707657603
10,0.4081672656196338,0.36582276208913
11,0.3495588997815964,0.3000894799522583
12,0.29539874015645706,0.24310006538424636
13,0.24439067735536457,0.19296230828790048
14,0.1954582219844716,0.14819642397185456
15,0.14766807719168473,0.10761481665803249
16,0.10018478074215365,0.07024543956295388
17,0.05224684399741841,0.035282772861297405
18,0.003158759725486515,0.0020567891040848816
19,-0.04770487498429965,-0.02998629984968701
20,-0.1008861214431429,-0.0612958098183666
21,-0.15682416332971982,-0.0922240224481417
22,-0.21583229254232683,-0.1230316734899687
23,-0.27807415734467766,-0.1538932236833571
24,-0.34354166712407075,-0.1849030218971186
25,-0.412036265664534,-0.21608284835636776
26,-0.48315431077943694,-0.24739073813580365
27,-0.5562761700403913,-0.278730487955695
28,-0.6305575422823251,-0.3099608897376121
29,-0.7049206089583042,-0.3409035242425224
30,-0.7780420110724473,-0.3713478511124574
31,-0.848334356217908,-0.40105226149010914
32,-0.9139179356667122,-0.4297395798294737
33,-0.97257949006616,-0.4570850117378961
34,-1.021715131259166,-0.48269340974574854
35,-1.0582548715321431,-0.5060603534458423
36,-1.0785666157262581,-0.526506584349693
37,-1.0783370139605046,-0.5430642277349891
38,-1.0524286355566028,-0.554269708423163
39,-0.9945738067248313,-0.5576805346867638
40,-0.9019256568641939,-0.550275342875187
41,-0.7953187929154049,-0.5350172236965463
42,-0.6848841005665023,-0.5131808651713192
43,-0.5733102147706606,-0.48378963208078324
44,-0.4632727994836163,-0.4454437904040441
45,-0.3577350809566102,-0.3577350809566102
46,-0.25999549891056095,-0.25999549891056095
47,-0.17371693089995544,-0.17371693089995544
48,-0.10295619011892787,-0.10295619011892787
49,-0.05220876359736726,-0.05220876359736726
50,-0.02648432652585886,-0.02648432652585886
51,-0.03143637165194246,-0.03143637165194246
52,-0.07356655973702242,-0.07356655973702242
53,-0.1441789083811315,-0.1441789083811315
54,-0.2112973787703108,-0.2112973787703108
55,-0.2689365665271278,-0.2689365665271278
56,-0.31498257168383587,-0.31498257168383587
57,-0.34683578263591125,-0.34683578263591125
58,-0.36133340081950727,-0.36133340081950727
59,-0.35466284641479195,-0.35466284641479195
60,-0.32266508754964546,-0.32266508754964546
61,-0.2773324798932577,-0.2773324798932577
62,-0.23878584907372172,-0.23878584907372172
63,-0.2110657754798307,-0.2110657754798307
64,-0.19732975826005006,-0.19732975826005006
65,-0.2012379669425638,-0.2012379669425638
66,-0.22438980993623778,-0.22438980993623778
67,-0.2492588147802141,-0.2492588147802141
68,-0.2656153983419779,-0.2656153983419779
69,-0.27137619559759263,-0.27137619559759263
70,-0.26428336739002023,-0.26428336739002023
71,-0.24865730946164333,-0.24865730946164333
72,-0.2330704886747157,-0.2330704886747157
73,-0.21876339124831717,-0.21876339124831717
74,-0.2073871870869095,-0.2073871870869095
75,-0.2087511038112475,-0.2087511038112475
76,-0.23087018191144926,-0.23087018191144926
77,-0.2718003340943613,-0.2718003340943613
78,-0.24960573460594107,-0.24960573460594107
79,-0.07440261176300808,-0.07440261176300808
