mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
8,3,5,0.9995731770048957,0.9995731770048957,0.0005492280421695503,0.008076085666012131,1.0,1.1587410718438829e-18,239.91632133947172
16,3,13,0.9995055660332471,0.9995055660332471,0.0005931341041087732,0.008666511115861931,1.0,4.482180719514537e-18,374.6088076280531
