step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason
1.0,1.1143651343924321,-0.11436513439243212,1.1147334066725638,-inf,1.1206946917378133,0.0010269165587380993,1031100.79601905,0.9996932612465227,0.24999986862887708,20.74232429537194,0.9923701728666366,7.739367796092588,7.639300617865978,False,insufficient_objective_decrease
0.75,1.0645054307941948,-0.0645054307941948,1.0646660736155822,-inf,1.06810296707358,0.001025981035482028,1031178.5538742784,0.9997686505820571,0.18749991448602754,20.782009821853872,0.9942688382338524,7.747974139197188,7.6414279319137615,False,insufficient_objective_decrease
0.5,1.0287999333552516,-0.02879993335525155,1.028854728151161,-inf,1.0304307151872651,0.0010254033129023378,1031258.8082816441,0.9998464604242555,0.12499995141573453,20.821817875063687,0.9961733656186702,7.756590428547845,7.643554317117289,False,insufficient_objective_decrease
0.25,1.0072911922184815,-0.0072911922184815126,1.0072993702793003,-inf,1.007719135534923,0.0010251489624884063,1031337.6568880407,0.999922907286461,0.06249997979475573,20.861748422323107,0.998083753457671,7.765216474192878,7.6456797827831755,False,root_mismatch
