stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.019750810863970743,1.1961435739323303e-06,1.1961435739323303e-06,24055.61010765806,2.958346174896408
source,160,0.023416371979568258,7.758581386679702e-07,7.758581386679702e-07,48788.30730128849,2.9542362406463902
source,320,0.02492448361198802,1.5561461160662793e-06,1.5561461160662793e-06,114968.41134296427,2.95138103569543
candidate_factor_1,80,0.017245359426443157,2.341781772053753e-05,2.341781772053753e-05,23848.255728553188,2.9657992340857144
candidate_factor_1,160,0.019614848865200176,5.337067280411074e-07,5.337067280411074e-07,48804.53216926484,2.961689622978409
candidate_factor_1,320,0.02060804458777034,1.459595539066197e-06,1.459595539066197e-06,115015.46094467552,2.9588347616142117
candidate_factor_0.5,80,0.018457492728605893,5.695431707423622e-06,5.695431707423622e-06,23763.051236681462,2.9620827707526143
candidate_factor_0.5,160,0.02148453852262226,6.881629426936159e-07,6.881629426936159e-07,48796.257423891126,2.957970803351847
candidate_factor_0.5,320,0.022738685339779675,1.430902081481005e-06,1.430902081481005e-06,114991.82141623592,2.9551155749449216
candidate_factor_0.25,80,0.01909782129829628,1.3740967553020304e-06,1.3740967553020304e-06,23780.526470359968,2.9602170161947488
candidate_factor_0.25,160,0.022453146419828783,6.753511306197262e-07,6.753511306197262e-07,48792.5991729635,2.9561038823151784
candidate_factor_0.25,320,0.02383804120422362,1.4640416697820174e-06,1.4640416697820174e-06,114979.90302468374,2.953250133002132
candidate_factor_0.125,80,0.01942363715294866,3.7148478720240306e-07,3.7148478720240306e-07,24052.9522128601,2.9592801014863035
candidate_factor_0.125,160,0.022937230461157237,7.643723731595277e-07,7.643723731595277e-07,48790.44176228453,2.9551702265140896
candidate_factor_0.125,320,0.02438510784375894,1.5803386100364614e-06,1.5803386100364614e-06,114974.05302431433,2.9523160853315065
