reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,21.105636651126904,7.831513528017439,0.8318547430202179,0.1681452569797821,0.00041685715308521884,1025783.5317521374,0.999723082252777,0.24998616045863079,21.05002708240207,0.9973651792815327,7.8101705713713505,7.635628178207053,True,,7.642025686920048
1,0.5,21.105636651126904,7.831513528017439,0.9096331143332712,0.09036688566672879,0.00029784770643611757,1025924.1267586736,0.9998601053857606,0.1249933341226786,21.0777659893688,0.9986794683231403,7.820815522264852,7.638521963510961,True,,
1,0.25,21.105636651126904,7.831513528017439,0.9532429258031144,0.04675707419688557,0.00023833345074040146,1025995.3224689224,0.999929492339918,0.062496729292720515,21.09168483800521,0.9993389532212501,7.82615251511309,7.639964559406248,True,,
2,1.0,21.05002708240207,7.8101705713713505,0.8583229782157088,0.1416770217842912,0.0006549214414799636,1025499.2985155297,0.9997229070570962,0.24997442968692782,20.994848044698156,0.997378671415105,7.78889419591546,7.6291118167522685,True,,7.635628178207053
2,0.5,21.05002708240207,7.8101705713713505,0.9215977393525138,0.07840226064748623,0.0005354972328046013,1025639.5129345601,0.9998595971229083,0.12498743556128623,21.022371869106525,0.9986862148353878,7.799505973033072,7.632030082126953,True,,
2,0.25,21.05002708240207,7.8101705713713505,0.958906455765219,0.041093544234780954,0.00047598085184732513,1025711.1642213953,0.9999294474220484,0.06249377171827221,21.036183039268412,0.999342326588015,7.804826335333899,7.633484844093177,True,,
3,1.0,20.994848044698156,7.78889419591546,0.9053705746865646,0.09462942531343543,0.0008923565860742489,1025214.9654101343,0.9997227324501216,0.24996271089063857,20.940098538570535,0.9973922408959065,7.767684053073804,7.622532316582212,True,,7.6291118167522685
3,0.5,20.994848044698156,7.78889419591546,0.9438807023062603,0.05611929769373969,0.0007734520198251879,1025354.8139129874,0.9998591035840968,0.1249815429047495,20.967407774934912,0.9986929998395405,7.778262839172946,7.625474786322083,True,,
3,0.25,20.994848044698156,7.78889419591546,0.9697390517893816,0.03026094821061842,0.0007139877301283029,1025426.9062310575,0.999929403308195,0.062490817073984205,20.9811115177904,0.9993457191555514,7.7835666625489,7.6269417188904205,True,,
4,1.0,20.940098538570535,7.767684053073804,0.9732600752964471,0.02673992470355291,0.001129773422649332,1024927.6030359182,0.9997197006530216,0.24995100340960724,20.88577760279122,0.9974058891996492,7.746539777128119,7.615895405860133,False,root_mismatch,
4,0.5,20.940098538570535,7.767684053073804,0.9769084458705067,0.023091554129493264,0.00101087869300161,1025070.1299015419,0.9998587220970868,0.12497565584703559,20.912872726524995,0.9986998240722034,7.757085754159228,7.6188622789373905,False,root_mismatch,
4,0.25,20.940098538570535,7.767684053073804,0.9860254295193254,0.01397457048067463,0.0009514180058131519,1025142.5475976999,0.9999293586935749,0.06248786521279398,20.926469283684906,0.9993491312917882,7.762373129762712,7.6203414123448905,True,,7.622532316582212
5,1.0,20.926469283684906,7.762373129762712,0.9926411723090611,0.007358827690938874,0.0011891463197807911,1024858.0948541076,0.999722519219982,0.24994807487004964,20.872255331772095,0.997409312045053,7.741255648471142,7.61416865949547,False,root_mismatch,
5,0.5,20.926469283684906,7.762373129762712,0.9864622341831887,0.01353776581681132,0.0010702099687424263,1024998.826113999,0.9998597989179012,0.12497418323000302,20.899296997654446,0.9987015350911754,7.751793473988715,7.617141725235484,False,root_mismatch,
5,0.25,20.926469283684906,7.762373129762712,0.9907641264020545,0.009235873597945532,0.001010750567449943,1025070.1298086306,0.9999293538246583,0.06248712681029151,20.912866794198486,0.9993499864070704,7.757076763125767,7.6186239472866815,False,root_mismatch,
