run,outer_panel_count,pseudo_cfl,root_state_recovery,linear_gradient_recovery,linear_corner_treatment,linear_cusp_velocity_recovery,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,kinematic_convergence_integral,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,free_surface_nrmse,pressure_nrmse,regrid_geometry_relative_l2,regrid_maximum_selected_state_change
self_similar_wedge_30deg_v725_finalscore_n160,160,0.25,first_panel_midpoint,element,shared_node,connected_average,0,0.0,5.5629297431184125e-05,0.005060169856390366,0.0007479576643724109,0.5276208343859696,1.480534318774642,1.4806166798586182,3.1040562622390273,14.058485807330845,6.889586716612312,0.42133070908968506,0.045310806352381786,0.020940793708754308,8.216705295870754e-06,0.022627865473292364
self_similar_wedge_30deg_v725_quadpeak_n320,320,0.25,first_panel_midpoint,element,shared_node,connected_average,0,0.0,1.504931344700143e-08,0.005119070233700269,0.0005366017516729266,0.5276208343859696,1.4632281985220517,1.4632281765014719,3.1010074286528377,14.051281933072893,6.889107317844481,0.4211865376747311,0.04532652553103075,0.020094429200451902,1.0303290355000445e-05,0.03410621694237199
self_similar_wedge_30deg_v725_quadpeak_n640,640,0.25,first_panel_midpoint,element,shared_node,connected_average,0,0.0,2.6279342846785706e-08,0.005508739832591234,0.0004920956804370485,0.5276208343859696,1.454525386891357,1.4545253486673857,3.0987611451048607,14.047600911776035,6.888870691595267,0.4211139969244353,0.04532961257620201,0.019688157966323845,1.0826946075128597e-05,0.03985105389600637
