coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,free_surface_nrmse_relative_change,pressure_nrmse_relative_change,matched_pseudo_time_trajectory_available,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
160,320,0.0,0.011506069387785511,0.28257737405074485,0.0,0.011689104422053323,0.011744095277115727,0.0009822095118824862,0.0005124217754799309,6.958309511884134e-05,0.00034218112243818854,0.00034679866733221433,0.04041702144024192,False,0.0001178460936998309,0.00028054483954469925,0.0016357207857646263,0.01453499863610735
320,640,0.0,0.07073661322423898,0.08294059998336678,0.0,0.005947679001460608,0.005947690164697566,0.0007243721918308706,0.00026197049595836204,3.4347882576974904e-05,0.0001722295083225112,6.810217418187465e-05,0.020218102742571076,False,3.2790259568842165e-05,0.00014424545022625345,0.0008166163090763988,0.007141338566711102
