benchmark,source_row,fit_name,fit_order,fit_description,fit_component_set,fit_rank,fit_condition_number,fit_residual_sum_squares,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,provider_route,provider_formulation,gate_role,time_derivative_fit_scale,time_derivative_component_value,time_derivative_fit_contribution_value,pressure_gradient_fit_scale,pressure_gradient_component_value,pressure_gradient_fit_contribution_value,stokes_body_forward_fit_scale,stokes_body_forward_component_value,stokes_body_forward_fit_contribution_value,end_term_fit_scale,end_term_component_value,end_term_fit_contribution_value
ma2005_wigley_iii_coefficients,0,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498701420534465,wigley_iii,Fn0.4,1.0,A33,1.0,0.9208710674579894,73.62364184326626,0.9208710674579894,0.07912893254201059,0.07912893254201059,0.15,0.0,0.15,0.5275262169467373,61.93326292791528,-61.40573671096854,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.08949193513756612,10.289989439187291,0.9208710674579894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,1,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498701420534465,wigley_iii,Fn0.4,2.0,B33,2.1,0.0,0.0,0.0,2.1,1.0,0.15,0.0,0.315,6.666666666666667,23.957088011481964,-17.290421344815297,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.08949193513756612,-0.0,-0.0,0.0,9.045074513727819,0.0,0.0,-0.0,-0.0,0.0,0.6014082098890006,0.0
ma2005_wigley_iii_coefficients,2,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498701420534465,wigley_iii,Fn0.4,1.5,A35,-0.2,-0.09833875850819641,-23.586551228190917,0.49169379254098217,0.1016612414918036,0.508306207459018,0.3,0.0,0.06,1.6943540248633933,43.56310597361823,-41.868751948754834,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.08949193513756612,-1.0988560964407692,-0.09833875850819641,0.0,-1.6080132468849448,-0.0,0.0,0.0,0.0,0.0,-0.10691701509137799,-0.0
ma2005_wigley_iii_coefficients,3,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498701420534465,wigley_iii,Fn0.4,2.5,B35,0.13,0.3683484269831958,159.73432570652582,2.8334494383322752,0.2383484269831958,1.8334494383322752,0.3,0.0,0.039,6.111498127774252,163.9044915108257,-157.79299338305145,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.08949193513756612,4.115995775674917,0.3683484269831958,0.0,1.8232409617498313,0.0,0.0,-0.0,-0.0,0.0,0.5830384314974552,0.0
ma2005_wigley_iii_coefficients,4,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498701420534465,wigley_iii,Fn0.4,2.0,A53,0.15,0.1292919409997831,31.010672048797982,0.8619462733318876,0.020708059000216883,0.13805372666811255,0.3,0.0,0.045,0.4601790888937085,28.77184173102348,-28.311662642129768,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.08949193513756612,1.4447328778960564,0.1292919409997831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,5,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498701420534465,wigley_iii,Fn0.4,2.0,B53,-0.1,0.0,0.0,-0.0,0.1,1.0,0.3,0.0,0.03,3.3333333333333335,0.18956051844540994,3.1437728148879236,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.08949193513756612,-0.0,-0.0,0.0,-0.37998208414391305,-0.0,0.0,-4.115995775674919,-0.0,0.0,0.2856688996972753,0.0
ma2005_wigley_iii_coefficients,6,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498701420534465,wigley_iii,Fn0.4,1.0,A55,0.063,0.004685139240171919,3.371191940265705,0.0743672895265384,0.05831486075982808,0.9256327104734615,0.15,0.0,0.00945,6.170884736489744,2.8653879107530247,3.305496825736719,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.08949193513756612,0.05235264197796114,0.004685139240171919,0.0,0.1519928336575652,0.0,0.0,1.6463983102699673,0.0,0.0,-0.11426755987891021,-0.0
ma2005_wigley_iii_coefficients,7,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.498701420534465,wigley_iii,Fn0.4,1.0,B55,0.09,0.05171677639991323,67.28095303905431,0.5746308488879247,0.03828322360008677,0.42536915111207524,0.15,0.0,0.0135,2.835794340747168,131.03194792189163,-128.19615358114447,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.08949193513756612,0.5778931511584223,0.05171677639991323,0.0,1.004094890825823,0.0,0.0,0.43954243857630787,0.0,0.0,0.2769432549612913,0.0
ma2005_wigley_iii_coefficients,0,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1498413972525254,wigley_iii,Fn0.4,1.0,A33,1.0,0.0,0.0,0.0,1.0,1.0,0.15,0.0,0.15,6.666666666666667,61.93326292791528,-55.266596261248615,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,10.289989439187291,0.0,0.2215011052409997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,1,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1498413972525254,wigley_iii,Fn0.4,2.0,B33,2.1,2.0034940017779097,289.6051129742467,0.9540447627513856,0.09650599822209038,0.045955237248614465,0.15,0.0,0.315,0.3063682483240964,23.957088011481964,-23.650719763157866,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,-0.0,-0.0,0.2215011052409997,9.045074513727819,2.0034940017779097,0.0,-0.0,-0.0,0.0,0.6014082098890006,0.0
ma2005_wigley_iii_coefficients,2,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1498413972525254,wigley_iii,Fn0.4,1.5,A35,-0.2,-0.35617671142718377,-85.42898423581005,1.7808835571359192,0.15617671142718376,0.7808835571359187,0.3,0.0,0.06,2.6029451904530627,43.56310597361823,-40.960160783165165,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,-1.0988560964407692,-0.0,0.2215011052409997,-1.6080132468849448,-0.35617671142718377,0.0,0.0,0.0,0.0,-0.10691701509137799,-0.0
ma2005_wigley_iii_coefficients,3,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1498413972525254,wigley_iii,Fn0.4,2.5,B35,0.13,0.4038498881482509,175.12953726543168,3.1065376011403916,0.2738498881482509,2.1065376011403916,0.3,0.0,0.039,7.021792003801305,163.9044915108257,-156.8826995070244,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,4.115995775674917,0.0,0.2215011052409997,1.8232409617498313,0.4038498881482509,0.0,-0.0,-0.0,0.0,0.5830384314974552,0.0
ma2005_wigley_iii_coefficients,4,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1498413972525254,wigley_iii,Fn0.4,2.0,A53,0.15,0.0,0.0,0.0,0.15,1.0,0.3,0.0,0.045,3.3333333333333335,28.77184173102348,-25.438508397690146,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,1.4447328778960564,0.0,0.2215011052409997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,5,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1498413972525254,wigley_iii,Fn0.4,2.0,B53,-0.1,-0.08416645160965529,-36.49878867432371,0.8416645160965529,0.015833548390344718,0.15833548390344718,0.3,0.0,0.03,0.527784946344824,0.18956051844540994,0.33822442789941404,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,-0.0,-0.0,0.2215011052409997,-0.37998208414391305,-0.08416645160965529,0.0,-4.115995775674919,-0.0,0.0,0.2856688996972753,0.0
ma2005_wigley_iii_coefficients,6,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1498413972525254,wigley_iii,Fn0.4,1.0,A55,0.063,0.03366658064386211,24.224788102290983,0.5343901689501922,0.02933341935613789,0.46560983104980774,0.15,0.0,0.00945,3.104065540332052,2.8653879107530247,0.23867762957902716,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,0.05235264197796114,0.0,0.2215011052409997,0.1519928336575652,0.03366658064386211,0.0,1.6463983102699673,0.0,0.0,-0.11426755987891021,-0.0
ma2005_wigley_iii_coefficients,7,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1498413972525254,wigley_iii,Fn0.4,1.0,B55,0.09,0.2224081280847607,289.34190919911765,2.4712014231640085,0.1324081280847607,1.471201423164008,0.15,0.0,0.0135,9.808009487760053,131.03194792189163,-121.22393843413158,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,0.5778931511584223,0.0,0.2215011052409997,1.004094890825823,0.2224081280847607,0.0,0.43954243857630787,0.0,0.0,0.2769432549612913,0.0
ma2005_wigley_iii_coefficients,0,least_squares_time_gradient,2,Best-fit global scales for Eq.30 time and forward-speed pressure-gradient contributions.,time_derivative+pressure_gradient,2,1.2208945023544164,0.4844905312971417,wigley_iii,Fn0.4,1.0,A33,1.0,0.7496442483631298,59.934057656632234,0.7496442483631298,0.2503557516368702,0.2503557516368702,0.15,0.0,0.15,1.6690383442458012,61.93326292791528,-60.26422458366948,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0728517995857474,10.289989439187291,0.7496442483631298,0.2134212285507823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,1,least_squares_time_gradient,2,Best-fit global scales for Eq.30 time and forward-speed pressure-gradient contributions.,time_derivative+pressure_gradient,2,1.2208945023544164,0.4844905312971417,wigley_iii,Fn0.4,2.0,B33,2.1,1.930410915053161,279.0409507812751,0.9192432928824575,0.1695890849468391,0.08075670711754243,0.15,0.0,0.315,0.5383780474502828,23.957088011481964,-23.41870996403168,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0728517995857474,-0.0,-0.0,0.2134212285507823,9.045074513727819,1.930410915053161,0.0,-0.0,-0.0,0.0,0.6014082098890006,0.0
ma2005_wigley_iii_coefficients,2,least_squares_time_gradient,2,Best-fit global scales for Eq.30 time and forward-speed pressure-gradient contributions.,time_derivative+pressure_gradient,2,1.2208945023544164,0.4844905312971417,wigley_iii,Fn0.4,1.5,A35,-0.2,-0.423237806787597,-101.51358795800515,2.1161890339379847,0.22323780678759697,1.1161890339379847,0.3,0.0,0.06,3.7206301131266164,43.56310597361823,-39.84247586049161,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0728517995857474,-1.0988560964407692,-0.08005364411147964,0.2134212285507823,-1.6080132468849448,-0.34318416267611734,0.0,0.0,0.0,0.0,-0.10691701509137799,-0.0
ma2005_wigley_iii_coefficients,3,least_squares_time_gradient,2,Best-fit global scales for Eq.30 time and forward-speed pressure-gradient contributions.,time_derivative+pressure_gradient,2,1.2208945023544164,0.4844905312971417,wigley_iii,Fn0.4,2.5,B35,0.13,0.6889760253460109,298.7745101504885,5.299815579584699,0.5589760253460109,4.299815579584699,0.3,0.0,0.039,14.332718598615664,163.9044915108257,-149.57177291221004,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0728517995857474,4.115995775674917,0.29985769934525197,0.2134212285507823,1.8232409617498313,0.38911832600075885,0.0,-0.0,-0.0,0.0,0.5830384314974552,0.0
ma2005_wigley_iii_coefficients,4,least_squares_time_gradient,2,Best-fit global scales for Eq.30 time and forward-speed pressure-gradient contributions.,time_derivative+pressure_gradient,2,1.2208945023544164,0.4844905312971417,wigley_iii,Fn0.4,2.0,A53,0.15,0.10525139007542358,25.244545909590347,0.7016759338361572,0.04474860992457641,0.29832406616384277,0.3,0.0,0.045,0.9944135538794758,28.77184173102348,-27.777428177144003,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0728517995857474,1.4447328778960564,0.10525139007542358,0.2134212285507823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
