benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,prefix,row_idx,col_idx,candidate_name,candidate_order,candidate_class,candidate_description,candidate_is_current_default,reference_value,candidate_value,current_computed_value,raw_computed_value,documented_normalization_scale,required_normalization_scale,required_scale_over_documented,candidate_abs_error,candidate_rel_error,candidate_gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,current_gate_status,candidate_over_reference,candidate_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,1.0,10.289989439187291,10.289989439187291,822.6846556630239,79.95,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,61.93326292791528,61.93326292791528,0.0,FAIL,FAIL,10.289989439187291,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,1.0,-10.289989439187291,10.289989439187291,822.6846556630239,79.95,822.6846556630239,10.289989439187291,11.289989439187291,11.289989439187291,75.26659626124861,61.93326292791528,13.333333333333329,FAIL,FAIL,-10.289989439187291,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,Current magnitude with reference sign; checks pure A/B sign selection without changing magnitude.,False,1.0,10.289989439187291,10.289989439187291,822.6846556630239,79.95,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,61.93326292791528,61.93326292791528,0.0,FAIL,FAIL,10.289989439187291,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,length_power_0_eq34_scale,10,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^0 regardless of DOF rotational count.,False,1.0,10.289989439187291,10.289989439187291,822.6846556630239,79.95,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,61.93326292791528,61.93326292791528,0.0,FAIL,FAIL,10.289989439187291,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,length_power_1_eq34_scale,11,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^1 regardless of DOF rotational count.,False,1.0,3.429996479729097,10.289989439187291,822.6846556630239,79.95,822.6846556630239,10.289989439187291,2.429996479729097,2.429996479729097,16.199976531527312,61.93326292791528,-45.73328639638797,FAIL,FAIL,3.429996479729097,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,length_power_2_eq34_scale,12,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^2 regardless of DOF rotational count.,False,1.0,1.1433321599096988,10.289989439187291,822.6846556630239,79.95,822.6846556630239,10.289989439187291,0.14333215990969883,0.14333215990969883,0.9555477327313255,61.93326292791528,-60.977715195183954,PASS,FAIL,1.1433321599096988,improves_this_coefficient_only,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,per_coefficient_required_scale,99,diagnostic_per_coefficient_fit,Per-row scale raw/reference; exact by construction and never allowed as production default.,False,1.0,1.0,10.289989439187291,822.6846556630239,79.95,822.6846556630239,10.289989439187291,0.0,0.0,0.0,61.93326292791528,-61.93326292791528,PASS,FAIL,1.0,excluded_per_coefficient_fit_not_shared_convention,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,2.1,9.646482723616819,9.646482723616819,1394.399342597508,144.55002746065114,663.9996869511942,4.5935632017222945,7.546482723616819,3.5935632017222945,23.957088011481964,23.957088011481964,0.0,FAIL,FAIL,4.5935632017222945,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,2.1,-9.646482723616819,9.646482723616819,1394.399342597508,144.55002746065114,663.9996869511942,4.5935632017222945,11.746482723616818,5.5935632017222945,37.29042134481529,23.957088011481964,13.333333333333329,FAIL,FAIL,-4.5935632017222945,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,Current magnitude with reference sign; checks pure A/B sign selection without changing magnitude.,False,2.1,9.646482723616819,9.646482723616819,1394.399342597508,144.55002746065114,663.9996869511942,4.5935632017222945,7.546482723616819,3.5935632017222945,23.957088011481964,23.957088011481964,0.0,FAIL,FAIL,4.5935632017222945,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,length_power_0_eq34_scale,10,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^0 regardless of DOF rotational count.,False,2.1,9.646482723616819,9.646482723616819,1394.399342597508,144.55002746065114,663.9996869511942,4.5935632017222945,7.546482723616819,3.5935632017222945,23.957088011481964,23.957088011481964,0.0,FAIL,FAIL,4.5935632017222945,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,length_power_1_eq34_scale,11,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^1 regardless of DOF rotational count.,False,2.1,3.2154942412056062,9.646482723616819,1394.399342597508,144.55002746065114,663.9996869511942,4.5935632017222945,1.1154942412056061,0.5311877339074315,3.5412515593828764,23.957088011481964,-20.41583645209909,FAIL,FAIL,1.5311877339074316,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,length_power_2_eq34_scale,12,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^2 regardless of DOF rotational count.,False,2.1,1.0718314137352019,9.646482723616819,1394.399342597508,144.55002746065114,663.9996869511942,4.5935632017222945,1.0281685862647982,0.4896040886975229,3.2640272579834866,23.957088011481964,-20.69306075349848,FAIL,FAIL,0.5103959113024771,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
