stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.03881125709532329,3.212603986990231e-07,3.212603986990231e-07,24502.849633047317,2.9214643294480607
source,160,0.039945936293667376,4.3553349657560697e-07,4.3553349657560697e-07,48714.2370968809,2.9173876342129037
source,320,0.040491729598077085,9.051425365101284e-07,9.051425365101284e-07,114705.1060939743,2.914554108393818
candidate_factor_1,80,0.03373723615939703,2.5325506000024306e-05,2.5325506000024306e-05,24148.522867411986,2.928532776832058
candidate_factor_1,160,0.034918646147748186,4.334145249017453e-07,4.334145249017453e-07,48728.98064916466,2.9244558179873676
candidate_factor_1,320,0.03541535503936792,9.340844751301984e-07,9.340844751301984e-07,114756.0147386607,2.921629670449622
candidate_factor_0.5,80,0.036188582905522224,6.148286234513456e-06,6.148286234513456e-06,24179.396806799195,2.9250202545606174
candidate_factor_0.5,160,0.03734703371558839,4.22583538930835e-07,4.22583538930835e-07,48721.045695282126,2.9209432667165904
candidate_factor_0.5,320,0.03787025025869426,8.783553904021743e-07,8.783553904021743e-07,114730.66185393951,2.918112287780798
candidate_factor_0.25,80,0.03749718846345066,1.4813428021783042e-06,1.4813428021783042e-06,24200.05175424733,2.923246244680953
candidate_factor_0.25,160,0.038648138059970846,4.104434772615187e-07,4.104434772615187e-07,48717.40001973643,2.919168381615187
candidate_factor_0.25,320,0.039187038906480814,8.410414700421644e-07,8.410414700421644e-07,114718.09829214406,2.9163346997579005
candidate_factor_0.125,80,0.038156329431891275,3.4656130975170493e-07,3.4656130975170493e-07,24210.41258216456,2.922356848314725
candidate_factor_0.125,160,0.03930138845558742,3.8476362055062733e-07,3.8476362055062733e-07,48716.2643768195,2.9182774130969267
candidate_factor_0.125,320,0.03984504731722046,8.387569806016415e-07,8.387569806016415e-07,114711.58797559606,2.915444539422953
