reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,15.317593790605988,15.083614787358814,0.6790606454562462,0.3209393545437538,0.0008029106948537775,111401.5224457018,0.9945070184670242,0.3283100843937373,14.54722750336017,0.9497070951366873,14.544341692036271,2.555734501331621,False,displacement_limit,
1,0.5,15.317593790605988,15.083614787358814,0.8109661147200646,0.18903388527993537,0.000775302516234212,111800.48776612092,0.9980686736632101,0.1640956109382422,14.908166079658463,0.9732707554107735,14.824572160674228,2.5745347707958017,True,,2.5940723454574726
1,0.25,15.317593790605988,15.083614787358814,0.8981694274974721,0.10183057250252792,0.0008355160050501372,111908.68677475011,0.9990345911041081,0.08207662320384047,15.106715407085003,0.9862329301583703,14.9574421606915,2.5839893854472606,True,,
1,0.125,15.317593790605988,15.083614787358814,0.9472340864145425,0.05276591358545746,0.0008733517023399883,111962.71761765788,0.999516936868383,0.04109773632086268,15.210590745305346,0.9930143698309675,15.021536319701722,2.588729813176932,True,,
2,1.0,14.908166079658463,14.824572160674228,0.7425945728346957,0.25740542716530435,0.0007698753172861134,111184.42499773986,0.9944896235159899,0.3305873006511663,14.233184165597045,0.9547240143117,14.276777914147143,2.5362833825373197,False,displacement_limit,
2,0.5,14.908166079658463,14.824572160674228,0.8371485866214621,0.16285141337853792,0.000787600050784539,111401.30832075675,0.9964295374406098,0.16525593551830245,14.547081525080213,0.9757794115889993,14.559054069878316,2.555016945791968,True,,2.5745347707958017
2,0.25,14.908166079658463,14.824572160674228,0.9100169818274921,0.08998301817250787,0.0007353515355837045,111691.83260350826,0.9990281332833428,0.08266405359176801,14.721603266278215,0.9874858642985737,14.69449659627946,2.5644412428950383,True,,
2,0.125,14.908166079658463,14.824572160674228,0.9528230376473449,0.047176962352655116,0.0007574412701207621,111746.07030925348,0.999513262702936,0.04139523784717578,14.81335788268574,0.9936405191311838,14.760301622571676,2.5691667813332066,True,,
3,1.0,14.547081525080213,14.559054069878316,0.8522779263619609,0.14772207363803913,0.0007858912552417463,110967.02990057823,0.9961016736825794,0.33281867396281595,13.965292260171553,0.9600064615087491,14.00589607147644,2.5168521495448997,False,displacement_limit,
3,0.5,14.547081525080213,14.559054069878316,0.8870456461078308,0.11295435389216923,0.0007548666541643031,111184.2026074397,0.998051136482266,0.16639436547282735,14.233267297214292,0.9784276848022827,14.288811404201041,2.5355232873459967,True,,2.555016945791968
3,0.25,14.547081525080213,14.559054069878316,0.9335652309126633,0.0664347690873367,0.0007631849433519589,111292.78100384728,0.9990257964554514,0.08324087075315818,14.384306795352837,0.9888104889323167,14.425999921044024,2.544913794736783,True,,
3,0.125,14.547081525080213,14.559054069878316,0.9642540622724507,0.035745937727549304,0.0007677906223787413,111347.20275057854,0.9995143162712228,0.04168756162022591,14.464206117710395,0.9943029529856601,14.493070075361157,2.5496227605411628,True,,
4,1.0,14.233267297214292,14.288811404201041,1.006570743275469,-0.0065707432754689155,0.0009446918398792117,110567.5235962586,0.99445353732669,0.3349993851333197,13.742490211507523,0.9655190143304044,13.733118664115606,2.497446727307649,False,insufficient_objective_decrease,
4,0.5,14.233267297214292,14.288811404201041,0.9610682761091106,0.03893172389088939,0.0007709990151906272,110966.80444694516,0.9980447026294597,0.1675082962227047,13.965646427369268,0.9811975097314865,14.01543031799811,2.5160499705570523,True,,2.5355232873459967
4,0.25,14.233267297214292,14.288811404201041,0.969712061347313,0.030287938652686974,0.0007542774896262519,111075.53301172443,0.9990226164176713,0.08380575200845986,14.093748719496839,0.990197712527695,14.15362134171819,2.5254088028038173,True,,
4,0.125,14.233267297214292,14.288811404201041,0.9821142675223553,0.01788573247764469,0.0007543085396889858,111129.82957167862,0.9995109642105393,0.041974067624763044,14.162059993852687,0.9949971217518312,14.221552480444002,2.5301022663558883,True,,
5,1.0,13.965646427369268,14.01543031799811,1.1804444293937841,-0.18044442939378413,0.00107990530412804,110349.41714930677,0.9944362881781136,0.3371254989810861,13.563719588023933,0.9712203197012308,13.459716485875056,2.4780672568958346,False,insufficient_objective_decrease,
5,0.5,13.965646427369268,14.01543031799811,1.047775359941746,-0.04777535994174609,0.0009297196327237235,110567.3009050176,0.9963997920993914,0.16859551045501162,13.743141912155915,0.9840677253021888,13.740336452674862,2.4966026119447524,False,insufficient_objective_decrease,
5,0.25,13.965646427369268,14.01543031799811,1.0129367614630247,-0.012936761463024693,0.0008752920183956591,110676.3934584032,0.9973829019033141,0.08435753454019852,13.848849774605203,0.9916368602505092,13.878866632909928,2.5059262289487356,False,insufficient_objective_decrease,
5,0.125,13.965646427369268,14.01543031799811,1.0035765166694504,-0.003576516669450358,0.0008670038043834291,110730.57934280155,0.9978712090565802,0.04225416820967263,13.90584099979988,0.9957176756636066,13.947295194361766,2.510602239306607,False,insufficient_objective_decrease,
