row,case_name,coefficient,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,mode_name,station_local_index,active_station_index,solve_order_rank,expected_previous_station_local_index,history_steps,history_dt_s,history_quadrature_count,history_k_max,control_panel_count,control_radius_m,history_convolution_rule,stored_rhs_norm,expected_rhs_norm,rhs_residual_norm,rhs_relative_residual,rhs_max_abs_residual,lag0_potential_norm,expected_lag0_potential_norm,lag0_potential_residual_norm,lag0_potential_relative_residual,lag0_normal_derivative_norm,expected_lag0_normal_derivative_norm,lag0_normal_derivative_residual_norm,lag0_normal_derivative_relative_residual,max_lag0_relative_residual,full_history_potential_norm,full_history_normal_derivative_norm,a1_control_history_inheritance_status,a1_control_history_inheritance_validity_status,relative_tolerance,diagnostic_status,gate_role,is_hard_gate,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,28,29,10,29,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.0011210256713356213,0.0011210256713356213,0.0,0.0,0.0,0.010778929487459251,0.010778929487459251,0.0,0.0,0.017945888009514112,0.017945888009514112,0.0,0.0,0.0,0.01554578715677835,0.025040380067576324,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,27,28,11,28,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.0010700813541263815,0.0010700813541263815,0.0,0.0,0.0,0.00945454091387,0.00945454091387,0.0,0.0,0.017213107786143753,0.017213107786143753,0.0,0.0,0.0,0.014337840311136833,0.02486656341570795,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,26,27,12,27,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.0008905602808199384,0.0008905602808199384,0.0,0.0,0.0,0.007100421037480754,0.007100421037480754,0.0,0.0,0.015312779819775234,0.015312779819775234,0.0,0.0,0.0,0.011823887803998356,0.023038496163298467,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,25,26,13,26,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.000547435397262766,0.000547435397262766,0.0,0.0,0.0,0.0040971813918080115,0.0040971813918080115,0.0,0.0,0.013582888207041966,0.013582888207041966,0.0,0.0,0.0,0.00819773592322155,0.020468905145461867,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,24,25,14,25,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,3.437849275707514e-05,3.437849275707514e-05,0.0,0.0,0.0,0.004727454480982874,0.004727454480982874,0.0,0.0,0.01622207319631752,0.01622207319631752,0.0,0.0,0.0,0.006255854955730902,0.021157752972177434,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,23,24,15,24,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.0007706777424305874,0.0007706777424305874,0.0,0.0,0.0,0.010971385185113326,0.010971385185113326,0.0,0.0,0.026243396729120086,0.026243396729120086,0.0,0.0,0.0,0.0119465525885039,0.030852415313370105,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,22,23,16,23,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.001804717834261502,0.001804717834261502,0.0,0.0,0.0,0.01961423508477343,0.01961423508477343,0.0,0.0,0.04258362719367089,0.04258362719367089,0.0,0.0,0.0,0.02247419655607028,0.050020807439020196,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,21,22,17,22,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.0031222333722190137,0.0031222333722190137,0.0,0.0,0.0,0.03013721495120112,0.03013721495120112,0.0,0.0,0.06440884308313725,0.06440884308313725,0.0,0.0,0.0,0.03595789124761987,0.07721311010623613,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,20,21,18,21,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.004737174132966946,0.004737174132966946,0.0,0.0,0.0,0.04240041241769904,0.04240041241769904,0.0,0.0,0.09150433704885721,0.09150433704885721,0.0,0.0,0.0,0.052019676067867504,0.11189969957984275,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,19,20,19,20,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.006652881737224559,0.006652881737224559,0.0,0.0,0.0,0.05626125572288446,0.05626125572288446,0.0,0.0,0.12374909069569459,0.12374909069569459,0.0,0.0,0.0,0.07044944193325285,0.15390542923094724,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,18,19,20,19,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.00885982108500731,0.00885982108500731,0.0,0.0,0.0,0.0715234807962483,0.0715234807962483,0.0,0.0,0.16089679510804025,0.16089679510804025,0.0,0.0,0.0,0.0909996549483958,0.2029818122986637,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,17,18,21,18,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.011335795528906843,0.011335795528906843,0.0,0.0,0.0,0.08795017692234794,0.08795017692234794,0.0,0.0,0.2025446473448035,0.2025446473448035,0.0,0.0,0.0,0.11336155400259651,0.2586737575481315,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,16,17,22,17,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.014044136521395731,0.014044136521395731,0.0,0.0,0.0,0.10522734063318159,0.10522734063318159,0.0,0.0,0.24801105647912958,0.24801105647912958,0.0,0.0,0.0,0.13714235974856176,0.32020902283340613,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,15,16,23,16,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.01692845814783098,0.01692845814783098,0.0,0.0,0.0,0.12294807211606931,0.12294807211606931,0.0,0.0,0.29624234083300893,0.29624234083300893,0.0,0.0,0.0,0.16183022478446296,0.3863534762857902,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,14,15,24,15,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.01991304588485783,0.01991304588485783,0.0,0.0,0.0,0.1406508812272423,0.1406508812272423,0.0,0.0,0.3458758000759485,0.3458758000759485,0.0,0.0,0.0,0.1868124696776369,0.4554004760432274,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,13,14,25,14,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.02290633818603958,0.02290633818603958,0.0,0.0,0.0,0.1578319160997359,0.1578319160997359,0.0,0.0,0.39525764281210984,0.39525764281210984,0.0,0.0,0.0,0.21140857156159468,0.5252224988322215,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,12,13,26,13,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.025803238001916615,0.025803238001916615,0.0,0.0,0.0,0.1739595616733159,0.1739595616733159,0.0,0.0,0.4424844810333854,0.4424844810333854,0.0,0.0,0.0,0.23488900109900052,0.5933136777091607,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,11,12,27,12,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.028488665669507873,0.028488665669507873,0.0,0.0,0.0,0.18849073889871482,0.18849073889871482,0.0,0.0,0.4854741924316584,0.4854741924316584,0.0,0.0,0.0,0.2564969546566892,0.6568696274547601,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_history_inheritance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,10,11,28,11,2,0.03456848184522294,16,15.0,10,0.8999999999999999,trapezoid,0.030842412352518653,0.030842412352518653,0.0,0.0,0.0,0.2008887395601717,0.2008887395601717,0.0,0.0,0.5220644310917062,0.5220644310917062,0.0,0.0,0.0,0.2754724021252546,0.7129070498517164,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,a1_eq24_station_control_history_inheritance_diagnostic_not_hard_gate,1e-10,PASS,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
