case_name,coefficient,mode_name,station_rows,pass_rows,fail_rows,max_rhs_relative_residual,max_rhs_residual_norm,max_lag0_relative_residual,max_lag0_potential_relative_residual,max_lag0_normal_derivative_relative_residual,max_stored_rhs_norm,max_full_history_potential_norm,max_full_history_normal_derivative_norm,first_history_dt_s,first_history_steps,first_control_panel_count,first_control_radius_m,relative_tolerance,a1_grid_recommendation_status,error_rows,a1_control_history_inheritance_status,diagnostic_conclusion,gate_role
a1_history_inheritance_recommended,A33,heave,39,39,0,0.0,0.0,0.0,0.0,0.0,0.0347635009821243,0.3110540695729599,0.8068455754089264,0.03456848184522294,2,10,0.8999999999999999,1e-10,A1_GRID_RECOMMENDED,0,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,station_control_history_rhs_reconstructs_from_solve_order,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate
a1_history_inheritance_recommended,A33,pitch,39,39,0,0.0,0.0,0.0,0.0,0.0,0.0435391507273805,0.583373770903157,1.0240427444775648,0.03456848184522294,2,10,0.8999999999999999,1e-10,A1_GRID_RECOMMENDED,0,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,station_control_history_rhs_reconstructs_from_solve_order,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate
a1_history_inheritance_recommended,A53,heave,39,39,0,0.0,0.0,0.0,0.0,0.0,0.0695270019642486,0.6221081391459198,1.6136911508178529,0.03456848184522294,2,10,0.8999999999999999,1e-10,A1_GRID_RECOMMENDED,0,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,station_control_history_rhs_reconstructs_from_solve_order,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate
a1_history_inheritance_recommended,A53,pitch,39,39,0,0.0,0.0,0.0,0.0,0.0,0.07131206025108118,0.9959198162312141,1.6906098577286732,0.03456848184522294,2,10,0.8999999999999999,1e-10,A1_GRID_RECOMMENDED,0,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate,station_control_history_rhs_reconstructs_from_solve_order,diagnostic_a1_eq24_station_control_history_inheritance_not_hard_gate
