case_code,fn_b,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wave_amplitude_m,source_wave_amplitude_m,wave_amplitude_scale,component,heave_force_real_n_per_m,heave_force_imag_n_per_m,pitch_moment_real_nm_per_m,pitch_moment_imag_nm_per_m,response_calibration_used
C7,2.82,3.14,8.924826727941545,1.006,0.0175,0.035,0.5,total,4481.0750615227835,-4065.473696287446,1763.3005093277302,-773.7839808606246,False
C7,2.82,3.14,8.924826727941545,1.006,0.0175,0.035,0.5,bem,2798.3237148805406,-3505.234699359008,571.5513631347505,-240.68956844329557,False
C7,2.82,3.14,8.924826727941545,1.006,0.0175,0.035,0.5,front,1682.7513466422447,-560.2389969284416,1191.7491461929792,-533.0944124173293,False
C7,2.82,3.14,8.924826727941545,1.006,0.0175,0.035,0.5,transom,0.0,0.0,0.0,0.0,False
C7,2.82,3.14,8.924826727941545,1.006,0.0175,0.035,0.5,raw_bem,2798.3237148805406,-3505.234699359008,571.5513631347505,-240.68956844329557,False
C7,2.82,3.14,8.924826727941545,1.006,0.0175,0.035,0.5,resolved_station,2840.3480371028204,-3337.7673190647242,543.5255889909058,-350.3654898704593,False
C7,2.82,3.14,8.924826727941545,1.006,0.0175,0.035,0.5,transom_extrapolation,-42.02432222228055,-167.46738029427885,28.02577414384467,109.67592142716423,False
C7,2.82,3.14,8.924826727941545,1.006,0.0175,0.035,0.5,pre_chine_bem,1633.2906960107944,-1938.8866895591125,620.7697500283199,-750.4752590323692,False
C7,2.82,3.14,8.924826727941545,1.006,0.0175,0.035,0.5,post_chine_bem,1165.033018869746,-1566.3480097998936,-49.21838689356931,509.7856905890745,False
