case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C7,8.924826727941545,0.0014305431266172946,16,0.03188729997536291,2.2255612078926985e-15,3.253608257082593e-15,7.216449660063518e-13,8,11,False
