case,frequency_index,omega,coefficient,old_value,new_value,heave_real,heave_imag,pitch_real,pitch_imag,scaled_response_norm
fn167,0,16.734,A33,67.30271545558877,64.98308980475369,-0.0027734917579527946,0.005050475483436005,-0.0006362916149009303,-0.0021124058220947936,0.007125298712971404
fn167,0,16.734,B33,335.6596404750668,390.25948489645145,-0.007104049930561978,-0.0039012215770809263,0.0029713314088917666,-0.0008950142253891012,0.010022517284388523
fn167,0,16.734,A35,7.379201640649756,11.42116818493255,0.019982503810675747,0.012297518865200677,-0.008719672111522383,0.0021624276645763373,0.029015308149805297
fn167,0,16.734,B35,-187.5064317334761,-349.99794264426544,-0.02954307488135282,0.04800517997709761,-0.005194931036118818,-0.020947796783668187,0.06970523328904334
fn167,0,16.734,A53,7.801680648536629,8.466246285489259,-0.0021613474147937585,-0.00010171011459323517,0.0022673687111058566,-0.006872443068938666,0.013919146760106492
fn167,0,16.734,B53,228.12909481651275,94.26939425595673,0.0012242675740047775,-0.026015775979344402,0.08272244345750741,0.02729193652392693,0.1675424327694686
fn167,0,16.734,A55,14.203101997296715,10.778654424451657,-0.0025106690666834588,0.025934705038657666,-0.08130677850409476,-0.03136388289050213,0.1676156454775938
fn167,0,16.734,B55,21.38722561646348,32.41782169791281,-0.004992177385057055,-0.00048327927066751025,0.006037241088346949,-0.01565076064273579,0.03226437445452799
fn167,1,13.7884,A33,71.84980390335848,64.94618573042672,-0.02037111396083903,0.032481453188207776,-0.0076021098404799575,-0.013656138404288781,0.048496245129312734
fn167,1,13.7884,B33,385.10793309239205,415.0843297465176,-0.010228789485292518,-0.006415102030040153,0.004300477694458592,-0.0023939932967829984,0.015272034763363786
fn167,1,13.7884,A35,10.093355494752243,13.975068046014794,0.039197525229105364,0.0176970714174673,-0.014019936780109887,0.01052637526804476,0.05439865334587287
fn167,1,13.7884,B35,-159.013207672929,-346.23341716979894,-0.061903739496588985,0.13711157815063935,-0.03682089409399219,-0.049041250595731375,0.1902845949055958
fn167,1,13.7884,A53,5.345467527295584,8.48916047289439,-0.028957813433250382,-0.0033937590043884684,0.021320461690147587,-0.0712657687686049,0.14431058541688527
fn167,1,13.7884,B53,214.89121330673194,94.18878385132732,0.009450243881328854,-0.08063577845697628,0.19844629344123435,0.05936884804545201,0.4018465144647614
fn167,1,13.7884,A55,15.19190765017973,11.347005272257581,0.001380001644913996,0.0711254277756498,-0.1793331991099322,-0.027953299117701533,0.3521087450740089
fn167,1,13.7884,B55,12.994687004037214,33.30886570607164,-0.027253668477349086,0.0005287856748969685,0.01071107718894914,-0.06871645919573345,0.1349201728036256
fn167,2,11.104800000000001,A33,80.80085753707714,65.13665261505008,-0.1125711223563326,0.2122853673019516,-0.10245086716152403,-0.07081619140588709,0.337242425001872
fn167,2,11.104800000000001,B33,377.78920064813997,433.7797331277952,-0.06833065126705828,-0.036234518668122995,0.022794394830493038,-0.03297699961610804,0.10855196864550035
fn167,2,11.104800000000001,A35,15.91985995621865,18.555067240704858,0.07721181274031698,0.021128164510978546,-0.015556704267990511,0.038464434886333915,0.11235107598924482
fn167,2,11.104800000000001,B35,-164.08905088630135,-343.97983135579017,-0.12988085898590315,0.4746430555934084,-0.23645186219789663,-0.09563150231371868,0.6906541384553881
fn167,2,11.104800000000001,A53,0.8191722631700701,8.411858592163213,-0.2695547094991732,-0.014483135129303017,0.03202780597729367,-0.480733278210943,0.9543897315846822
