iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.01595555137036167,8.163464332220675,0.1458152954407185,2.0602082773923254,2.051104110729969,0.004419051589230596,0.5529211477752627,8.489122578864219,55829.050858812036,,,0.005736560501069789,,,,,,,,492.0,246.0,684.0,5.1493965741515e-05,0.0031045195075561573
1,0.0009904990475396377,0.01548647886118965,8.162568499054279,0.14171087790368403,2.0626720386585657,2.09215025010441,0.014291274082046928,0.5528980257698242,8.24839985797754,39558.136512926736,0.0009904990475396377,0.24859920377353958,0.005519999706399426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,245.0,682.0,0.00012647969325203605,0.007822024107085915
2,0.0019855991305069457,0.015127169272854719,8.161696280752162,0.1376117191429356,2.0725717774428194,2.133166322670555,0.029236403721804128,0.5529391228648879,8.008472584738556,39457.51976076643,0.0009951000829673078,0.24848741538727992,0.005362446867923363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,245.0,682.0,6.828470572830166e-05,0.004319693005653981
3,0.0029851584894106855,0.015951643832533526,8.165592404918476,0.15032943032185225,2.088523568261663,1.9986491810503364,0.04303249844871588,0.5530451289426279,8.752877216537952,41161.796766526386,0.0009995593589037398,0.24835660775546692,0.005748429938926396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,246.0,684.0,0.0001345685416704151,0.007779151468357048
4,0.003969140030732493,0.015490203046685995,8.164344327982615,0.1462315418563635,2.075629982953515,2.041749753106826,0.01632286588888031,0.5529507621852123,8.51326054009085,52444.03396836611,0.0009839815413218076,0.24869570625997123,0.005521965895938675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,246.0,684.0,6.56455715057266e-05,0.003918077137037026
5,0.004957921023836755,0.015167828348834752,8.163263601488161,0.14213143675063147,2.0734207369165114,2.083801673713245,0.005006671637793876,0.5529165692978564,8.273134591842677,74109.98301899913,0.0009887809931042617,0.24861225728394434,0.005382925160460541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,246.0,684.0,1.7226786500008041e-06,0.00010564643139424098
6,0.005951321778316777,0.014936179941200538,8.162331027259809,0.13803552016883644,2.079708775174014,2.125508174971643,0.02202202555682191,0.552945873797213,8.033394970878312,39480.615394780914,0.0009934007544800218,0.24850609240995178,0.005298454365973001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,245.0,682.0,8.134176815183621e-05,0.005113652891355825
7,0.006949199905081806,0.014755473037499621,8.161537457214369,0.13395146714496114,2.0928513398847155,2.1674733594548696,0.03565567135516882,0.5530420267215317,7.7944803855626805,39384.24468881129,0.0009978781267650288,0.24837940550140955,0.005241863472981365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,245.0,682.0,2.6475551036348214e-05,0.001701077886635873
8,0.007450341094512007,0.014974701388456309,8.165530549511809,0.14890845273763006,2.091148183989817,2.01086002719299,0.03839429334158461,0.5530166885263608,8.670548164904275,42736.52433347082,0.0005011411894302012,0.12531422286910843,0.00507984052763606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,492.0,246.0,684.0,0.0001217795963386675,0.007093756374656379
9,0.008434689062750775,0.014610730460903304,8.16430568178888,0.1448068191093306,2.080101648188715,2.053953987122006,0.012570376591681386,0.5529335854168824,8.429636097411105,57501.80064272365,0.0009843479682387691,0.2487167080924354,0.004917021562712676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,246.0,684.0,4.561757170056138e-05,0.0027418701279976867
10,0.009423797238513047,0.01437881105940204,8.16325013980063,0.14070378308892378,2.0793954813640285,2.096129086208814,0.008047341159849446,0.5529110953107199,8.189333673363869,39550.19362424139,0.0009891081757622715,0.24863538431022572,0.004837678946689722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,245.0,682.0,0.0001219665511791231,0.007533051567021367
11,0.010417362279904186,0.014234908259588832,8.162343780327134,0.13660647027448689,2.0869309240076652,2.138063377167277,0.024501267661230824,0.5529525297324129,7.949509269021389,39446.82329667365,0.0009935650413911395,0.24853151169579077,0.004813397281496696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,245.0,682.0,6.249894170990309e-05,0.003953964339074851
12,0.011415237214787523,0.014142134397099134,8.161575999522494,0.13252275495380048,2.1011325844480644,2.180342378575262,0.0376986177423947,0.5530611997843209,7.710613871434976,39350.79349726797,0.0009978749348833358,0.2484081432384024,0.004820388140993181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,245.0,682.0,8.307451014531796e-06,0.0005370143582579969
