speed_mps,fn_b,wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,heave_rao_m_per_m,pitch_rao_rad_per_m,bow_vertical_rao_m_per_m,heave_accel_rao_mps2_per_m,bow_accel_rao_mps2_per_m,heave_phase_rad,pitch_phase_rad
9.394671362000908,3.0,0.8,7.853981633974483,66.9476131373372,6.290122264668209,0.07016712704943717,0.297035419074382,1.267655900301281,314.4878639135643,5681.612074302163,-2.0789059195902233,-0.035679847929557855
9.394671362000908,3.0,0.8452830188679246,7.433232617868707,60.364996295466234,5.634232602504144,0.06964716753273915,0.27608267661493563,1.1814035582048812,253.78959665010888,4304.955149495198,-2.0048745036345976,-0.03866456883067335
9.394671362000908,3.0,0.8905660377358491,7.0552716372991116,54.7409972600931,5.07582690073341,0.0693775011201642,0.2569800691609351,1.102927795651242,207.89500898253362,3305.007823600584,-1.9355836335779957,-0.04152306860493881
9.394671362000908,3.0,0.9358490566037736,6.713887525816896,49.896512628040064,4.596501935861862,0.06925335519043044,0.2394408582159577,1.0310080067124872,172.41744488150616,2566.86142759341,-1.870868383846969,-0.04419292816811604
9.394671362000908,3.0,0.9811320754716981,6.404015793856117,45.69253908212733,4.182000814545089,0.0691848964021054,0.2232297215377022,0.964638574786875,144.44478902736103,2013.9802568021792,-1.810370024828303,-0.04660179573549733
9.394671362000908,3.0,1.0264150943396226,6.121485685303641,42.019844442428614,3.8211404501412196,0.06909513626333262,0.20815117912950704,0.9029802652235656,121.99902455242305,1594.3627512002513,-1.7535976854655932,-0.048665083848203346
9.394671362000908,3.0,1.0716981132075474,5.8628313605725,38.79161749287676,3.505049284160482,0.06891793038699921,0.19404094614377257,0.845323941453098,103.70698405313142,1272.0346653436952,-1.6999729629915075,-0.05028290142774568
9.394671362000908,3.0,1.116981132075472,5.625149008116859,35.93815318871325,3.2266167716312992,0.06859617797872115,0.18075938437119465,0.7910631284519213,88.59545229176878,1021.6982596068269,-1.6488567700132004,-0.05133590457014314
9.394671362000908,3.0,1.1622641509433964,5.405987358449968,33.402953270567664,2.9800899715724394,0.06808030022560707,0.16818648419068788,0.7396730434157323,75.96109109119399,825.2955883333447,-1.5995597402341166,-0.051679593168152786
9.394671362000908,3.0,1.207547169811321,5.203262832508094,31.139827034530878,2.76077397522703,0.06732705230748148,0.15621798267977752,0.6906944483444049,65.28629042726506,669.7586899419574,-1.5513376723790435,-0.051136331343336436
9.394671362000908,3.0,1.2528301886792454,5.015193091574067,29.110709261257014,2.564806712360719,0.06629871816647151,0.14476234330366455,0.6437211895788267,56.18374773333754,545.5108322771601,-1.5033724663944674,-0.049483963533344714
9.394671362000908,3.0,1.29811320754717,4.840244495356367,27.28399934837771,2.388987755739994,0.06496275693609892,0.13373840896329092,0.5983906643173135,48.35935597298373,445.45195603530243,-1.4547371707196595,-0.046439217488360135
9.394671362000908,3.0,1.3433962264150945,4.67709018652413,25.63328396167195,2.2306468175044816,0.06329202312195416,0.12307360790182967,0.5543767590430969,41.586988784218775,364.26170192306216,-1.4043411356480846,-0.04163290951516018
