case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,-5.341725640161073e-14,-1.596867024389829e-14,1.8161867176547648e-10,5.429347882925418e-11
fn167,1.7902623815836317e-05,1,-2.5171620198505254e-14,-1.268244483648744e-14,8.558350867491786e-11,4.3120312444057295e-11
fn167,1.7902623815836317e-05,2,-1.0511755068799218e-14,-1.1078732530734357e-14,3.5739967233917343e-11,3.7667690604496814e-11
fn167,1.7902623815836317e-05,3,-1.8997979398593242e-15,-3.870320352610408e-15,6.459312995521703e-12,1.3159089198875387e-11
fn167,1.7902623815836317e-05,4,-1.9056270530771585e-15,-6.8742287554932825e-15,6.479131980462339e-12,2.337237776867716e-11
fn167,1.7902623815836317e-05,5,-6.609901491243383e-16,-5.995096386019918e-15,2.24736650702275e-12,2.0383327712467722e-11
fn167,1.7902623815836317e-05,6,3.452865574539661e-16,-4.219177157406993e-15,-1.1739742953434846e-12,1.4345202335183776e-11
fn167,1.7902623815836317e-05,7,1.1580570963661719e-15,-8.794468152949424e-16,-3.937394127644984e-12,2.990119172002804e-12
fn167,1.7902623815836317e-05,8,2.4484581945806154e-15,-3.142844014784075e-15,-8.324757861574092e-12,1.0685669650265855e-11
fn167,1.7902623815836317e-05,9,2.42990442273382e-15,-2.1416239399537573e-15,-8.261675037294987e-12,7.281521395842775e-12
fn167,1.7902623815836317e-05,10,3.0076251929780126e-15,-7.01540290613017e-17,-1.0225925656125243e-11,2.3852369880842577e-13
fn167,1.7902623815836317e-05,11,2.524345048503409e-15,-3.0292302953668074e-16,-8.58277316491159e-12,1.0299383004247144e-12
fn167,1.7902623815836317e-05,12,2.5223977608118335e-15,1.2877606537549524e-16,-8.576152386760234e-12,-4.3783862227668383e-13
fn167,1.7902623815836317e-05,13,3.928162744249981e-15,2.6411042578731966e-16,-1.3355753330449934e-11,-8.979754476768869e-13
fn167,1.7902623815836317e-05,14,3.278986748934574e-15,1.39776661746456e-15,-1.1148554946377553e-11,-4.752406499379504e-12
fn167,1.7902623815836317e-05,15,3.761176291702542e-15,6.754248461639325e-16,-1.2787999391788642e-11,-2.2964444769573703e-12
fn167,1.7902623815836317e-05,16,3.0137662524593996e-15,5.241806950299143e-16,-1.0246805258361958e-11,-1.7822143631017087e-12
fn167,1.7902623815836317e-05,17,2.5254139029373577e-15,7.59755557631324e-16,-8.586407269987016e-12,-2.5831688959465015e-12
fn167,1.7902623815836317e-05,18,2.2741607407867e-15,8.691144581665973e-16,-7.73214651867478e-12,-2.954989157766431e-12
fn167,1.7902623815836317e-05,19,3.699070703580061e-15,1.4527291873051316e-15,-1.2576840392172207e-11,-4.939279236837448e-12
fn167,1.7902623815836317e-05,20,2.009868543571364e-15,9.63376103666306e-16,-6.8335530481426385e-12,-3.2754787524654403e-12
fn167,1.7902623815836317e-05,21,3.0761120683397454e-15,1.522527472992158e-15,-1.0458781032355135e-11,-5.1765934081733375e-12
fn167,1.7902623815836317e-05,22,6.247253092676289e-15,3.8293072525949465e-15,-2.1240660515099383e-11,-1.3019644658822817e-11
fn167,1.7902623815836317e-05,23,4.483051973638949e-15,2.6729738310584547e-15,-1.5242376710372427e-11,-9.088111025598747e-12
fn167,1.7902623815836317e-05,24,3.994988257808764e-15,2.497835505215745e-15,-1.3582960076549797e-11,-8.492640717733533e-12
fn167,1.7902623815836317e-05,25,5.219668990053372e-15,3.165110614234807e-15,-1.7746874566181466e-11,-1.0761376088398344e-11
fn167,1.7902623815836317e-05,26,4.94909472892965e-15,3.0612121360138148e-15,-1.682692207836081e-11,-1.040812126244697e-11
fn167,1.7902623815836317e-05,27,5.115955661280696e-15,3.2136792591390016e-15,-1.739424924835437e-11,-1.0926509481072606e-11
fn167,1.7902623815836317e-05,28,6.199114099676256e-15,3.4710281004054006e-15,-2.107698793889927e-11,-1.1801495541378362e-11
fn167,1.7902623815836317e-05,29,5.434767559214566e-15,2.373186165458627e-15,-1.8478209701329526e-11,-8.068832962559331e-12
fn167,1.7902623815836317e-05,30,5.304498543497694e-15,2.378779498842423e-15,-1.803529504789216e-11,-8.087850296064237e-12
fn167,1.7902623815836317e-05,31,6.0948658211051795e-15,3.529805499596007e-15,-2.072254379175761e-11,-1.2001338698626424e-11
fn167,1.7902623815836317e-05,32,5.115955661280697e-15,3.213679259139003e-15,-1.739424924835437e-11,-1.092650948107261e-11
fn167,1.7902623815836317e-05,33,4.681044170849307e-15,2.9265731256963153e-15,-1.591555018088764e-11,-9.950348627367472e-12
fn167,1.7902623815836317e-05,34,5.7961115820433445e-15,3.5413177839849326e-15,-1.9706779378947372e-11,-1.2040480465548772e-11
fn167,1.7902623815836317e-05,35,4.576814077783628e-15,2.8802628932200192e-15,-1.5561167864464335e-11,-9.792893836948065e-12
fn167,1.7902623815836317e-05,36,4.4830519736389355e-15,2.6729738310584567e-15,-1.5242376710372382e-11,-9.088111025598753e-12
fn167,1.7902623815836317e-05,37,6.699413772464774e-15,3.967977764914328e-15,-2.277800682638023e-11,-1.3491124400708716e-11
fn167,1.7902623815836317e-05,38,2.6504038737914887e-15,1.4157426726161049e-15,-9.011373170891061e-12,-4.813525086894756e-12
fn167,1.7902623815836317e-05,39,3.620473858363782e-15,1.8518540252360765e-15,-1.230961111843686e-11,-6.2963036858026596e-12
fn167,1.7902623815836317e-05,40,4.071871772981908e-15,1.4955414941540624e-15,-1.3844364028138487e-11,-5.0848410801238126e-12
fn167,1.7902623815836317e-05,41,2.620395830068779e-15,8.794520420530118e-16,-8.909345822233848e-12,-2.9901369429802403e-12
fn167,1.7902623815836317e-05,42,2.52541390293738e-15,7.597555576313072e-16,-8.586407269987091e-12,-2.5831688959464446e-12
fn167,1.7902623815836317e-05,43,2.1368269210569882e-15,6.93763782481456e-16,-7.26521153159376e-12,-2.3587968604369504e-12
fn167,1.7902623815836317e-05,44,3.868001523745149e-15,1.2962329831396126e-15,-1.3151205180733507e-11,-4.407192142674683e-12
fn167,1.7902623815836317e-05,45,3.5153246008438304e-15,1.2704975822589151e-15,-1.1952103642869024e-11,-4.3196917796803115e-12
fn167,1.7902623815836317e-05,46,4.045547547710883e-15,6.546699728911427e-16,-1.3754861662217002e-11,-2.225877907829885e-12
fn167,1.7902623815836317e-05,47,3.5313568651362903e-15,1.8028649152551762e-16,-1.2006613341463387e-11,-6.129740711867599e-13
fn167,1.7902623815836317e-05,48,3.18686586716735e-15,1.6355120939163544e-16,-1.083534394836899e-11,-5.560741119315605e-13
fn167,1.7902623815836317e-05,49,2.337886214208263e-15,-5.444805862718383e-16,-7.948813128308094e-12,1.85123399332425e-12
fn167,1.7902623815836317e-05,50,2.2826201274532028e-15,-1.4719899619440908e-15,-7.76090843334089e-12,5.004765870609909e-12
fn167,1.7902623815836317e-05,51,2.4484581945809933e-15,-3.1428440147837e-15,-8.324757861575377e-12,1.068566965026458e-11
fn167,1.7902623815836317e-05,52,1.4765146422141594e-15,-1.5070126935405092e-15,-5.020149783528142e-12,5.123843158037731e-12
fn167,1.7902623815836317e-05,53,8.406369575852285e-16,-2.9663896653731866e-15,-2.858165655789777e-12,1.0085724862268835e-11
fn167,1.7902623815836317e-05,54,-3.711523151584438e-16,-4.865293887293234e-15,1.2619178715387089e-12,1.6541999216796997e-11
fn167,1.7902623815836317e-05,55,-2.273993410134418e-15,-7.141754451137152e-15,7.73157759445702e-12,2.4281965133866318e-11
fn167,1.7902623815836317e-05,56,-5.421621136722202e-15,-9.740150277443506e-15,1.8433511864855486e-11,3.311651094330792e-11
fn167,1.7902623815836317e-05,57,-7.332114800350537e-15,-7.79230036381924e-15,2.4929190321191824e-11,2.6493821236985416e-11
fn167,1.7902623815836317e-05,58,-2.1418512230965613e-14,-1.0777356702628103e-14,7.282294158528308e-11,3.664301278893555e-11
fn167,1.7902623815836317e-05,59,-4.0015663991450023e-14,-1.1953256545907946e-14,1.3605325757093009e-10,4.0641072256087014e-11
fn167,0.016002068483958694,0,6.629844774424548e-15,2.193608587151395e-15,-2.2541472233043462e-11,-7.458269196314743e-12
fn167,0.016002068483958694,1,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,2,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,3,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,4,-1.8102645956471062e-16,-1.3801422197550988e-16,6.154899625200161e-13,4.692483547167336e-13
fn167,0.016002068483958694,5,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,6,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,7,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,8,-4.197367025825465e-16,5.139545099758456e-16,1.4271047887806581e-12,-1.7474453339178753e-12
fn167,0.016002068483958694,9,-3.3303464743944946e-16,-2.490731154984289e-16,1.1323178012941282e-12,8.468485926946583e-13
fn167,0.016002068483958694,10,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,11,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,12,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,13,3.1918968530645247e-16,2.333323051441176e-16,-1.0852449300419384e-12,-7.933298374899998e-13
fn167,0.016002068483958694,14,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,15,-2.663476635919853e-16,8.475004809628925e-17,9.055820562127501e-13,-2.8815016352738345e-13
fn167,0.016002068483958694,16,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,17,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,18,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,19,2.3065187835216307e-16,3.7505907929763986e-16,-7.842163863973544e-13,-1.2752008696119755e-12
fn167,0.016002068483958694,20,5.961372255153575e-16,4.2065164875129106e-16,-2.0268665667522155e-12,-1.4302156057543896e-12
fn167,0.016002068483958694,21,8.016705096115606e-16,4.729386335495749e-16,-2.725679732679306e-12,-1.6079913540685546e-12
fn167,0.016002068483958694,22,-5.844034630152507e-16,-4.082562637860798e-16,1.9869717742518525e-12,1.3880712968726713e-12
fn167,0.016002068483958694,23,-3.414996816043078e-16,-3.1098356425762487e-16,1.1610989174546464e-12,1.0573441184759245e-12
fn167,0.016002068483958694,24,-5.728471808863816e-16,-3.957610584764243e-16,1.9476804150136975e-12,1.3455875988198426e-12
fn167,0.016002068483958694,25,-5.676007313384844e-16,-3.8942832864444287e-16,1.929842486550847e-12,1.3240563173911058e-12
fn167,0.016002068483958694,26,-5.642722616550621e-16,-3.8316267680176187e-16,1.918525689627211e-12,1.3027531011259904e-12
fn167,0.016002068483958694,27,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,28,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,29,6.479451372576769e-17,-7.962958427885047e-19,-2.2030134666761013e-13,2.707405865480916e-15
fn167,0.016002068483958694,30,6.479451372576637e-17,-7.96295842787108e-19,-2.2030134666760564e-13,2.7074058654761674e-15
fn167,0.016002068483958694,31,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,32,0.0,0.0,-0.0,0.0
fn167,0.016002068483958694,33,-5.642722616550621e-16,-3.8316267680176335e-16,1.918525689627211e-12,1.3027531011259954e-12
fn167,0.016002068483958694,34,-5.676007313384883e-16,-3.894283286444408e-16,1.92984248655086e-12,1.3240563173910988e-12
fn167,0.016002068483958694,35,-5.728471808863818e-16,-3.9576105847642467e-16,1.947680415013698e-12,1.3455875988198438e-12
fn167,0.016002068483958694,36,-3.414996816043146e-16,-3.109835642576296e-16,1.1610989174546696e-12,1.0573441184759407e-12
fn167,0.016002068483958694,37,-5.844034630152484e-16,-4.0825626378607873e-16,1.9869717742518444e-12,1.3880712968726677e-12
fn167,0.016002068483958694,38,8.016705096115588e-16,4.729386335495737e-16,-2.7256797326792996e-12,-1.6079913540685507e-12
