component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.038724607448469214,0.5061846074484692,1.5917754951209722,False
front,1.4,0.5262377959899702,0.9936977959899702,3.1248358364464472,False
longitudinal_bin_aft_post_chine,1.4,-0.3473336401180312,0.12012635988196879,0.37775584868543644,False
longitudinal_bin_forward_post_chine,1.4,0.12686715747162222,0.5943271574716222,1.8689533253824597,False
longitudinal_bin_middle_post_chine,1.4,-0.11543541843641336,0.3520245815635866,1.1069955395081341,False
longitudinal_bin_pre_chine,1.4,0.322804189136385,0.790264189136385,2.4851075130074998,False
post_chine_bem,1.4,-0.0762292442661043,0.39123075573389565,1.230285395389609,False
pre_chine_bem,1.4,0.322804189136385,0.790264189136385,2.4851075130074998,False
raw_bem,1.4,0.038724607448469214,0.5061846074484692,1.5917754951209722,False
resolved_station_bem,1.4,0.05643633841616478,0.5238963384161648,1.6474727623149836,False
total,1.4,0.15814276904343583,0.6256027690434358,1.9673043051680372,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.43653050138831206,0.030929498611687922,0.09726257425059096,False
