omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,1005227147.1080899,15.153766076135506,1005227161.2495282,33400883.25460616,8.599479816540141e-15
3.0,1522521328.3431885,8.848448334938515,1522521320.7922769,33400883.25460616,8.08502539424151e-15
4.0,1729659854.7395742,2.3935350939200633,1729659856.3242424,33400883.25460616,9.602905056527003e-15
