iteration,accepted_time_step,maximum_raw_displacement_ratio,kinematic_integral_before,kinematic_integral_after,kinematic_integral_change,kinematic_integral_ratio_after_before,dipole_coefficient_before,dipole_coefficient_after,root_relative_mismatch_before,root_relative_mismatch_after,rk2_rejected_attempt_count,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_raw_normal_velocity_integral,provisional_maintenance_normal_velocity_integral,provisional_maintenance_tangential_velocity_integral,provisional_net_normal_velocity_integral,provisional_maintenance_to_raw_normal_ratio,provisional_net_to_raw_normal_ratio,provisional_normal_velocity_correlation,provisional_normal_cancellation_fraction,provisional_maximum_normal_displacement_ratio,final_raw_normal_velocity_integral,final_maintenance_normal_velocity_integral,final_maintenance_tangential_velocity_integral,final_net_normal_velocity_integral,final_maintenance_to_raw_normal_ratio,final_net_to_raw_normal_ratio,final_normal_velocity_correlation,final_normal_cancellation_fraction,final_maximum_normal_displacement_ratio
1,0.00024047714514518697,0.2499374622932746,0.002831144046361038,0.0027695064266998366,-6.16376196612015e-05,0.9782287235647984,8.202651907665693,8.202401360194832,0.0005523555707850945,1.0552238147791052e-05,0,0.0,0.0,0.00199831054946821,7.453497539612967e-06,1.5920396204147644e-10,0.0021405006052922877,0.003729899510161966,1.0711551344519084,0.5520061382769635,-0.033712617470873084,4.4287396084167355e-05,0.002112161252124746,7.50863842043325e-06,1.79133855435458e-10,0.002257626477750854,0.003554955102447729,1.0688703220361495,0.5477322534088679,-0.03265768346685094,4.4609090040737405e-05
2,0.00024012557483282424,0.24993976104203883,0.0027695064266998366,0.0027293952998686125,-4.0111126831224135e-05,0.9855168681160922,8.202401360194832,8.202136811543031,1.0552238147791052e-05,1.065373124110867e-05,0,0.0,0.0,0.001953652206911795,1.3061794805643491e-05,1.071306779521313e-09,0.0021381390081091933,0.006685834233663686,1.094431752255957,0.5365610263432327,-0.04387295901114651,6.527075511850995e-05,0.0020633658902011838,1.3250002736203823e-05,1.139982510400199e-09,0.002257404566472547,0.006421547821027473,1.09403987784854,0.5466950167658998,-0.04380916501375634,6.835299755557377e-05
3,0.00024021235817478853,0.24994156029920017,0.0027293952998686125,0.0027103805666742497,-1.9014733194362785e-05,0.9930333531404271,8.202136811543031,8.201879241299547,1.065373124110867e-05,1.0710559054354987e-05,0,0.0,0.0,0.0019240138684654153,1.3105113271578687e-05,1.0893063365735922e-09,0.00210650420358259,0.006811340337183362,1.0948487628432368,0.5333607256752554,-0.04401871125302672,6.562688674523728e-05,0.0020358518720486013,1.3299392539014625e-05,1.1642658787891623e-09,0.002227994632057386,0.0065325934178265856,1.0943795384363788,0.5434428170437797,-0.04392347250927614,6.882435926435312e-05
4,0.0002402881719545324,0.24994224681663557,0.0027103805666742497,0.0027104910631796366,1.1049650538693181e-07,1.000040767893168,8.201879241299547,8.201628633349285,1.0710559054354987e-05,1.0717885721542917e-05,0,0.0,0.0,0.0019088420144269512,1.3153054951812438e-05,1.1268973490798454e-09,0.0020894072526510595,0.006890593801059584,1.0945941240078558,0.5282734136398618,-0.04385176510339815,6.596703676442531e-05,0.002022567624275078,1.3354061653959878e-05,1.2098501180078292e-09,0.0022128928367321833,0.0066025291286595155,1.0941007905855908,0.5384114229406781,-0.04374913072846561,6.929201462421128e-05
5,0.00024035431919504257,0.24994173137038797,0.0027104910631796366,0.0027279483636980023,1.7457300518365637e-05,1.0064406412385978,8.201628633349285,8.20138509810426,1.0717885721542917e-05,1.0683894606894509e-05,0,0.0,0.0,0.0019065967465401285,1.3204807732501969e-05,1.1847118365605086e-09,0.0020853182758885013,0.006925852441773295,1.093738505361816,0.521574577803388,-0.04340632646002139,6.63047953266534e-05,0.002021957901412539,1.3413277319314273e-05,1.2768455498398918e-09,0.0022105548957490387,0.0066338064259121145,1.0932744416709894,0.5318758051381062,-0.043320317622538636,6.977070009813645e-05
6,0.00024041236516719405,0.24994029914730384,0.0027279483636980023,0.0027606934608852035,3.274509718720125e-05,1.0120035619526215,8.20138509810426,8.201148558957339,1.0683894606894509e-05,1.0689108311635457e-05,0,0.0,0.0,0.0019157458099078686,1.3259480626837521e-05,1.2600412598135402e-09,0.0020927111167223372,0.006921315217427093,1.0923741061571102,0.5135727138282529,-0.042726395469841555,6.665120446582496e-05,0.00203252483186616,1.3476055990475566e-05,1.361545030011203e-09,0.002219488694775995,0.006630204846305637,1.091986016593054,0.5241307356206796,-0.04267790587337413,7.026938114203059e-05
7,0.0002404632581311166,0.2499372547127833,0.0027606934608852035,0.002807371359670699,4.6677898785495425e-05,1.0169080339584418,8.201148558957339,8.200919440885487,1.0689108311635457e-05,1.0470440847549426e-05,0,0.0,0.0,0.0019348909580351055,1.331599596814686e-05,1.3457336499691112e-09,0.0021101897150289893,0.006882039482818888,1.0905987783269713,0.5045726737127567,-0.041858369422076255,6.782275143430352e-05,0.002052664045310318,1.3541562279799842e-05,1.4563746461826908e-09,0.002238092686037258,0.006597067021628789,1.090335601264408,0.515489603729473,-0.04186926712138963,7.148498853562571e-05
8,0.00024050954996130908,0.24993358581003752,0.002807371359670699,0.002865864757907111,5.84933982364119e-05,1.020835646853387,8.200919440885487,8.200697506959884,1.0470440847549426e-05,1.036658650020394e-05,0,0.0,0.0,0.0019623032953064623,1.3373913837672816e-05,1.4322955356353886e-09,0.0021360248760019973,0.006815416286392236,1.0885294241267653,0.4949032689113944,-0.040857003920186485,8.054426838609085e-05,0.002080785765987459,1.3609028185326792e-05,1.5497962681723923e-09,0.00226477544998919,0.0065403312574413355,1.088423175037636,0.506247683499939,-0.04094142189009749,8.488524624855552e-05
