case,omega,mode,original_real,original_imag,delta_real,delta_imag,candidate_real,candidate_imag,normal_real,normal_imag,tangent_real,tangent_imag,complex_relative_change
fn167,8.6966,3,-80.64496737926406,-5314.295290549693,-51.92742282076766,-82.83625631218888,-132.57239020003172,-5397.131546861882,80.70944886901992,127.08703617464639,-132.6368716897876,-209.92329248683524,0.018394784552954718
fn167,8.6966,5,1179.1312590375182,-833.7085588032227,-33.25106965119433,-57.471112943766954,1145.880189386324,-891.1796717469896,52.14354705859552,90.3730184424849,-85.39461670978986,-147.8441313862519,0.045978169930160045
fn226,10.4354,3,-764.3479558974348,-4703.430689004737,-106.52106107736199,-93.88821832483701,-870.8690169747968,-4797.318907329574,151.1675775462154,137.12271815932374,-257.68863862357745,-231.01093648416068,0.029798126271717778
fn226,10.4354,5,679.2082676341776,-473.2515158704954,-50.26904406492809,-48.564463900220005,628.9392235692495,-521.8159797707153,73.05544799370603,73.61152004801325,-123.3244920586341,-122.17598394823327,0.08443379756419685
fn282,12.10175,3,-1148.3936138728218,-4189.536177852631,-158.05781430274337,-88.16379441220506,-1306.451428175565,-4277.699972264836,219.95237361525255,128.5240904935133,-378.0101879179957,-216.6878849057184,0.04166217546812451
fn282,12.10175,5,449.6369985272878,-184.46990892773226,-52.66636597256597,-34.41676621243734,396.9706325547218,-218.8866751401696,76.35024665949717,53.06611296005337,-129.01661263206321,-87.48287917249068,0.1294523196542712
