station,exponent,count,potential,y,computed_q,exact_q
12,1.0,48,linear_z,-1.2499166666666666,-1.0024026749166621,-1.0
12,1.0,48,linear_z,-1.20575,-1.0006417636271732,-1.0
12,1.0,48,linear_z,-1.1615833333333332,-1.0006018009244246,-1.0
12,1.0,48,linear_z,-1.1174166666666667,-1.0005261749166603,-1.0
12,1.0,48,linear_z,-1.0732499999999998,-1.0004811645137828,-1.0
12,1.0,48,linear_z,-1.0290833333333333,-1.0004490287251258,-1.0
12,1.0,48,linear_z,-0.9849166666666668,-1.000424908842954,-1.0
12,1.0,48,linear_z,-0.9407500000000001,-1.0004060971503637,-1.0
12,1.0,48,linear_z,-0.8965833333333334,-1.0003910613271294,-1.0
12,1.0,48,linear_z,-0.8524166666666667,-1.0003788615751283,-1.0
12,1.0,48,linear_z,-0.80825,-1.0003688953920264,-1.0
12,1.0,48,linear_z,-0.7640833333333333,-1.000360768835421,-1.0
12,1.0,48,linear_z,-0.7199166666666666,-1.0003542288990346,-1.0
12,1.0,48,linear_z,-0.6757500000000001,-1.0003491287075121,-1.0
12,1.0,48,linear_z,-0.6315833333333334,-1.0003454136247623,-1.0
12,1.0,48,linear_z,-0.5874166666666667,-1.000343124850687,-1.0
12,1.0,48,linear_z,-0.54325,-1.0003424238630176,-1.0
12,1.0,48,linear_z,-0.4990833333333333,-1.0003436508034587,-1.0
12,1.0,48,linear_z,-0.4549166666666667,-1.0003474503331975,-1.0
12,1.0,48,linear_z,-0.41075000000000006,-1.0003550631631022,-1.0
12,1.0,48,linear_z,-0.36658333333333337,-1.000368919082343,-1.0
12,1.0,48,linear_z,-0.3224166666666667,-1.0003967136415723,-1.0
12,1.0,48,linear_z,-0.27825,-1.000426474512898,-1.0
12,1.0,48,linear_z,-0.2340833333333333,-1.0010105626694072,-1.0
12,1.0,48,linear_z,0.2340833333333333,-1.001010562669397,-1.0
12,1.0,48,linear_z,0.27825,-1.000426474512893,-1.0
12,1.0,48,linear_z,0.3224166666666667,-1.0003967136415792,-1.0
12,1.0,48,linear_z,0.36658333333333337,-1.0003689190823415,-1.0
12,1.0,48,linear_z,0.41074999999999995,-1.000355063163132,-1.0
12,1.0,48,linear_z,0.45491666666666664,-1.0003474503331622,-1.0
12,1.0,48,linear_z,0.4990833333333333,-1.000343650803476,-1.0
12,1.0,48,linear_z,0.54325,-1.0003424238630232,-1.0
12,1.0,48,linear_z,0.5874166666666667,-1.0003431248506849,-1.0
12,1.0,48,linear_z,0.6315833333333334,-1.0003454136247625,-1.0
12,1.0,48,linear_z,0.67575,-1.0003491287074846,-1.0
12,1.0,48,linear_z,0.7199166666666666,-1.0003542288990472,-1.0
12,1.0,48,linear_z,0.7640833333333333,-1.0003607688354317,-1.0
12,1.0,48,linear_z,0.8082499999999999,-1.000368895392038,-1.0
12,1.0,48,linear_z,0.8524166666666666,-1.0003788615750928,-1.0
12,1.0,48,linear_z,0.8965833333333333,-1.000391061327166,-1.0
12,1.0,48,linear_z,0.94075,-1.0004060971503406,-1.0
12,1.0,48,linear_z,0.9849166666666667,-1.0004249088429704,-1.0
12,1.0,48,linear_z,1.0290833333333333,-1.0004490287251222,-1.0
12,1.0,48,linear_z,1.0732499999999998,-1.0004811645137792,-1.0
12,1.0,48,linear_z,1.1174166666666667,-1.0005261749166607,-1.0
