station,x,exponent,count,potential,field,normalized_rms,passed,solve_residual
12,0.2557645563861015,1.0,48,linear_z,body_phi,3.4036154331767964e-05,True,3.2146767508140024e-16
12,0.2557645563861015,1.0,48,linear_z,free_q,0.0006654634792103931,True,3.2146767508140024e-16
12,0.2557645563861015,1.0,48,quadratic,body_phi,4.0966052198153725e-05,True,3.1116942557735974e-16
12,0.2557645563861015,1.0,48,quadratic,free_q,0.0007071924192722908,True,3.1116942557735974e-16
12,0.2557645563861015,1.0,72,linear_z,body_phi,3.357325930692192e-05,True,3.7468813018453046e-16
12,0.2557645563861015,1.0,72,linear_z,free_q,0.0007684526979421264,True,3.7468813018453046e-16
12,0.2557645563861015,1.0,72,quadratic,body_phi,6.2475778670906295e-06,True,3.6689944652178635e-16
12,0.2557645563861015,1.0,72,quadratic,free_q,0.0009247699875056439,True,3.6689944652178635e-16
12,0.2557645563861015,1.0,96,linear_z,body_phi,3.325727383359066e-05,True,3.370260179728484e-16
12,0.2557645563861015,1.0,96,linear_z,free_q,0.0008536181994279984,True,3.370260179728484e-16
12,0.2557645563861015,1.0,96,quadratic,body_phi,6.88346870344933e-06,True,3.3996635826670697e-16
12,0.2557645563861015,1.0,96,quadratic,free_q,0.0011488549467869548,True,3.3996635826670697e-16
12,0.2557645563861015,1.5,48,linear_z,body_phi,3.0143851328912757e-05,True,3.122093092890193e-16
12,0.2557645563861015,1.5,48,linear_z,free_q,0.0006661175036371107,True,3.122093092890193e-16
12,0.2557645563861015,1.5,48,quadratic,body_phi,6.041506594426707e-05,True,3.1522918448203905e-16
12,0.2557645563861015,1.5,48,quadratic,free_q,0.0009716817266065098,True,3.1522918448203905e-16
12,0.2557645563861015,1.5,72,linear_z,body_phi,2.9699605150379586e-05,True,3.3159949174930206e-16
12,0.2557645563861015,1.5,72,linear_z,free_q,0.000838652348200927,True,3.3159949174930206e-16
12,0.2557645563861015,1.5,72,quadratic,body_phi,1.4117532211703e-05,True,3.318867540821813e-16
12,0.2557645563861015,1.5,72,quadratic,free_q,0.0009241845505828503,True,3.318867540821813e-16
12,0.2557645563861015,1.5,96,linear_z,body_phi,2.9525201353586158e-05,True,3.488190123626844e-16
12,0.2557645563861015,1.5,96,linear_z,free_q,0.0010204691039383041,True,3.488190123626844e-16
12,0.2557645563861015,1.5,96,quadratic,body_phi,6.676589651270235e-06,True,3.7745943644162267e-16
12,0.2557645563861015,1.5,96,quadratic,free_q,0.0011321694737363795,True,3.7745943644162267e-16
42,0.8951311907918157,1.0,48,linear_z,body_phi,3.4036154331767964e-05,True,3.2146767508140024e-16
42,0.8951311907918157,1.0,48,linear_z,free_q,0.0006654634792103931,True,3.2146767508140024e-16
42,0.8951311907918157,1.0,48,quadratic,body_phi,4.0966052198153725e-05,True,3.1116942557735974e-16
42,0.8951311907918157,1.0,48,quadratic,free_q,0.0007071924192722908,True,3.1116942557735974e-16
42,0.8951311907918157,1.0,72,linear_z,body_phi,3.357325930692192e-05,True,3.7468813018453046e-16
42,0.8951311907918157,1.0,72,linear_z,free_q,0.0007684526979421264,True,3.7468813018453046e-16
42,0.8951311907918157,1.0,72,quadratic,body_phi,6.2475778670906295e-06,True,3.6689944652178635e-16
42,0.8951311907918157,1.0,72,quadratic,free_q,0.0009247699875056439,True,3.6689944652178635e-16
42,0.8951311907918157,1.0,96,linear_z,body_phi,3.325727383359066e-05,True,3.370260179728484e-16
42,0.8951311907918157,1.0,96,linear_z,free_q,0.0008536181994279984,True,3.370260179728484e-16
42,0.8951311907918157,1.0,96,quadratic,body_phi,6.88346870344933e-06,True,3.3996635826670697e-16
42,0.8951311907918157,1.0,96,quadratic,free_q,0.0011488549467869548,True,3.3996635826670697e-16
42,0.8951311907918157,1.5,48,linear_z,body_phi,3.0143851328912757e-05,True,3.122093092890193e-16
42,0.8951311907918157,1.5,48,linear_z,free_q,0.0006661175036371107,True,3.122093092890193e-16
42,0.8951311907918157,1.5,48,quadratic,body_phi,6.041506594426707e-05,True,3.1522918448203905e-16
42,0.8951311907918157,1.5,48,quadratic,free_q,0.0009716817266065098,True,3.1522918448203905e-16
42,0.8951311907918157,1.5,72,linear_z,body_phi,2.9699605150379586e-05,True,3.3159949174930206e-16
42,0.8951311907918157,1.5,72,linear_z,free_q,0.000838652348200927,True,3.3159949174930206e-16
42,0.8951311907918157,1.5,72,quadratic,body_phi,1.4117532211703e-05,True,3.318867540821813e-16
42,0.8951311907918157,1.5,72,quadratic,free_q,0.0009241845505828503,True,3.318867540821813e-16
42,0.8951311907918157,1.5,96,linear_z,body_phi,2.9525201353586158e-05,True,3.488190123626844e-16
42,0.8951311907918157,1.5,96,linear_z,free_q,0.0010204691039383041,True,3.488190123626844e-16
