source_sectionresults,source_geomet,section_count,frequency_count,compared_rows,bem_free_surface_panels,bem_body_panels,status
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\pdstrip_external_cli\pdstrip_external_smoke\sectionresults,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\pdstrip_external_cli\pdstrip_external_smoke\geomet.out,5,52,135,4,8,diagnostic_only_not_a_validation_gate
