station_index,frequency_index,x_m,omega_rad_s,row_mode,col_mode,pdstrip_added_mass_per_m,section_bem_added_mass_per_m,added_mass_rel_error_vs_pdstrip,pdstrip_damping_same_sign_per_m,pdstrip_damping_section_bem_sign_per_m,section_bem_damping_per_m,damping_rel_error_same_sign_vs_pdstrip,damping_rel_error_sign_adjusted_vs_pdstrip,section_bem_condition_number,section_bem_max_residual_norm,body_panel_count,free_surface_panel_count,status
1,1,-1.0,0.571741462,sway,sway,41.01322998052406,3.3608300684372865,0.9180549771370544,-0.0017488393755847637,0.0017488393755847637,7.358923363384236e-06,1.0042078897960103,0.9957921102039896,3.151826809436957,3.555271836644579e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
1,1,-1.0,0.571741462,sway,heave,-4.060304399265462e-05,-3.3963376075717534e-16,0.9999999999916352,-2.4844449605440715e-05,2.4844449605440715e-05,-5.925985806880666e-21,0.9999999999999998,1.0000000000000002,3.151826809436957,3.555271836644579e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
1,1,-1.0,0.571741462,sway,roll,-2.7342147018502523,-0.18273343297576958,0.9331678551607109,0.00011658902616021926,-0.00011658902616021926,-2.0812945662967382e-07,1.0017851547738605,0.9982148452261395,3.151826809436957,3.555271836644579e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
1,1,-1.0,0.571741462,heave,sway,3.130585328298963e-07,-1.1674910526027901e-15,1.000000003729306,1.431908346713536e-06,-1.431908346713536e-06,1.0463068690273675e-20,0.9999999999999928,1.0000000000000073,3.151826809436957,3.555271836644579e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
1,1,-1.0,0.571741462,heave,heave,17.401307819718873,1.9754247941836454,0.8864783719333367,-5.764858855032626,5.764858855032626,5.787286044504227e-05,1.000010038903276,0.999989961096724,3.151826809436957,3.555271836644579e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
1,1,-1.0,0.571741462,heave,roll,1.0435285880758964e-07,8.623513456725155e-17,0.9999999991736198,1.1186784113271114e-07,-1.1186784113271114e-07,4.745418321916158e-22,0.9999999999999958,1.0000000000000042,3.151826809436957,3.555271836644579e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
1,1,-1.0,0.571741462,roll,sway,-2.734215613476641,-0.18655998556492948,0.9317683709194708,0.00011659728531285003,-0.00011659728531285003,-2.427721917912704e-07,1.0020821427457756,0.9979178572542245,3.151826809436957,3.555271836644579e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
1,1,-1.0,0.571741462,roll,heave,-1.1429899164950257e-06,-0.0,1.0,1.775261145919832e-06,-1.775261145919832e-06,0.0,1.0,1.0,3.151826809436957,3.555271836644579e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
1,1,-1.0,0.571741462,roll,roll,0.1822810698787805,0.014935097624641628,0.9180655586749975,-7.773111948980884e-06,7.773111948980884e-06,7.0729604566926485e-09,1.0009099264880161,0.999090073511984,3.151826809436957,3.555271836644579e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
1,26,-1.0,6.76493645,sway,sway,34.96909383461305,3.3221963407674724,0.9049962130422978,-247.42607301211234,247.42607301211234,0.009123871901271995,1.0000368751433113,0.9999631248566887,2.912672096886715,2.5935786196017763e-16,8,8,external_pdstrip_reference_smoke_not_a_validation_gate
