level_mid_old,case,omega,component,real_mid_old,imag_mid_old,level_fine_old,real_fine_old,imag_fine_old,absolute_change_old,tolerance_old,passed_old,level_mid_new,real_mid_new,imag_mid_new,level_fine_new,real_fine_new,imag_fine_new,absolute_change_new,tolerance_new,passed_new
1,fn167,16.734,A33,0.2081275405054641,0.0,2,0.202404842648995,0.0,0.005722697856469,0.0101202421324497,True,1,0.2098819411447001,0.0,2,0.2018694717749083,0.0,0.0080124693697917,0.0100934735887454,True
1,fn167,16.734,A35,0.0095103993768495,0.0,2,0.0085662563505263,0.0,0.0009441430263231,0.001,True,1,0.0088245412473195,0.0,2,0.0087961922161426,0.0,2.8349031176967687e-05,0.001,True
1,fn167,16.734,A53,0.017639016967105,0.0,2,0.0161566524159809,0.0,0.001482364551124,0.001,False,1,0.0171865689508103,0.0,2,0.0162824757388481,0.0,0.0009040932119621,0.001,True
1,fn167,16.734,A55,0.0130470173950691,0.0,2,0.0128664423246122,0.0,0.0001805750704568,0.001,True,1,0.0132875568171545,0.0,2,0.0127942546649257,0.0,0.0004933021522287,0.001,True
1,fn167,16.734,B33,0.2419919457209159,0.0,2,0.2927168923837425,0.0,0.0507249466628265,0.0146358446191871,False,1,0.240010340393166,0.0,2,0.2928954312460155,0.0,0.0528850908528494,0.0146447715623007,False
1,fn167,16.734,B35,-0.1549091291659119,0.0,2,-0.1448688328533455,0.0,0.0100402963125663,0.0072434416426672,False,1,-0.1585086714297162,0.0,2,-0.1436989730448774,0.0,0.0148096983848387,0.0071849486522438,False
1,fn167,16.734,B53,0.1817986699256201,0.0,2,0.1742717407548717,0.0,0.0075269291707484,0.0087135870377435,True,1,0.1837185397889233,0.0,2,0.1738084120872385,0.0,0.0099101277016847,0.0086904206043619,False
1,fn167,16.734,B55,0.0052302092014461,0.0,2,0.0057382062846953,0.0,0.0005079970832492,0.001,True,1,0.0056775699009348,0.0,2,0.0056386374341357,0.0,3.8932466799123e-05,0.001,True
1,fn167,16.734,F3,0.0964504667244015,-0.3382255609503408,2,0.0721927075122248,-0.3348846966605807,0.0244867363321153,0.0171288898556937,False,1,0.0885012405570149,-0.3347488919776422,2,0.0752077431937249,-0.3355078367881313,0.0133151443617095,0.0171916922656369,True
1,fn167,16.734,F5,0.1353863591653631,0.0104779869686021,2,0.1376361293387644,0.0086632280360955,0.0028904698262114,0.006895425226076,True,1,0.1375759639575772,0.0095423003531728,2,0.1369105217944033,0.0088088190259106,0.0009903575768236,0.0068596804354588,True
1,fn167,5.601,A33,0.3224541248698169,0.0,2,0.3265827164007068,0.0,0.0041285915308898,0.0163291358200353,True,1,0.3259976236536248,0.0,2,0.3252848456414406,0.0,0.0007127780121841,0.016264242282072,True
1,fn167,5.601,A35,0.0576633871296889,0.0,2,0.058672144284466,0.0,0.0010087571547771,0.0029336072142233,True,1,0.0576743939711627,0.0,2,0.058623764763763,0.0,0.0009493707926003,0.0029311882381881,True
1,fn167,5.601,A53,-0.0145876238153569,0.0,2,-0.0186835682303711,0.0,0.0040959444150142,0.001,False,1,-0.0163688550917078,0.0,2,-0.0180988453453358,0.0,0.0017299902536279,0.001,False
1,fn167,5.601,A55,0.0342020088565574,0.0,2,0.0341258011357824,0.0,7.62077207750178e-05,0.0017062900567891,True,1,0.0344499333862865,0.0,2,0.0340455813150557,0.0,0.0004043520712308,0.0017022790657527,True
1,fn167,5.601,B33,0.2208982517517642,0.0,2,0.2350612906589205,0.0,0.0141630389071562,0.011753064532946,False,1,0.227120164723698,0.0,2,0.2329569589589864,0.0,0.0058367942352883,0.0116478479479493,True
1,fn167,5.601,B35,-0.2006569762884061,0.0,2,-0.2031806836303138,0.0,0.0025237073419077,0.0101590341815156,True,1,-0.2026016547800797,0.0,2,-0.2024702041726559,0.0,0.0001314506074237,0.0101235102086327,True
1,fn167,5.601,B53,0.2347272076301303,0.0,2,0.2354065487277174,0.0,0.0006793410975871,0.0117703274363858,True,1,0.2358120029910974,0.0,2,0.234889082748882,0.0,0.0009229202422153,0.0117444541374441,True
1,fn167,5.601,B55,0.0314911652804674,0.0,2,0.0338961996265254,0.0,0.0024050343460579,0.0016948099813262,False,1,0.0320342790119571,0.0,2,0.0336874415042601,0.0,0.001653162492303,0.001684372075213,True
1,fn167,5.601,F3,-0.0334976650429633,-0.6979857183767915,2,-0.0425210871810879,-0.7061248828325878,0.0121518782548746,0.0353701990738813,True,1,-0.0373598143642952,-0.7037760275674687,2,-0.0412554389342708,-0.7040067356265881,0.0039024501276428,0.0352607251431838,True
1,fn167,5.601,F5,0.0399889759935577,-0.0651484072878852,2,0.0411116281925802,-0.0628139792301038,0.0025903479142631,0.0037535856055793,True,1,0.0410475082485686,-0.0635548271904313,2,0.0408081737806387,-0.0633233108672261,0.0003329876806276,0.0037666791562655,True
