level_mid,case,omega,component,real_mid,imag_mid,level_fine,real_fine,imag_fine,absolute_change,tolerance,passed
1,fn167,16.734,A33,0.2098819411447001,0.0,2,0.20186947177490835,0.0,0.008012469369791747,0.010093473588745419,True
1,fn167,16.734,A35,0.008824541247319576,0.0,2,0.008796192216142609,0.0,2.8349031176967687e-05,0.001,True
1,fn167,16.734,A53,0.017186568950810308,0.0,2,0.01628247573884816,0.0,0.0009040932119621474,0.001,True
1,fn167,16.734,A55,0.013287556817154544,0.0,2,0.012794254664925791,0.0,0.0004933021522287532,0.001,True
1,fn167,16.734,B33,0.24001034039316607,0.0,2,0.2928954312460155,0.0,0.05288509085284945,0.014644771562300776,False
1,fn167,16.734,B35,-0.1585086714297162,0.0,2,-0.14369897304487744,0.0,0.014809698384838754,0.007184948652243873,False
1,fn167,16.734,B53,0.18371853978892336,0.0,2,0.17380841208723857,0.0,0.009910127701684784,0.00869042060436193,False
1,fn167,16.734,B55,0.005677569900934892,0.0,2,0.005638637434135769,0.0,3.8932466799122996e-05,0.001,True
1,fn167,16.734,F3,0.08850124055701494,-0.33474889197764224,2,0.07520774319372495,-0.33550783678813134,0.013315144361709582,0.01719169226563696,True
1,fn167,16.734,F5,0.1375759639575772,0.009542300353172883,2,0.1369105217944033,0.008808819025910661,0.0009903575768236033,0.006859680435458898,True
1,fn167,5.601,A33,0.32599762365362484,0.0,2,0.32528484564144067,0.0,0.0007127780121841676,0.016264242282072034,True
1,fn167,5.601,A35,0.0576743939711627,0.0,2,0.058623764763763075,0.0,0.0009493707926003722,0.002931188238188154,True
1,fn167,5.601,A53,-0.016368855091707858,0.0,2,-0.018098845345335846,0.0,0.0017299902536279874,0.001,False
1,fn167,5.601,A55,0.03444993338628653,0.0,2,0.03404558131505571,0.0,0.0004043520712308235,0.0017022790657527855,True
1,fn167,5.601,B33,0.22712016472369803,0.0,2,0.2329569589589864,0.0,0.005836794235288378,0.01164784794794932,True
1,fn167,5.601,B35,-0.20260165478007974,0.0,2,-0.20247020417265596,0.0,0.00013145060742378312,0.010123510208632799,True
1,fn167,5.601,B53,0.2358120029910974,0.0,2,0.23488908274888204,0.0,0.0009229202422153526,0.011744454137444103,True
1,fn167,5.601,B55,0.032034279011957115,0.0,2,0.033687441504260195,0.0,0.00165316249230308,0.0016843720752130098,True
1,fn167,5.601,F3,-0.03735981436429527,-0.7037760275674687,2,-0.041255438934270826,-0.7040067356265881,0.0039024501276428702,0.03526072514318388,True
1,fn167,5.601,F5,0.04104750824856868,-0.06355482719043139,2,0.04080817378063875,-0.06332331086722616,0.00033298768062763355,0.003766679156265561,True
