frequency_index,term,F3_real,F3_imag,M5_real,M5_imag
0,rigid_inertia,-1544.202754310115,1084.3658937062103,-63.21537337630154,-679.9696190242435
0,added_inertia,-3492.3322600118377,2490.9730404165102,-140.03515641645305,-710.722585319277
0,radiation_damping,1193.684855282442,216.4926089795465,538.6137441101102,753.2195844045614
0,restoring,491.35219776932263,-627.772663306562,175.18155246920168,-4.552051940201963
1,rigid_inertia,-1709.2476749011691,460.75220272114956,288.8036899134144,-876.7018216882497
1,added_inertia,-3960.5912542462024,993.2925961232364,369.95469214406495,-1090.9618459079732
1,radiation_damping,1608.2131074196363,1027.6948892183102,293.7811635390557,997.3626118224507
1,restoring,1023.1631372965901,-742.296259490471,202.3116615186583,140.91719073542887
2,rigid_inertia,-2149.7609295194825,107.47480068584878,365.695979485853,-1305.438548025483
2,added_inertia,-5156.460736135028,-182.74912839695355,714.5299160877006,-1902.1213690926895
2,radiation_damping,2813.3224398454045,1654.3881996355112,54.06132666988712,1595.7119845399286
2,restoring,2022.6767158098876,-1281.2185753040753,398.5556621337695,474.52208522281785
3,rigid_inertia,-2570.399501157197,284.73716020878123,166.50752155707238,-1571.0253516198798
3,added_inertia,-6431.081612717079,-58.02049365333721,615.6951174975898,-2640.088814283613
3,radiation_damping,4038.6157547858347,1509.9894981961836,104.40988393156567,2237.348113125247
3,restoring,2781.143174896898,-2132.22731579371,743.9662784176217,681.8829449361953
4,rigid_inertia,-2867.7331416915486,994.2465328076545,-317.30672185223597,-1664.6113053482638
4,added_inertia,-7695.28480939697,1514.0952862191657,-114.66655662485971,-3456.306194159471
4,radiation_damping,5378.734593701322,282.551811982427,709.6510657394256,3053.4725878195004
4,restoring,3266.3170446035065,-3843.793678019034,1401.4066026640112,650.1588965595045
5,rigid_inertia,-2322.0089444579976,1963.9129852042433,-836.5748867062734,-1223.9676124284974
5,added_inertia,-6905.603777691874,4297.491471557263,-1535.2956151027302,-3434.546558871549
5,radiation_damping,5219.644271864324,-2047.4807780965498,2052.2248600062267,3199.171492315749
5,restoring,2334.697064976479,-5891.307654152422,1998.470719021972,-49.23250603200927
6,rigid_inertia,-1184.1469925811973,2098.7443442493454,-820.8384290492147,-551.041581125725
6,added_inertia,-4030.8081505414184,5266.225560308615,-2307.9945629382296,-2306.2540726054876
6,radiation_damping,3240.656303212171,-3151.60795315052,2917.6857960446296,2238.7392715176916
6,restoring,532.0647034268068,-6474.325964572499,1841.4256820071764,-946.1270276454417
7,rigid_inertia,-469.673491229867,1602.238169944426,-526.463729271656,-191.55593290124222
7,added_inertia,-1878.0840518733753,4308.174848670029,-2131.853578819898,-1300.7528942340114
7,radiation_damping,1603.1607872843133,-2688.037055707017,2854.9065077863975,1278.3879846667216
7,restoring,-478.04057462025366,-6009.204374276216,1341.669525114215,-1375.8864490626377
