case,kL,omega,mode,restoring_heave_column,static_incident,incident_phase_aligned_real,incident_phase_aligned_imag,diffraction_abs,radiation_heave_column_abs,radiation_pitch_column_real,radiation_pitch_column_imag,translation_residual_normalized,motion_phase_aligned_real,motion_phase_aligned_imag
fn167,0.01,0.2450817685327831,3,5172.462057024546,5310.608853606352,5309.776400111709,4.612055536694951,97.05986836769551,7.535885501199038,-2.8380293845255777,-104.49547245772396,0.02234311020781733,1.0710256638293636,0.019195155220433243
fn167,0.01,0.2450817685327831,5,1113.5850944364274,876.3844998667856,876.2862222544067,4.982357069559321,18.606154153969488,104.52368688156146,-1449.9923582884892,37.98203659820847,0.017705993973954587,0.5336392731000293,0.2934404183814335
fn167,0.001,0.07363232118375014,3,5172.462057024546,5310.608853606352,5310.52678040483,0.4612501574994737,30.680320387831184,0.6803445896202003,-0.256300667271137,-31.413829354932094,0.018038737610498644,1.0765643998208125,0.005703244716395115
fn167,0.001,0.07363232118375014,5,1113.5850944364274,876.3844998667856,876.3752559483204,0.49829060864035013,5.88432768891433,31.414594975217337,-1450.5755341154008,11.420882678638986,0.01599677393473668,0.5638809349247077,0.09124634703701015
fn167,0.0001,0.022897650537488837,3,5172.462057024546,5310.608853606352,5310.600658009089,0.04612545167088991,9.701574560485433,0.06579318934761588,-0.024786438418762873,-9.769383233113192,0.017542862621493373,1.0770814106611128,0.001746462417819988
fn167,0.0001,0.022897650537488837,5,1113.5850944364274,876.3844998667856,876.3835813138847,0.0498296010460251,1.8608017776415668,9.769406258392385,-1450.6278627898178,3.5518508236262814,0.01582171486952659,0.5666853232605451,0.028588131520690313
fn226,0.01,0.2513975580064673,3,4643.674123151832,4522.990999730772,4522.292496276468,1.6894002138026734,91.13643334690697,5.452498684653473,-0.9658043223370406,-99.7575931516348,0.018038774711315507,1.87808828087608,0.2795523482294994
fn226,0.01,0.2513975580064673,5,1483.4074534567453,321.0007883626501,320.984739276009,2.788635142087863,11.13968362094744,99.76133654692775,-1825.5257841124212,21.63700515660042,0.07781637012700522,2.3010865261498235,0.6266963254768647
fn226,0.001,0.07426390013111857,3,4643.674123151832,4522.990999730772,4522.92180323911,0.16894703799394709,28.812464147420393,0.47583506421221866,-0.08430023750938316,-29.473551608979307,0.015592640124181047,1.9298351123138116,0.08531830017263022
fn226,0.001,0.07426390013111857,5,1483.4074534567453,321.0007883626501,320.9993591744084,0.27889406169599584,3.523460858850659,29.473648148983752,-1825.645687948111,6.394128265251387,0.07747435700698456,2.4097361772419674,0.19187750859312
fn226,0.0001,0.022960808432225678,3,4643.674123151832,4522.990999730772,4522.984086620929,0.01689477091217197,9.111073447872254,0.04548599102005721,-0.00805854859771225,-9.112717998453936,0.015308546767293109,1.93447783294015,0.026420918757850572
fn226,0.0001,0.022960808432225678,5,1483.4074534567453,321.0007883626501,321.0006472011228,0.027889708622463226,1.1142371500782569,9.112720851784834,-1825.6560659218505,1.976993530063347,0.07744318017912194,2.4194839398490173,0.05952280706393271
fn282,0.01,0.25745018958541466,3,4514.819046847233,3939.5546785869533,3938.959089197993,0.0806116036393987,85.5531898485135,4.31878226227058,-0.17309808741000693,-96.45494794900179,0.07256268527272611,-1.7036275822730507,9.296733524567308
fn282,0.01,0.25745018958541466,5,2007.0379031017178,15.28725075383557,15.315930861878032,1.852703315622066,6.6457592656111695,96.45554957442255,-2154.4404814757368,11.884588563261172,0.13290261750658663,-3.3323291709890883,13.689265023427165
fn282,0.001,0.0748691632890133,3,4514.819046847233,3939.5546785869533,3939.495552859339,0.008047452053404045,27.049052778914405,0.3652508258129129,-0.014643297186131343,-28.051436432416388,0.07280308431856261,-15.698345287621718,21.541419875056214
fn282,0.001,0.0748691632890133,5,2007.0379031017178,15.28725075383557,15.290156163452426,0.18529091901108946,2.1023199023337087,28.05145123459452,-2154.3832327948153,3.456878523075571,0.13270957341191217,-23.911560110321957,31.683076393105807
fn282,0.0001,0.02302133474801515,3,4514.819046847233,3939.5546785869533,3939.5487703468343,0.0008046074576907301,8.553503418961181,0.034534018273744645,-0.0013845369357699242,-8.625501755960109,0.07281517261561435,-38.10070385774281,15.891724656377297
fn282,0.0001,0.02302133474801515,5,2007.0379031017178,15.28725075383557,15.287541668744048,0.01852929634307698,0.6648277121584899,8.625502186310719,-2154.378446170581,1.0629655361776862,0.13269271709032796,-56.85474810295669,23.371047692533065
