0.0495215	0.108659
0.0704569	0.171936
0.0817355	0.220086
0.0968914	0.280102
0.107034	0.335529
0.117201	0.400866
0.124246	0.448387
0.129371	0.497903
0.136048	0.552034
0.141948	0.603527
0.151389	0.686049
0.158503	0.761319
0.162468	0.808201
0.168751	0.859031
0.174669	0.917792
0.17823		0.956749
0.184916	1.01484
0.190024	1.05709
0.198639	1.11716
0.206045	1.15542
0.213453	1.19435
0.225103	1.23721
0.240585	1.2741
0.261007	1.28585
0.280589	1.26919
0.298213	1.23933
0.314678	1.20749
0.325357	1.16975
0.351271	1.0698
0.364523	0.983806
0.37465		0.879339
0.384455	0.646033
0.389085	0.497337
0.389316	0.281941
0.425744	0.0781743
0.450755	0.0786533
0.501176	0.0855547
0.549264	0.0825623
0.598521	0.0855079
0.650839	0.0818241
0.697395	0.0814857
0.74818		0.0797952
0.799346	0.0767804
0.848206	0.0751039
0.897064	0.0721059
0.947067	0.065796
0.999003	0.0627757
