0.130134	4.99813
0.135859	4.85607
0.14846		4.56203
0.161838	4.31258
0.177505	4.00037
0.187437	3.79057
0.19775		3.56426
0.212279	3.31151
0.229098	3.00094
0.244004	2.71681
0.265423	2.37815
0.289903	1.9949
0.299468	1.85613
0.314397	1.67275
0.331235	1.44478
0.34348		1.27627
0.349984	1.18046
0.358016	1.05161
0.367191	0.889714
0.374064	0.726174
0.381689	0.501517
0.389692	0.245475
0.399041	0.836804
0.406367	0.978846
0.41406		1.04491
0.430206	1.14399
0.449032	1.21498
0.475144	1.25128
0.499716	1.26776
0.549238	1.27593
0.598756	1.26429
0.649808	1.24769
0.700476	1.23439
0.750377	1.22109
0.801043	1.19458
0.849793	1.18294
0.900845	1.16964
0.949978	1.15469
1.00218		1.14469
