outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,k_contribution_endpoint_average,k_contribution_within_panel_slope,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.582846194291486,-0.0841596201367729,0.0029881702406635,0.00149408512033175,9.580375235749543e-05,-0.1673706456507941,8.370741282068914e-05,0.2125063450258724,0.2125063450258724,-0.6262697048312744,0.291528413529686,0.00029346535618463097,8.370741282068924e-05,0.00020975794336394182,-0.5296294298016815,0.09824786347050021,0.00023718602847029507,2.790754609620027e-05,-0.2863189853138088
1,4.580883407478449,-0.0864868600449954,0.0031081671890723,0.00454225383519965,0.00029125848029041754,-0.0559835729840538,9.741494657518292e-06,0.02473053884956078,0.23723688387543315,0.0052094282158772,-0.1171765741839849,1.3621091740098547e-05,9.741494657518309e-06,3.879597082580236e-06,0.09824786347050021,-0.024525587091249156,8.127401921946256e-06,2.6792876416638735e-05,0.17813364871215132
2,4.578880539430452,-0.0889421690245635,0.0032321830462156,0.0077124289528435995,0.0004945365049274726,0.0190609172397571,1.1743121094680172e-06,0.0029812028098064928,0.24021808668523964,0.0609570745281664,-0.0228352400486531,3.065449476266142e-06,1.1743121094679617e-06,1.8911373667981793e-06,-0.024525587091249156,-0.11953066363156747,1.9199860782389344e-05,2.685197752256012e-05,-0.2978061971635157
3,4.576863281956162,-0.0915429041112393,0.0033603173908309,0.01100867917136685,0.0007058987193999803,-0.0139996276447469,6.585871745774475e-07,0.0016719421689709477,0.2418900288542106,-0.3206414372121688,0.2926421819226763,0.00010598123847624099,6.585871745773857e-07,0.00010532265130166362,-0.11953066363156747,0.1586602449821746,2.2957563535062555e-05,3.52289981673888e-05,-0.16087872502099423
4,4.57500884080153,-0.0944219222635012,0.0034926692387938,0.0144351724861792,0.0009256123839828964,0.0921034490627041,2.962847147275138e-05,0.07521721158513148,0.3171072404393421,0.1317634569016821,0.0524434412237257,3.14596968404306e-05,2.962847147275125e-05,1.8312253676793526e-06,0.1586602449821746,0.06296962173342578,4.555491073864986e-05,1.3008541250272053e-06,0.014076797873413802
5,4.57317026839231,-0.0974715589662633,0.0036293398593148,0.0179961770352335,0.0011539511802930835,0.0183641916510319,1.2239714038565904e-06,0.0031072718733634454,0.3202145123127055,0.0665202390971395,-0.0297918557950764,4.029457049841893e-06,1.2239714038565438e-06,2.8054856459853496e-06,0.06296962173342578,-0.06883414153672682,5.285350108981605e-06,2.0270240290630235e-06,-0.11988958424788451
6,4.571340549478954,-0.1006857328254013,0.0037704305266372,0.021696062228209502,0.0013911952836948571,-0.0188942550921362,1.3460168355271021e-06,0.0034171061847757685,0.3236316184974813,-0.1496814400429609,0.1118929298586888,2.2844116532048473e-05,1.3460168355270814e-06,2.14980996965214e-05,-0.06883414153672682,0.028778707875544117,4.506161443358602e-06,8.451670453474896e-06,-0.14653699555420552
7,4.569665623479624,-0.1041416315195028,0.0039160436674666,0.025539299325261403,0.001637631400410446,0.0331685333215263,4.3082417170112665e-06,0.010937247609494518,0.33456886610697584,-0.0346440656955167,0.1009811323385676,1.031094740620234e-05,4.308241717011047e-06,6.0027056891912905e-06,0.028778707875544117,0.056341940533158844,7.341376437031106e-06,4.156181075823527e-06,-0.06697509524808161
8,4.568137839739944,-0.1078279200162217,0.0040662820462185,0.02953046218210395,0.001893552815296417,0.0006479020617522,1.7069320104165924e-09,4.333354365142212e-06,0.334573199461341,0.034006037090486,-0.0327102329669806,1.509979279670788e-06,1.7069320104192216e-09,1.5082723476603685e-06,0.056341940533158844,-0.052481726294678316,4.028090923348334e-06,6.074894783288408e-07,-0.0541371167445792
9,4.566699931418942,-0.1117134702393869,0.0042212492322002,0.0336742278213133,0.0021592594284766376,-0.0374318496578567,5.914575369784805e-06,0.015015214923741672,0.3495884143850827,-0.0868473497115598,0.0119836503958445,9.350519781093575e-06,5.914575369785105e-06,3.435944411308471e-06,-0.052481726294678316,-0.04017220614777621,9.112895414543559e-06,2.9673425126533453e-06,-0.10350662718185419
10,4.565458400809982,-0.1158274549455252,0.0043810499716078,0.0379753774232173,0.0024350578188801603,-0.0139731608577156,8.553966088195261e-07,0.002171578367583179,0.3517599927526659,-0.0915229767860097,0.0635766550705803,9.637903410533601e-06,8.553966088194154e-07,8.782506801714185e-06,-0.04017220614777621,0.028269888843450615,1.8653473340728672e-06,3.023566643105289e-06,-0.0539430663546226
11,4.5644840680048535,-0.1201811040526845,0.0045457879169228,0.0424387963674826,0.0027212612469078743,0.0109309133751853,5.43152865644731e-07,0.0013788913834398482,0.3531388841361058,0.0096335887159577,0.0122282380344138,5.457031303558688e-07,5.431528656447758e-07,2.5502647110929533e-09,0.028269888843450615,-0.0064796769229976256,9.970323336957957e-07,5.28298511041852e-07,-0.035268612805618
12,4.563742401645859,-0.1247500607459338,0.0047155688042924,0.0470694747280902,0.003018189686171333,-0.0015814605638162,1.1793720172278942e-08,2.9940482970576978e-05,0.35316882461907634,-0.0230403747712042,0.0198774536435708,7.356099521524446e-07,1.1793720172286397e-08,7.238162319801581e-07,-0.0064796769229976256,0.004859443378630791,5.3620386841113163e-08,3.946752137419881e-07,-0.0229480502397202
13,4.563288087057256,-0.1295282226212493,0.0048904979959191,0.05187250812819595,0.003326169878308136,0.0126910926737409,7.876823537411917e-07,0.001999673534212318,0.35516849815328866,-0.0030705965961494,0.0284527819436313,1.192665876208272e-06,7.876823537411981e-07,4.049835224670738e-07,0.004859443378630791,0.025586023189273856,1.308359173091031e-06,7.885166443531095e-08,0.00029519520125549994
14,4.56315220035003,-0.1345046528123475,0.0050706808769431,0.056853097564627045,0.003645535321728289,0.0071134947967701,2.5658562129853236e-07,0.0006513888164856419,0.35581988696977435,0.0287479771448868,-0.0145209875513456,1.0476977463731242e-06,2.5658562129856847e-07,7.911121250745556e-07,0.025586023189273856,-0.010315550310819769,8.402477409891307e-07,2.4316038209444354e-08,0.0166550783662503
15,4.563320091778552,-0.1396631381375645,0.0052562232911751,0.06201654964868615,0.003976626287055052,-0.0015102255568963,1.1988295437407193e-08,3.0434447328469842e-05,0.3558503214171028,0.0021340908149047,-0.0051545419287002,3.5257669215338375e-08,1.1988295437430217e-08,2.326937377790816e-08,-0.010315550310819769,0.014681104427062514,2.9873172861481897e-07,5.282500060457179e-07,0.0456225173695185
16,4.563856157845438,-0.1449840089157349,0.0054472315720752,0.06736827708031129,0.004319789847529027,0.0274476524235902,4.103800587858594e-06,0.010418236978712499,0.36626855839581535,0.0404679754408183,0.0144273294063594,4.4116214859355514e-06,4.103800587858191e-06,3.07820898077361e-07,0.014681104427062514,0.03973395258710766,4.317221762540752e-06,1.1853344142882165e-06,0.0504322772551103
17,4.564775042475817,-0.1504506644622684,0.0056438108413472,0.07291379828702249,0.004675379855856686,0.0162754278981793,1.4949865324982567e-06,0.003795292593317205,0.3700638509891326,0.0648596066614697,-0.0323087508651109,5.935579092031987e-06,1.4949865324982755e-06,4.440592559533712e-06,0.03973395258710766,-0.006019091931072698,2.5883535084475108e-06,1.245212391189279e-06,0.058876186171215796
18,4.56602961620564,-0.1560549979296453,0.0058460673671668,0.07865873739127949,0.005043756942117287,-0.0158795276340129,1.4741408272670686e-06,0.003742372015809264,0.3738062230049418,0.0265674353061049,-0.0583264905741289,4.985181053064859e-06,1.4741408272669015e-06,3.5110402257979568e-06,-0.006019091931072698,-0.019657284862083964,1.054157646181757e-06,2.52763316845962e-06,0.0850003269743292
19,4.567652897335071,-0.1617765131441002,0.0060541065470491,0.08460882434838744,0.0054252885226056605,-0.0097547433058373,5.7607861117892e-07,0.0014624793191428745,0.3752687023240847,0.0266738364002003,-0.046183323011876,3.2540953263089427e-06,5.76078611178985e-07,2.678016715129957e-06,-0.019657284862083964,0.003264858489624458,6.717836324182623e-07,4.642905930539021e-06,0.100252690157248
20,4.569689181174113,-0.1675883879727226,0.0062680335999259,0.09076989442187494,0.005820348766192392,0.0080876331078201,4.099908823738298e-07,0.0010408357034499213,0.37630953802753464,0.054069367145372,-0.0378941009297317,4.82753353418669e-06,4.099908823738347e-07,4.417542651812855e-06,0.003264858489624458,0.012943718509841726,4.606138852421217e-07,5.396341400163765e-06,0.10228730518949619
21,4.572135878257724,-0.1734759429902542,0.0064879533403388,0.09714788789200729,0.0062293185756331065,0.0119202601194485,9.218901673411233e-07,0.002340384242869963,0.3786499222704046,0.0643932042597645,-0.0405526840208674,6.8765550814478335e-06,9.21890167341131e-07,5.954664914106702e-06,0.012943718509841726,0.013199517029204546,1.10861374045679e-06,5.992329068370036e-06,0.1111541177523722
22,4.5749863895380045,-0.1794272207240042,0.0067139700690485,0.10374884959670094,0.006652585558130973,0.0179472881976536,2.162604360689926e-06,0.005490160703110907,0.38414008297351554,0.0706014337315048,-0.0347068573361979,8.367340035683047e-06,2.1626043606898905e-06,6.204735674993157e-06,0.013199517029204546,0.025929072721110825,2.6605120183796194e-06,7.812996499759529e-06,0.1180993786140484
23,4.578247387234057,-0.1854260773898455,0.0069461874945205,0.11057892837848544,0.007090543989874791,0.0251340556338521,4.388050791777907e-06,0.011139857321192161,0.3952799402947077,0.0833925212778505,-0.0331244100101466,1.2246617279667923e-05,4.388050791777854e-06,7.858566487890068e-06,0.025929072721110825,0.020067774540449262,3.693915762728284e-06,7.119495003916641e-06,0.1050916177330285
24,4.581902239934993,-0.1914709985841681,0.0071847084444407,0.11764437634796604,0.007543594768810724,0.0118510080731728,1.0090663811112003e-06,0.0025616967639146278,0.3978416370586223,0.0719672077228819,-0.0482651915765353,9.664143275456823e-06,1.0090663811112852e-06,8.655076894345537e-06,0.020067774540449262,0.008236851384279249,1.5228146946654869e-06,7.0736041611641724e-06,0.1181522476520919
25,4.585945410079764,-0.1975555637285366,0.007429635077925,0.12495154810914891,0.008012145364968597,0.0142550704072155,1.5097540953661196e-06,0.0038327827116262218,0.4016744197702485,0.0698870560755566,-0.041376915261126,9.174457451574263e-06,1.5097540953660772e-06,7.664703356208186e-06,0.008236851384279249,0.022833227920557156,1.924958820925234e-06,9.819802560923354e-06,0.1254428598388174
26,4.590397323941371,-0.2036577313623516,0.0076810684426828,0.1325068998694528,0.008496609763394036,0.0267538791395289,5.497878735687586e-06,0.013957355461685797,0.41563177523193423,0.0840659445776914,-0.0305581862986334,1.3907811046567575e-05,5.497878735687627e-06,8.40993231087995e-06,0.022833227920557156,0.027322828239957263,4.843583454926579e-06,9.103207178914184e-06,0.1081961228584073
27,4.595246950485051,-0.2097781030279167,0.0079391085444287,0.14031698836300854,0.008997408395108271,0.0173468146613458,2.388972862766891e-06,0.006064837919672399,0.4216966131516066,0.0776379365597739,-0.0429443072370823,1.200857733513515e-05,2.388972862766891e-06,9.619604472368261e-06,0.027322828239957263,0.004928930645189129,2.3962971907619985e-06,6.390214615924771e-06,0.09882082433965281
28,4.600469169460862,-0.2159312385554246,0.00820385415921,0.1483884697148279,0.009514968064276345,-0.0007503731654696,4.619261199597338e-09,1.1726826587616612e-05,0.42170833997819424,0.0558765171025705,-0.0573772634335094,8.773458366785485e-06,4.619261199595483e-09,8.768839105585889e-06,0.004928930645189129,0.0005526523635867746,7.472006681984415e-08,8.204243340615847e-06,0.119426884750708
29,4.606078400525213,-0.222100725418038,0.0084754027661082,0.15672809817748698,0.010049721867200712,0.0091569853366424,7.106657464516332e-07,0.0018041530041912075,0.42351249298238547,0.0620496213171986,-0.0437356506439141,8.614348751671928e-06,7.106657464516104e-07,7.90368300522032e-06,0.0005526523635867746,0.01642580520372039,7.887499709505971e-07,1.0457321397447417e-05,0.11396574584512101
