outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,gmres_info,krylov_iterations,jvp_calls,trust_region_step_scale,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,0.25,0.0037797501734421137,0.0037536195105343693,0.006913330698771535,0.002576838790408782,0.00306869420451092,0.000711055968931193,0.0025247739151103158,1,16,18,0.14385322014925458,21.6946442765165,7.162407572414834,21.693205965065452,8.056910725030863e-09
