outer_iteration,krylov_iteration,preconditioned_relative_residual,gmres_info
1,1,0.9997945652693325,1
1,2,0.96905942449459,1
1,3,0.9675866506173866,1
1,4,0.9618262099859891,1
1,5,0.9564810484211208,1
1,6,0.9536267416104747,1
1,7,0.9415104896254141,1
1,8,0.9388005064065439,1
1,9,0.920830675683286,1
1,10,0.9185237496701776,1
1,11,0.8996217314996251,1
1,12,0.897791816078721,1
1,13,0.8780287236329944,1
1,14,0.8751659174253164,1
1,15,0.8623867360962536,1
1,16,0.8551698118873781,1
